,album,album_id,artist,artist_id,duration_ms,id,name,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
386,100% Charlie Brown Jr - Abalando A Sua Fábrica,0Dcy3ThOh8LS1qhXUbZWH7,Charlie Brown Jr.,1on7ZQ2pvgeQF4vmIA09x5,273040,3QI5bIozef0HZ1kJnA2RdT,Como Tudo Deve Ser,54,0.352,0.523,0.489,0.24,1,0.108,-10.043,0,0.0301,77.37,0.325
387,Hotline Bling,2rTxwqA6v4lccbPKD31CQI,Drake,3TVXtAsR1Inumwj472S9r4,267023,1UfBAJfmofTffrae5ls6DA,Hotline Bling,13,0.00226,0.893,0.639,0.000315,2,0.0382,-7.857,1,0.0549,134.963,0.579
388,Beauty Behind The Madness,28ZKQMoNBB0etKXZ97G2SN,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,213520,6RsWqX8zABZLhZydXxEFOm,Can't Feel My Face,29,0.124,0.702,0.77,0.0,9,0.103,-5.416,0,0.0482,107.951,0.593
389,Beauty Behind The Madness,28ZKQMoNBB0etKXZ97G2SN,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,242253,25khomWgBVamSdKw7hzm3l,The Hills,26,0.0861,0.356,0.567,0.0,0,0.137,-7.011,0,0.0798,135.553,0.109
390,The 20/20 Experience - The Complete Experience,3Xli4SFIUo8GAr4f6yORHr,Justin Timberlake,31TPClRtHm23RisEBtV3X7,326280,7jDrXytETzwnohhLL3J1A0,Suit & Tie,40,0.103,0.795,0.596,0.0,11,0.164,-3.799,0,0.219,101.985,0.357
391,Libra Scale,1HvI9ih0NWqNwqh6iard31,Ne-Yo,21E3waRsmPlU7jZsS13rcj,243226,1mr3SqpaUKSaV2gOyt6hgC,One In A Million,11,0.115,0.761,0.797,2.13e-06,11,0.329,-5.942,1,0.0381,100.023,0.635
392,Looking 4 Myself (Deluxe Version),4YPSP5Mi5C0vdbgLTaYucB,Usher,23zg3TcAtWQy7J6upgbUnj,232906,6cNajGUxKP53LIg0LzlfQt,Climax,60,0.547,0.647,0.478,2.69e-05,8,0.156,-8.837,1,0.0782,135.877,0.333
393,I Don't Mind,5BAqg5IJQ7XFKfdoCiOlJw,Usher,23zg3TcAtWQy7J6upgbUnj,251989,7aXuop4Qambx5Oi3ynsKQr,I Don't Mind,69,0.205,0.87,0.464,0.0,4,0.0902,-8.337,1,0.178,112.974,0.457
394,Justified,6QPkyl04rXwTGlGlcYaRoW,Justin Timberlake,31TPClRtHm23RisEBtV3X7,267266,1AWQoqb9bSvzTjaLralEkT,Rock Your Body,71,0.202,0.891,0.714,0.000234,4,0.0521,-6.055,0,0.14,100.972,0.818
395,The 20/20 Experience (Deluxe Version),0O82niJ0NpcptYRxogeEZu,Justin Timberlake,31TPClRtHm23RisEBtV3X7,484146,4rHZZAmHpZrA3iH5zx8frV,Mirrors,73,0.234,0.574,0.512,0.0,5,0.0946,-6.664,0,0.0503,76.899,0.512
396,Because Of You,48ben69fRtEbMTGqGYU8Qw,Ne-Yo,21E3waRsmPlU7jZsS13rcj,266840,0C80KJWvQWIGjbOiIurV1W,Because Of You,16,0.528,0.81,0.538,0.0,0,0.0951,-5.784,0,0.0356,109.97,0.828
397,R.E.D. (Deluxe Edition),4HPdvrPf9RGfJ2hNYrODpC,Ne-Yo,21E3waRsmPlU7jZsS13rcj,251626,4kte3OcW800TPvOVgrLLj8,Let Me Love You (Until You Learn To Love Yourself),61,0.25,0.664,0.661,0.0,5,0.511,-6.559,1,0.0337,124.917,0.269
398,The Essential R. Kelly,5ruZPk2RxBoRzzwYswpXXs,R. Kelly,2mxe0TnaNL039ysAj51xPQ,330600,6w1DBbA8akxHPiBQ6nAyJq,I'm a Flirt Remix,61,0.0716,0.835,0.571,0.0,8,0.0604,-4.771,0,0.102,138.038,0.902
399,The Essential R. Kelly,5ruZPk2RxBoRzzwYswpXXs,R. Kelly,2mxe0TnaNL039ysAj51xPQ,253853,6DlbfXDexJ2sj4aEW5ODWP,Same Girl,35,0.488,0.666,0.602,0.0,6,0.0578,-4.407,1,0.173,139.856,0.812
400,The Essential R. Kelly,5ruZPk2RxBoRzzwYswpXXs,R. Kelly,2mxe0TnaNL039ysAj51xPQ,186040,3zSCNTXI7Ed0PiidZVmzIe,Ignition - Remix,66,0.0549,0.778,0.549,0.0,1,0.0724,-6.144,1,0.0473,133.041,0.802
401,Common Courtesy,1NllrdYrRGnzaOEgMOifMB,A Day To Remember,4NiJW4q9ichVqL1aUsgGAN,193120,1VD7hVLxdDKLLwxUrb7Pnk,Dead & Buried,45,0.000264,0.357,0.97,8.5e-06,11,0.189,-4.253,0,0.214,195.032,0.208
402,Jungle,7oZG5VZ4SukMmnylJ16O24,Jungle,59oA5WbbQvomJz2BuRG071,181772,07tOsOR7E9zW89v2FqzsdG,Busy Earnin',51,0.209,0.457,0.883,5.11e-06,10,0.0912,-5.61,0,0.0376,99.937,0.736
403,Endgame,2Gq0ERke26yxdGuRvrqFTD,Rise Against,6Wr3hh341P84m3EI8qdn9O,238573,5sG3G54H21hNfd5etlheoe,Satellite,66,0.00369,0.387,0.94,0.0,5,0.0759,-4.16,0,0.0528,134.876,0.444
404,What Separates Me From You,2kllnMabPw1hYID0MhQRK0,A Day To Remember,4NiJW4q9ichVqL1aUsgGAN,206533,6cXx0xrCrTNzFZIHTxpinC,Out of Time,49,3.52e-05,0.405,0.976,0.0,0,0.271,-3.36,1,0.0874,160.115,0.346
405,That's The Spirit,7FqHuAvmREiIwVXVpZ9ooP,Bring Me The Horizon,1Ffb6ejR6Fe5IamqA5oRUF,191520,0M3adYbGtyRHACP86dey1H,Throne,66,0.000455,0.426,0.888,0.0,0,0.306,-3.72,0,0.0987,144.111,0.387
406,Gold,5NIxmir6Bcrihxv2Zt4qJn,Steppenwolf,1WRM9i067hd2ujxxi8FI3m,210186,3zECldeBYO8lj8QZlUB2Be,Born To Be Wild - Single Version,2,0.263,0.467,0.827,0.778,9,0.194,-6.858,1,0.0967,146.045,0.562
407,Unorthodox Jukebox,7KBjLhk3IM27k3ry4vBk3i,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,176093,1GDrGx9VWaAgaekuddnLYq,Treasure,44,0.0291,0.872,0.699,0.000121,5,0.0639,-5.071,0,0.0349,116.033,0.934
408,Tourist History,0gyRFAfY08NFv7N8RTFg9M,Two Door Cinema Club,536BYVgOnRky0xjsPT96zl,167773,2jnvdMCTvtdVCci3YLqxGY,Undercover Martyn,60,0.00043,0.439,0.86,1.68e-05,11,0.0783,-4.824,0,0.168,159.821,0.578
409,Torches,7Kmmw7Z5D2UD5MVwdm10sT,Foster The People,7gP3bB2nilZXLfPHJhMdvc,239600,7w87IxuO7BDcJ3YUqCyMTT,Pumped Up Kicks,81,0.145,0.733,0.71,0.115,5,0.0956,-5.849,0,0.0292,127.975,0.965
410,In My Own Words,1WO7bigEZckVrkzPBjAsiQ,Ne-Yo,21E3waRsmPlU7jZsS13rcj,207186,4SRqDmPxYX0pUb5B5ut2Ri,So Sick,25,0.246,0.452,0.574,0.0,6,0.189,-8.336,1,0.31,92.791,0.58
411,Year Of The Gentleman,1nv3KEXZPmcwOXMoLTs1vn,Ne-Yo,21E3waRsmPlU7jZsS13rcj,232000,6glklpxk7EtKIdxA3kYQS5,Miss Independent,40,0.48,0.668,0.673,0.0,1,0.194,-5.714,1,0.145,171.812,0.727
412,Globalization,4EUf4YyNjuXypWY6W5wEDm,Pitbull,0TnOYISbd1XYRBk9myaseg,229360,2bJvI42r8EF3wxjOuDav4r,Time of Our Lives,75,0.0921,0.72,0.802,0.0,1,0.694,-5.797,1,0.0582,124.043,0.723
413,Punk Goes Pop 5,6Td3ktHGgUysCrXuIj7HYt,Crown The Empire,2vKiJjsgjgqIECUyYeIVvO,255386,4cm2JC13hKFRvohShKbi7w,Payphone,0,0.00118,0.521,0.992,0.000136,11,0.113,-3.844,0,0.0961,124.987,0.218
414,Confessions (Special Edition),1RM6MGv6bcl6NrAG8PGoZk,Usher,23zg3TcAtWQy7J6upgbUnj,223440,68vgtRHr7iZHpzGpon6Jlo,My Boo,74,0.257,0.662,0.507,0.0,5,0.0465,-8.238,1,0.118,86.412,0.676
415,A Certain Trigger,5AMY7GZtT4hz0h4O7OBUz4,Maximo Park,048FBwXjFYBWxSggPDipic,200346,19503qDaxgCdPL2BhJngij,Apply Some Pressure,58,0.000719,0.378,0.953,2.89e-05,9,0.0936,-3.632,1,0.138,167.808,0.512
416,Our Earthly Pleasures,6mDHmXgvy79alh2CwEmMxJ,Maximo Park,048FBwXjFYBWxSggPDipic,208653,7aB9V1AfdHhdONxii7njJ9,Books From Boxes,58,0.0906,0.611,0.568,0.0,5,0.117,-6.142,1,0.032,95.546,0.567
417,Coexist,2cRMVS71c49Pf5SnIlJX3U,The xx,3iOvXCl6edW5Um0fXEBRXy,218586,7DImv0qWPEiAYUPJ0yKuDd,Sunset,55,0.557,0.835,0.182,0.456,2,0.113,-15.876,1,0.0762,119.98,0.369
418,Favourite Worst Nightmare,4jKGRliQXa5VwxKOsiCbfL,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,138106,32SdvzN7UJdwco2u6owtZa,D is for Dangerous,1,1.09e-05,0.555,0.925,0.000161,1,0.0659,-4.689,1,0.0362,145.061,0.77
419,Favourite Worst Nightmare,4jKGRliQXa5VwxKOsiCbfL,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,145213,44w2zVtbE5TFCJLhZiQbH9,The Bad Thing,1,0.00103,0.55,0.952,0.0,2,0.257,-3.638,1,0.075,111.066,0.538
420,Favourite Worst Nightmare,4jKGRliQXa5VwxKOsiCbfL,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,191680,6ggkEJiGgRapR74YvXWAZS,This House is a Circus,1,1.81e-05,0.476,0.844,0.00196,7,0.272,-5.253,1,0.0431,155.322,0.658
421,AM,41vPD50kQ7JeamkxQW7Vuy,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,181026,6MFRtRMQWObCVWE4TC1Pbu,Fireside,27,0.0194,0.541,0.952,0.000596,9,0.123,-5.634,0,0.055,99.986,0.726
422,AM,41vPD50kQ7JeamkxQW7Vuy,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,207360,0WF700uCpY2mQM5CUKuZ6H,Arabella,35,0.0236,0.707,0.566,0.0,2,0.183,-6.993,1,0.0501,90.03,0.489
423,Favourite Worst Nightmare,4jKGRliQXa5VwxKOsiCbfL,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,253586,5JJyHrQP9VOHqFlPQ3DwGS,505,4,0.00287,0.526,0.866,7.78e-05,0,0.0945,-5.822,1,0.0568,140.266,0.248
424,Favourite Worst Nightmare,4jKGRliQXa5VwxKOsiCbfL,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,209253,2bZ7OXzULD6d6qr137kR83,Do Me a Favour,1,0.00013,0.469,0.738,0.0577,11,0.078,-6.638,0,0.0619,180.15,0.624
425,Favourite Worst Nightmare,4jKGRliQXa5VwxKOsiCbfL,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,171226,6PGIc2lXvDkRxuJnv3Mzi1,Balaclava,1,0.00133,0.414,0.811,0.000129,11,0.333,-4.4,0,0.0919,137.617,0.762
426,Favourite Worst Nightmare,4jKGRliQXa5VwxKOsiCbfL,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,179533,2HYaqJitHc9qiG68vc0JIm,Fluorescent Adolescent,7,0.00193,0.651,0.823,5.77e-05,1,0.172,-5.148,0,0.0282,112.148,0.817
427,Common Courtesy,1NllrdYrRGnzaOEgMOifMB,A Day To Remember,4NiJW4q9ichVqL1aUsgGAN,274034,6ZjvObA6zPCLnKvI0XYdcf,"Sometimes You're the Hammer, Sometimes You're the Nail",53,0.00131,0.194,0.978,0.0,0,0.369,-4.802,0,0.227,157.981,0.0858
428,The 20/20 Experience (Deluxe Version),0O82niJ0NpcptYRxogeEZu,Justin Timberlake,31TPClRtHm23RisEBtV3X7,326280,6vt0I1cw1YmAIKDJvHVIM5,Suit & Tie,63,0.103,0.795,0.596,0.0,11,0.164,-3.799,0,0.219,101.985,0.357
429,The Marshall Mathers LP2 (Deluxe),3qGeRY1wt4rrLIt1YuSwHR,Eminem,7dGJo4pcD2V6oG8kP0tJRR,250188,5U8hKxSaDXB8cVeLFQjvwx,The Monster,24,0.0492,0.784,0.85,0.0,9,0.112,-3.679,1,0.0691,110.004,0.567
430,Curtain Call (Deluxe),71xFWYFtiHC8eP99QB30AA,Eminem,7dGJo4pcD2V6oG8kP0tJRR,281133,2ye824NM1m7Nc2UPXtwZjL,When I'm Gone,68,0.0493,0.515,0.74,0.0,10,0.258,-5.507,0,0.363,75.922,0.765
431,Curtain Call (Deluxe),71xFWYFtiHC8eP99QB30AA,Eminem,7dGJo4pcD2V6oG8kP0tJRR,251266,17baAghWcrewNOcc9dCewx,Mockingbird,70,0.21,0.621,0.672,0.0,4,0.13,-3.892,0,0.276,83.808,0.228
432,Curtain Call (Deluxe),71xFWYFtiHC8eP99QB30AA,Eminem,7dGJo4pcD2V6oG8kP0tJRR,298960,7wFmQutRb7XUDo2mlftXa2,Cleanin' Out My Closet,54,0.0772,0.905,0.767,0.0,9,0.12,-4.798,0,0.189,147.983,0.871
433,Relapse,04r9yvH25PwePggAYZQYq8,Eminem,7dGJo4pcD2V6oG8kP0tJRR,392826,7n8UWYTawkrcC1KBsY5XRc,Beautiful,15,0.251,0.727,0.696,0.0,5,0.0726,-4.472,0,0.0706,132.077,0.467
434,Animal Nacional Ao Vivo,5S0UT9cRH3utJChPZu15OQ,Vespas Mandarinas,39wvetWmzobDSXSkCHPEcv,191757,7ioUnvcguBJghLH6EMz4FG,O Vício e o Verso - (Ao Vivo),16,0.0101,0.324,0.835,0.00696,1,0.928,-6.756,1,0.0463,164.831,0.723
435,Animal Nacional (Deluxe Edition),4X2vYeZnCtqQw6esgeU8Hn,Vespas Mandarinas,39wvetWmzobDSXSkCHPEcv,242466,1j1qXljsWgxMVY7Ul9ZzDu,Não Sei o Que Fazer Comigo (Ya No Sé Qué Hacer Conmigo),32,0.0397,0.581,0.734,0.0,11,0.237,-8.573,0,0.0391,102.004,0.592
436,Imunidade Musical,1l8K5fgYz4J0ZZyjMVd6Q1,Charlie Brown Jr.,1on7ZQ2pvgeQF4vmIA09x5,145466,006pMMCuRo2TFjh8sNGSov,"Dias De Luta, Dias De Gloria",64,0.888,0.346,0.433,0.0,3,0.101,-10.602,0,0.065,77.963,0.768
437,Time Capsules II,0O4LU2JL6yhGbXkBd5ZNpd,Oberhofer,5zb7wVUx1vTXLB6HX26EnX,259800,4GRaa1CkDXnZ4bLNw7aYFa,Gold,30,0.478,0.501,0.928,2.35e-05,9,0.142,-5.16,1,0.0916,159.787,0.753
438,Who Made Who,07EFoHHspqSwsmkbnWaB4A,AC/DC,711MCceyCBcFnzjGY4Q7Un,210880,6yl8Es1tCYD9WdSkeVLFw4,You Shook Me All Night Long,71,0.00224,0.529,0.768,0.000685,7,0.297,-5.51,1,0.0566,127.316,0.769
439,"Whatever People Say I Am, That's What I'm Not",2PXlvqTzGBNetlGct7L5e6,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,200013,5npqVYHjQeHFTE9iZBio6Q,When The Sun Goes Down,5,0.0363,0.35,0.874,0.0,11,0.108,-4.755,0,0.186,169.512,0.416
440,"Whatever People Say I Am, That's What I'm Not",2PXlvqTzGBNetlGct7L5e6,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,218133,4fCpHhES8IExESfkZmRQQ3,The View From The Afternoon,2,0.00529,0.375,0.94,0.0,9,0.255,-4.134,0,0.0694,146.473,0.387
441,"Whatever People Say I Am, That's What I'm Not",2PXlvqTzGBNetlGct7L5e6,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,173666,3YiUcL1SQzCweJj8XfxOur,Still Take You Home,2,0.000669,0.599,0.946,0.0,8,0.0973,-4.192,1,0.0378,108.934,0.653
442,"Whatever People Say I Am, That's What I'm Not",2PXlvqTzGBNetlGct7L5e6,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,143626,6H7tMK6nKs6pilZpwD7PX6,Red Light Indicates Doors Are Secured,2,0.00316,0.622,0.846,0.0,11,0.0989,-4.831,0,0.0311,110.683,0.914
443,"Whatever People Say I Am, That's What I'm Not",2PXlvqTzGBNetlGct7L5e6,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,130813,3pBnRFCyLUm3ErAfZMagQi,You Probably Couldn't See For The Lights But You Were Staring Straight At Me,1,0.00384,0.58,0.972,0.0,11,0.296,-4.274,0,0.0589,105.492,0.926
444,The Best Of Snoop Dogg,0knL5fTAXqq9oq4Yeyibc8,Snoop Dogg,7hJcb9fa4alzcOq3EaNPoG,299146,4675yUu8AUbE72T94BkLCD,Beautiful,63,0.299,0.893,0.74,0.0,11,0.0881,-4.936,0,0.132,101.025,0.963
445,Beacon,1G8PhvQ9hdNMag4mBOAPN3,Two Door Cinema Club,536BYVgOnRky0xjsPT96zl,236440,76d991vOJOyIRsUdeciKjM,Sleep Alone,11,0.000102,0.534,0.755,0.00226,0,0.0927,-4.943,1,0.043,148.008,0.519
446,High Tide,4RHCtG2OVqafEOGzcGpRGo,Grant Bowtie,3jnJamJbsFzvFbEu58aPss,214109,5XAiCKoVDBPx71rMRD0ynk,High Tide,32,0.144,0.575,0.798,0.00128,8,0.101,-3.962,0,0.0307,102.077,0.276
447,Clockwork,0kT3RBdCDEqxjfRcFhdNmO,Grant Bowtie,3jnJamJbsFzvFbEu58aPss,195169,0pNudiGi9RDmRum6DmXGvg,Clockwork,27,0.339,0.447,0.745,0.00834,2,0.196,-6.254,0,0.0522,149.992,0.783
448,Neighborhoods (Deluxe Explicit Version),0KjLbdlJYvtzXjGTwPy3lv,blink-182,6FBDaR13swtiWwGhX1WQsP,200360,4M4taWkQGn3FcbH6tnH6mx,Wishing Well,45,0.000348,0.565,0.947,0.0,0,0.399,-4.941,1,0.0479,100.002,0.587
449,The Trouble With Us,6jQyuPkh2sDqEPiRHbgZhn,Marcus Marr,6l5dAUNRhHnRSPPmRJSKQr,222066,60bBoLe9ocxO3zrb0mRO4k,The Trouble With Us,51,0.334,0.831,0.715,0.000881,2,0.16,-5.792,1,0.0667,121.08,0.834
450,Sobre a Vida em Comunidade,1FrHR6Un5b9ElOU0luwx0d,Mahmed,7rDPvQHBXn9NFLGejBsjVD,230060,3DIpPZoXLv642JOYmVLZ0C,Shuva,18,0.00691,0.441,0.575,0.812,9,0.187,-6.25,1,0.0661,183.66,0.366
451,Favourite Worst Nightmare,7tIEC7CUNg4Pglz7rCqJ93,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,253223,1FJ7sEf02HAmfVTEfQvmOV,505,0,0.00236,0.528,0.869,5.35e-05,0,0.0885,-5.803,1,0.0578,140.249,0.227
452,xx,2nXJkqkS1tIKIyhBcFMmwz,The xx,3iOvXCl6edW5Um0fXEBRXy,160720,2SMn57cBVxoD4TArscpovk,Islands,62,0.749,0.863,0.474,0.183,4,0.147,-11.103,1,0.0712,124.038,0.668
453,xx,2nXJkqkS1tIKIyhBcFMmwz,The xx,3iOvXCl6edW5Um0fXEBRXy,201946,6rxEjkoar48SssZePbtb2x,Crystalised,65,0.818,0.765,0.486,0.374,11,0.084,-12.379,0,0.0309,122.908,0.422
454,The North Borders,7sN6lCgPf1rbZYmA3edMKv,Bonobo,0cmWgDlu9CwTgxPhf403hb,216664,7iE9oBkH73M1K74gyjjx7c,Towers,42,0.29,0.734,0.553,0.775,9,0.118,-10.079,0,0.0594,135.037,0.336
455,"Whatever People Say I Am, That's What I'm Not",2PXlvqTzGBNetlGct7L5e6,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,141133,6Iz0GanKO6r5JSL7FX7ChL,Dancing Shoes,4,0.00328,0.522,0.889,0.0,1,0.345,-4.137,1,0.0461,144.499,0.852
456,"Whatever People Say I Am, That's What I'm Not",2PXlvqTzGBNetlGct7L5e6,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,134933,6sX68MHBh0nqvHCr1uDTC1,Riot Van,2,0.358,0.593,0.333,0.0,9,0.245,-14.342,1,0.046,103.537,0.258
457,Favourite Worst Nightmare,4jKGRliQXa5VwxKOsiCbfL,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,193226,3ViMAvyCcmbRauKuoP2GJm,Old Yellow Bricks,2,0.000147,0.66,0.837,6.62e-06,0,0.0788,-4.315,1,0.0682,135.158,0.757
458,"Whatever People Say I Am, That's What I'm Not",2PXlvqTzGBNetlGct7L5e6,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,268626,3gYr4NDoTEOUsHzxfttYPK,Perhaps Vampires Is A Bit Strong But…,1,0.000293,0.371,0.914,8.75e-05,11,0.0852,-4.917,0,0.081,134.982,0.394
459,"Whatever People Say I Am, That's What I'm Not",2PXlvqTzGBNetlGct7L5e6,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,175440,7iqTu4OPL3KYs4FMdtLZsy,Mardy Bum,7,0.0288,0.634,0.599,0.0,2,0.197,-5.447,1,0.0365,112.215,0.312
460,"Whatever People Say I Am, That's What I'm Not",2PXlvqTzGBNetlGct7L5e6,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,177946,5vefQfYc9Oxn8VHfgUCi1q,Fake Tales Of San Francisco,3,0.00998,0.454,0.778,0.0,9,0.0427,-4.225,1,0.0449,127.158,0.704
461,"Whatever People Say I Am, That's What I'm Not",2PXlvqTzGBNetlGct7L5e6,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,193426,7vhlwjoNX2gsC4YF1wnUmX,From The Ritz To The Rubble,3,0.00147,0.216,0.882,0.0,11,0.308,-5.176,0,0.0439,189.286,0.656
462,Together,5UamZmMd1ssQQIZM9EbDjz,Deon Custom,0IgqyBnmTWYYN4e8IjLb41,245591,2Jjb32TIIno8Tv1aPwBe3W,Together,32,0.00804,0.488,0.888,0.768,0,0.189,-7.522,0,0.0656,141.975,0.253
463,Anime Bae,3da2QtJjDdQ0K5aE2MG5B4,Sushi Killer,4dljuICglLYdFmk4dXtfUa,230199,6KCiwJ61w9rsDOg5t1RRsQ,Anime Bae,38,0.018,0.538,0.874,0.00102,4,0.0763,-4.294,1,0.0904,145.143,0.294
464,Build the Cities (feat. Kerli),093CdtDoy5FVjNMsglRRmi,Karma Fields,1tRsdSvjwp34PDvcmix6SJ,223947,4YtMhT2Ko6FRwQoWcswYss,Build the Cities (feat. Kerli),34,0.00347,0.615,0.738,0.00119,4,0.18,-5.389,0,0.0407,112.002,0.0585
465,Roses,0hCFj8MuBj1jSMSOoM5U3n,Deon Custom,0IgqyBnmTWYYN4e8IjLb41,220987,0oWO6fBIJYr9YSGtZ0pS4v,Roses,40,0.00341,0.427,0.903,0.744,11,0.112,-4.935,0,0.0378,138.545,0.166
466,"Whatever People Say I Am, That's What I'm Not",2PXlvqTzGBNetlGct7L5e6,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,173680,0S7zL7ae0KpOSPKeFQpHo8,I Bet You Look Good On The Dancefloor,12,0.00225,0.535,0.948,0.0,6,0.376,-4.19,0,0.0356,103.183,0.778
467,Franz Ferdinand,03akiuheNt5mJqltALnalP,Franz Ferdinand,0XNa1vTidXlvJ2gHSsRi4A,237026,0ancVQ9wEcHVd0RrGICTE4,Take Me Out,19,0.000389,0.279,0.664,0.000655,9,0.133,-8.851,1,0.0371,104.56,0.49
468,Favourite Worst Nightmare,4jKGRliQXa5VwxKOsiCbfL,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,165146,7jM1MQD1KTuqiSOknT1p0O,Teddy Picker,2,0.00036,0.632,0.979,0.000151,9,0.0971,-3.277,1,0.0965,150.23,0.814
469,Favourite Worst Nightmare,4jKGRliQXa5VwxKOsiCbfL,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,172253,0o3v9K11uvV9YQHfiuerB6,Brianstorm,3,8.22e-05,0.428,0.982,0.00191,1,0.158,-4.11,1,0.223,165.098,0.478
470,Demon Days,0bUTHlWbkSQysoM3VsWldT,Gorillaz,3AA28KZvwAUcZuOKwyblJQ,222640,0d28khcov6AiegSCpG5TuT,Feel Good Inc,79,0.00836,0.818,0.705,0.00233,6,0.613,-6.679,1,0.177,138.559,0.772
471,In Between Dreams,2B9q4KPjOEYu885Keo9dfX,Jack Johnson,3GBPw9NK25X1Wt2OUvOwY3,183720,1dnXuEuApvuVqQCn0v9McL,"Sitting, Waiting, Wishing",66,0.227,0.766,0.547,1.5e-05,0,0.104,-7.25,1,0.0264,105.01,0.556
472,West Ryder Pauper Lunatic Asylum,2DHGeuRTttjurZDb0pSjx6,Kasabian,11wRdbnoYqRddKBrpHt4Ue,277466,3PbsDnKdrZY0ttX7VE9s5R,Underdog,61,0.0604,0.526,0.894,1.33e-06,5,0.582,-5.407,0,0.0543,101.017,0.653
473,West Ryder Pauper Lunatic Asylum,2DHGeuRTttjurZDb0pSjx6,Kasabian,11wRdbnoYqRddKBrpHt4Ue,315013,31Nc0X5M29QssTnYAcOGbH,West Ryder Silver Bullet,36,0.457,0.574,0.497,0.00214,11,0.3,-9.531,0,0.0392,106.016,0.396
474,West Ryder Pauper Lunatic Asylum,2DHGeuRTttjurZDb0pSjx6,Kasabian,11wRdbnoYqRddKBrpHt4Ue,252279,0Ln5tJyLX5qusquBOtq7wf,Fire,64,0.0874,0.525,0.741,0.147,10,0.117,-5.643,1,0.0311,117.031,0.179
475,Kasabian,0VyDvw4MT9XDoSzE24yBCc,Kasabian,11wRdbnoYqRddKBrpHt4Ue,214373,6C0xucNj75wRdlejwWIEW1,Club Foot,61,0.0257,0.237,0.919,2.31e-05,0,0.0914,-6.893,1,0.0814,101.758,0.123
476,Kasabian/Empire,4RVNd8UwGiAqzfPjbgv0O3,Kasabian,11wRdbnoYqRddKBrpHt4Ue,196853,0w21XZhGlmIexgtDpmtnzT,L.S.F.,38,0.00754,0.617,0.754,0.000173,9,0.256,-7.395,1,0.0363,105.281,0.397
477,Kasabian/Empire,4RVNd8UwGiAqzfPjbgv0O3,Kasabian,11wRdbnoYqRddKBrpHt4Ue,187773,1mELhA2LJi8xSUhwYfsFcF,Processed Beats,31,0.00131,0.653,0.733,0.0143,1,0.177,-8.882,0,0.0245,106.756,0.623
478,Kasabian/Empire,4RVNd8UwGiAqzfPjbgv0O3,Kasabian,11wRdbnoYqRddKBrpHt4Ue,277360,5JQQQglMJqK8M1DQgB6zkR,Cutt Off,20,0.0696,0.414,0.648,0.0339,0,0.0476,-7.894,0,0.0346,89.909,0.271
479,Kasabian/Empire,4RVNd8UwGiAqzfPjbgv0O3,Kasabian,11wRdbnoYqRddKBrpHt4Ue,232986,7yZTClVYHmNXTFXY55hh7z,Empire,29,0.0028,0.492,0.908,9.67e-05,4,0.31,-4.899,0,0.113,120.053,0.276
480,Kasabian/Empire,4RVNd8UwGiAqzfPjbgv0O3,Kasabian,11wRdbnoYqRddKBrpHt4Ue,148733,1XpKGPSbWsXKxFuqcI5a50,Me Plus One,17,0.142,0.522,0.907,0.195,9,0.12,-3.797,1,0.0715,134.859,0.72
481,West Ryder Pauper Lunatic Asylum,2DHGeuRTttjurZDb0pSjx6,Kasabian,11wRdbnoYqRddKBrpHt4Ue,258200,2mqB7fvAVhz2aFB0c5ra2S,Where Did All the Love Go?,52,0.0088,0.656,0.832,0.0137,1,0.328,-5.13,1,0.0304,134.008,0.709
