album,album_id,artist,artist_id,duration_ms,id,name,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
O Grave Bater,45flnIWcOtLPij1pv65BTm,MC Kevinho,1mXAhKnZEdF6rotyyd4GBi,181894,1bUazU9SSOh02AdlOPeTvm,O Grave Bater,62,0.468,0.91,0.741,7.63e-05,11,0.055,-2.294,0,0.0565,95.008,0.793
Olha a Explosão,4QKoUnOfhE67ZxyCPVSnrY,MC Kevinho,1mXAhKnZEdF6rotyyd4GBi,161593,6m2LNopVJKsvBB9l7Z1rwn,Olha a Explosão,70,0.104,0.766,0.62,0.0,6,0.0796,-2.887,1,0.127,89.988,0.367
Tumbalatum,2sAfk4KJnLceI6vmnw8uKS,MC Kevinho,1mXAhKnZEdF6rotyyd4GBi,123001,4aAq1afusFG6jRiOSHQZvN,Tumbalatum,57,0.576,0.94,0.76,8.31e-06,1,0.0593,-1.632,1,0.318,129.948,0.878
West Ryder Pauper Lunatic Asylum,2DHGeuRTttjurZDb0pSjx6,Kasabian,11wRdbnoYqRddKBrpHt4Ue,315013,31Nc0X5M29QssTnYAcOGbH,West Ryder Silver Bullet,38,0.457,0.574,0.497,0.00214,11,0.3,-9.531,0,0.0392,106.016,0.396
West Ryder Pauper Lunatic Asylum,2DHGeuRTttjurZDb0pSjx6,Kasabian,11wRdbnoYqRddKBrpHt4Ue,277466,3PbsDnKdrZY0ttX7VE9s5R,Underdog,64,0.0604,0.526,0.894,1.33e-06,5,0.582,-5.407,0,0.0543,101.017,0.653
West Ryder Pauper Lunatic Asylum,2DHGeuRTttjurZDb0pSjx6,Kasabian,11wRdbnoYqRddKBrpHt4Ue,252279,0Ln5tJyLX5qusquBOtq7wf,Fire,66,0.0874,0.525,0.741,0.147,10,0.117,-5.643,1,0.0311,117.031,0.179
Kasabian,0VyDvw4MT9XDoSzE24yBCc,Kasabian,11wRdbnoYqRddKBrpHt4Ue,214373,6C0xucNj75wRdlejwWIEW1,Club Foot,64,0.0257,0.237,0.919,2.31e-05,0,0.0914,-6.893,1,0.0814,101.758,0.123
Kasabian/Empire,4RVNd8UwGiAqzfPjbgv0O3,Kasabian,11wRdbnoYqRddKBrpHt4Ue,196853,0w21XZhGlmIexgtDpmtnzT,L.S.F.,42,0.00754,0.617,0.754,0.000173,9,0.256,-7.395,1,0.0363,105.281,0.397
Kasabian/Empire,4RVNd8UwGiAqzfPjbgv0O3,Kasabian,11wRdbnoYqRddKBrpHt4Ue,187773,1mELhA2LJi8xSUhwYfsFcF,Processed Beats,32,0.00131,0.653,0.733,0.0143,1,0.177,-8.882,0,0.0245,106.756,0.623
Kasabian/Empire,4RVNd8UwGiAqzfPjbgv0O3,Kasabian,11wRdbnoYqRddKBrpHt4Ue,277360,5JQQQglMJqK8M1DQgB6zkR,Cutt Off,21,0.0696,0.414,0.648,0.0339,0,0.0476,-7.894,0,0.0346,89.909,0.271
Kasabian/Empire,4RVNd8UwGiAqzfPjbgv0O3,Kasabian,11wRdbnoYqRddKBrpHt4Ue,232986,7yZTClVYHmNXTFXY55hh7z,Empire,32,0.0028,0.492,0.908,9.67e-05,4,0.31,-4.899,0,0.113,120.053,0.276
Kasabian/Empire,4RVNd8UwGiAqzfPjbgv0O3,Kasabian,11wRdbnoYqRddKBrpHt4Ue,148733,1XpKGPSbWsXKxFuqcI5a50,Me Plus One,17,0.142,0.522,0.907,0.195,9,0.12,-3.797,1,0.0715,134.859,0.72
West Ryder Pauper Lunatic Asylum,2DHGeuRTttjurZDb0pSjx6,Kasabian,11wRdbnoYqRddKBrpHt4Ue,258200,2mqB7fvAVhz2aFB0c5ra2S,Where Did All the Love Go?,55,0.0088,0.656,0.832,0.0137,1,0.328,-5.13,1,0.0304,134.008,0.709
AM,41vPD50kQ7JeamkxQW7Vuy,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,272386,2UzMpPKPhbcC8RbsmuURAZ,Do I Wanna Know?,11,0.174,0.55,0.532,0.000347,5,0.218,-7.591,1,0.032,85.032,0.41
AM,41vPD50kQ7JeamkxQW7Vuy,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,201733,7Jzsc04YpkRwB1zeyM39wE,R U Mine?,5,0.00708,0.509,0.763,0.0,11,0.224,-5.724,0,0.0302,97.076,0.635
AM,41vPD50kQ7JeamkxQW7Vuy,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,206040,7Hk6vSplBGJ6zK9GcGgeIa,One for the Road,1,0.24,0.414,0.664,0.0656,0,0.288,-6.87,1,0.0379,183.67,0.863
AM,41vPD50kQ7JeamkxQW7Vuy,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,184346,1bOxsHWMVCf3vAfFMZJvGi,I Want It All,0,0.000824,0.507,0.847,0.0601,5,0.067,-5.591,1,0.0339,131.017,0.384
AM,41vPD50kQ7JeamkxQW7Vuy,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,257573,0pKrMTlDlW54abYkdBsgxj,Knee Socks,1,0.137,0.669,0.54,0.00374,11,0.339,-8.322,0,0.0339,97.993,0.549
AM,41vPD50kQ7JeamkxQW7Vuy,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,184026,0ryEyJ994SqdJwGJXyS1SF,I Wanna Be Yours,2,0.124,0.483,0.42,0.0163,0,0.107,-9.403,0,0.0272,135.175,0.435
AM,41vPD50kQ7JeamkxQW7Vuy,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,192880,63otWg6eWBt3ldXFtDJiXN,Snap Out of It,2,0.194,0.721,0.627,0.0,5,0.112,-6.471,0,0.0332,130.012,0.901
AM,41vPD50kQ7JeamkxQW7Vuy,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,161133,4kTd0TND65MUY4BlcmJ2cM,Why'd You Only Call Me When You're High?,3,0.0423,0.698,0.627,7.16e-06,2,0.0834,-6.481,1,0.036,91.989,0.796
Favourite Worst Nightmare,4jKGRliQXa5VwxKOsiCbfL,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,193226,3ViMAvyCcmbRauKuoP2GJm,Old Yellow Bricks,2,0.000147,0.66,0.837,6.62e-06,0,0.0788,-4.315,1,0.0682,135.158,0.757
"Whatever People Say I Am, That's What I'm Not",2PXlvqTzGBNetlGct7L5e6,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,173680,0S7zL7ae0KpOSPKeFQpHo8,I Bet You Look Good On The Dancefloor,11,0.00225,0.535,0.948,0.0,6,0.376,-4.19,0,0.0356,103.183,0.778
"Whatever People Say I Am, That's What I'm Not",2PXlvqTzGBNetlGct7L5e6,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,193426,7vhlwjoNX2gsC4YF1wnUmX,From The Ritz To The Rubble,1,0.00147,0.216,0.882,0.0,11,0.308,-5.176,0,0.0439,189.286,0.656
"Whatever People Say I Am, That's What I'm Not",2PXlvqTzGBNetlGct7L5e6,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,268626,3gYr4NDoTEOUsHzxfttYPK,Perhaps Vampires Is A Bit Strong But…,0,0.000293,0.371,0.914,8.75e-05,11,0.0852,-4.917,0,0.081,134.982,0.394
"Whatever People Say I Am, That's What I'm Not",2PXlvqTzGBNetlGct7L5e6,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,177946,5vefQfYc9Oxn8VHfgUCi1q,Fake Tales Of San Francisco,2,0.00998,0.454,0.778,0.0,9,0.0427,-4.225,1,0.0449,127.158,0.704
"Whatever People Say I Am, That's What I'm Not",2PXlvqTzGBNetlGct7L5e6,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,175440,7iqTu4OPL3KYs4FMdtLZsy,Mardy Bum,5,0.0288,0.634,0.599,0.0,2,0.197,-5.447,1,0.0365,112.215,0.312
Suck It and See,7wq5vhqramVPzjArlmr70k,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,225986,4tBgcKC4ulR8KKQDzh8ViW,Suck It and See,0,0.00105,0.339,0.932,0.114,4,0.255,-5.017,1,0.057,128.291,0.586
"Whatever People Say I Am, That's What I'm Not",2PXlvqTzGBNetlGct7L5e6,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,134933,6sX68MHBh0nqvHCr1uDTC1,Riot Van,1,0.358,0.593,0.333,0.0,9,0.245,-14.342,1,0.046,103.537,0.258
Favourite Worst Nightmare,7tIEC7CUNg4Pglz7rCqJ93,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,253223,1FJ7sEf02HAmfVTEfQvmOV,505,0,0.00236,0.528,0.869,5.35e-05,0,0.0885,-5.803,1,0.0578,140.249,0.227
Favourite Worst Nightmare,4jKGRliQXa5VwxKOsiCbfL,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,209253,2bZ7OXzULD6d6qr137kR83,Do Me a Favour,1,0.00013,0.469,0.738,0.0577,11,0.078,-6.638,0,0.0619,180.15,0.624
xx,2nXJkqkS1tIKIyhBcFMmwz,The xx,3iOvXCl6edW5Um0fXEBRXy,201946,6rxEjkoar48SssZePbtb2x,Crystalised,67,0.818,0.765,0.486,0.374,11,0.084,-12.379,0,0.0309,122.908,0.422
xx,2nXJkqkS1tIKIyhBcFMmwz,The xx,3iOvXCl6edW5Um0fXEBRXy,160720,2SMn57cBVxoD4TArscpovk,Islands,63,0.749,0.863,0.474,0.183,4,0.147,-11.103,1,0.0712,124.038,0.668
Coexist,2cRMVS71c49Pf5SnIlJX3U,The xx,3iOvXCl6edW5Um0fXEBRXy,218586,7DImv0qWPEiAYUPJ0yKuDd,Sunset,57,0.557,0.835,0.182,0.456,2,0.113,-15.876,1,0.0762,119.98,0.369
Elephant,0rRNLpdA8nA8Sm8Fk490b9,The White Stripes,4F84IBURUo98rz4r61KF70,231920,3m6KkYKdnbffMpGd9Pm9FP,Seven Nation Army,25,0.00666,0.745,0.466,0.35,4,0.272,-7.62,0,0.0864,123.889,0.303
Is This It,2yNaksHgeMQM9Quse463b5,The Strokes,0epOFNiUfyON9EYx7Tpr6V,193506,7kzKAuUzOITUauHAhoMoxA,Last Nite,73,0.0285,0.624,0.91,0.000198,0,0.0789,-5.703,1,0.0297,104.042,0.767
Room On Fire,3HFbH1loOUbqCyPsLuHLLh,The Strokes,0epOFNiUfyON9EYx7Tpr6V,219753,57Xjny5yNzAcsxnusKmAfA,Reptilia,73,0.000563,0.486,0.666,0.789,9,0.101,-5.084,1,0.033,157.992,0.741
Angles,6Jx4cGhWHewTcfKDJKguBQ,The Strokes,0epOFNiUfyON9EYx7Tpr6V,235546,6u0x5ad9ewHvs3z6u9Oe3c,Under Cover of Darkness,69,0.00419,0.357,0.775,0.285,11,0.0676,-3.364,1,0.054,199.853,0.589
Demon Days,0bUTHlWbkSQysoM3VsWldT,Gorillaz,3AA28KZvwAUcZuOKwyblJQ,222640,0d28khcov6AiegSCpG5TuT,Feel Good Inc.,81,0.00836,0.818,0.705,0.00233,6,0.613,-6.679,1,0.177,138.559,0.772
Franz Ferdinand,0mUEGMT2YlzCWGeWOJjBKD,Franz Ferdinand,0XNa1vTidXlvJ2gHSsRi4A,237026,6ooluO7DiEhI1zmK94nRCM,Take Me Out,75,0.000423,0.278,0.676,0.000899,9,0.136,-8.821,1,0.0371,104.545,0.494
Built on Glass,2ytxqdwQ0Hn9JeQmcIWHuh,Nick Murphy / Chet Faker,2Q0MyH5YMI5HPQjFjlq5g3,285255,1g7zNtcGrWt8gcBRwDQEkf,Gold,63,0.397,0.502,0.507,0.000744,1,0.151,-9.296,1,0.0707,139.931,0.21
Junk Of The Heart,1VGaygrbOjkte4Ca81nEeQ,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,210453,2npeMAnR3c6kqVSBYD5N3d,Is It Me,37,0.0181,0.307,0.876,2.65e-05,11,0.111,-6.336,1,0.0813,157.611,0.496
Inside In / Inside Out,03JPFQvZRnHHysSZrSFmKY,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,158346,3aABdPd96JkyvI9ZmHPLIZ,See The World,46,0.000169,0.303,0.962,6.71e-06,7,0.388,-4.021,1,0.166,160.53,0.703
Inside In / Inside Out,03JPFQvZRnHHysSZrSFmKY,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,208973,2Uf9WTBWMA8S9Lh3k3Rui6,Ooh La,61,0.0263,0.545,0.873,9.1e-05,10,0.145,-5.193,0,0.0825,150.841,0.748
Inside In / Inside Out,03JPFQvZRnHHysSZrSFmKY,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,155146,3fRVgnVO9c973OIoWwN3V2,You Don't Love Me,49,0.0037,0.321,0.933,0.0,11,0.108,-4.033,0,0.0539,166.53,0.718
Inside In / Inside Out,03JPFQvZRnHHysSZrSFmKY,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,189567,12neqgXbe73JFQUhv9fgjO,Matchbox,49,0.00725,0.355,0.845,0.0,8,0.112,-5.11,0,0.0899,87.311,0.865
Inside In / Inside Out,03JPFQvZRnHHysSZrSFmKY,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,121213,0qTxFpgEYqZyqk7aNTyf1y,If Only,43,0.0235,0.181,0.912,0.0,2,0.321,-4.694,1,0.166,201.158,0.701
Neighborhoods (Deluxe Explicit Version),4k3DHfY2FpJIld23bTgtrN,blink-182,6FBDaR13swtiWwGhX1WQsP,206133,1oRXq9KvTvZQ0yXvO6OBXE,After Midnight,2,0.00758,0.539,0.871,6.97e-06,9,0.0188,-5.068,1,0.0466,167.992,0.894
Greatest Hits [International Version (Explicit)],0SvLzQZVwLWoY7p7zUcvxs,blink-182,6FBDaR13swtiWwGhX1WQsP,226905,6rFKHZniKTOhcYnw5T55Bw,I Miss You,3,0.00123,0.657,0.781,5.56e-06,11,0.0841,-6.618,1,0.0341,110.02,0.673
Innocence & Decadence,58fHuT6aGtC3XquAaCsSC6,Graveyard,0hU5urLse5h1Z0b4zQkovL,277706,0GJdDVbwodtydRbl4SguVJ,Too Much Is Not Enough,0,0.329,0.402,0.592,2.78e-06,11,0.105,-8.052,0,0.0406,114.403,0.418
Innocence & Decadence,58fHuT6aGtC3XquAaCsSC6,Graveyard,0hU5urLse5h1Z0b4zQkovL,182346,57hu4EO0fityOIXdQyt4BN,Magnetic Shunk,0,0.0101,0.355,0.91,4.95e-05,5,0.104,-5.833,1,0.0561,147.779,0.778
Inside In / Inside Out,4MhInH4XT7ReDV5fCZjaSz,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,203506,2RUhtNBh43RtSg0WBPPq3m,Naive,63,0.0688,0.547,0.816,0.0,8,0.127,-6.165,0,0.0624,102.765,0.722
O Pensamento É um Imã,7iwccef4QzL2W8ZJmtZW7n,Vivendo do Ócio,3oZozYd18SKf2a7Dg9Cd2V,234997,3skv0Lg9u0Tqkoqqnb7hR9,Nostalgia,47,0.00296,0.427,0.508,0.0,9,0.091,-6.527,0,0.0305,80.976,0.388
O Pensamento É um Imã,7iwccef4QzL2W8ZJmtZW7n,Vivendo do Ócio,3oZozYd18SKf2a7Dg9Cd2V,178355,0AzqSUuCrdarY2vMIVE9MQ,Silas,30,0.00105,0.405,0.927,0.0,7,0.341,-4.762,1,0.0836,152.971,0.409
Nem Sempre Tão Normal,6wJZJefHbMkopxKuLCFirf,Vivendo do Ócio,3oZozYd18SKf2a7Dg9Cd2V,171746,5SqiD82UJWdyXfpwOCtz8K,"Fora, Mônica",33,7.51e-05,0.38,0.706,0.0,11,0.178,-5.555,0,0.0286,133.217,0.738
O Pensamento É um Imã,7iwccef4QzL2W8ZJmtZW7n,Vivendo do Ócio,3oZozYd18SKf2a7Dg9Cd2V,193462,7zH2cCP5YgcxxXqJv8bR4W,Radioatividade,35,0.00593,0.236,0.833,0.0,3,0.295,-5.794,1,0.0464,160.449,0.526
O Pensamento É um Imã,7iwccef4QzL2W8ZJmtZW7n,Vivendo do Ócio,3oZozYd18SKf2a7Dg9Cd2V,103818,183dmxsVBTqXz6QYPM0P6b,Eu Gastei,18,0.14,0.299,0.973,0.000886,2,0.0966,-3.724,1,0.126,187.545,0.662
Nem Sempre Tão Normal,6wJZJefHbMkopxKuLCFirf,Vivendo do Ócio,3oZozYd18SKf2a7Dg9Cd2V,203826,6KrDeVGu3LZpZRDzebWXkY,Meu Precioso,30,5.65e-05,0.346,0.845,0.0,11,0.197,-4.578,0,0.0311,144.365,0.567
Nem Sempre Tão Normal,6wJZJefHbMkopxKuLCFirf,Vivendo do Ócio,3oZozYd18SKf2a7Dg9Cd2V,193093,5tRmY20HtEb4Vc56FuMsaX,Dilema,29,6.31e-05,0.615,0.706,1.65e-06,6,0.111,-4.751,1,0.0405,147.03,0.781
Nem Sempre Tão Normal,6wJZJefHbMkopxKuLCFirf,Vivendo do Ócio,3oZozYd18SKf2a7Dg9Cd2V,168626,4xT5yG107vSqVLKxq2NMk6,Lado Ruim Pt. Ii,19,0.000463,0.287,0.86,0.0,2,0.0998,-5.258,1,0.0481,171.837,0.522
A Arte do Insulto,2JOTr7R44QiDGLYFwrfFwt,Matanza,5OlITTCPCIxWOa3TEpemuF,180333,2UX8moWR8EvEr2DKitSpmu,Clube Dos Canalhas,51,7.01e-05,0.451,0.947,6.1e-05,4,0.25,-4.115,1,0.0725,156.18,0.815
Fundamental - Matanza,7n8VY0OjVAZuo4QlHCRkMM,Matanza,5OlITTCPCIxWOa3TEpemuF,169093,5DIZryXN98LQkCqlxpVXyU,Bom É Quando Faz Mal,40,0.0192,0.504,0.972,0.0,5,0.359,-2.368,1,0.0546,168.012,0.665
Vitória,4rNXhdCHC8NncBBfvPbOXY,Dead Fish,7Lvg39k5XgXevGR767ikYI,171426,3RDZTFpR9yUQK5i7388iDf,912 Passos,30,0.00125,0.336,0.996,0.0,5,0.372,-3.432,0,0.158,101.254,0.418
Selvagens à Procura de Lei,5SKgdaHdwVTQtCR6fjp5hh,Selvagens à Procura de Lei,093ybF4c81CndQe6qWtc8S,161626,4hZDBvGYod7LCKzyknm9nz,Brasileiro,0,0.1,0.406,0.924,1.51e-06,8,0.325,-5.351,1,0.181,103.764,0.792
A Arte De Charlie Brown Jr.,2Ov5ciTOEZcvCNZQKtiye4,Charlie Brown Jr.,1on7ZQ2pvgeQF4vmIA09x5,140893,0GJ8Bg1URiReZKHm3JcyiL,O Côro Vai Comê,38,0.0594,0.718,0.864,3.94e-05,0,0.354,-3.136,0,0.0379,147.592,0.972
De 1997 A 2007,6TU7bDQ5q465gcVt84NPeb,Charlie Brown Jr.,1on7ZQ2pvgeQF4vmIA09x5,272326,48WQyt5YKRWBS1RKt9ISCI,Be Myself,35,0.0799,0.608,0.95,0.0,10,0.153,-5.906,0,0.0658,103.192,0.556
A Arte De Charlie Brown Jr.,2Ov5ciTOEZcvCNZQKtiye4,Charlie Brown Jr.,1on7ZQ2pvgeQF4vmIA09x5,234333,1FOFkjtIg0ekiCiNA3HPoW,Não Viva Em Vão,37,0.00313,0.567,0.943,0.00112,1,0.148,-5.488,1,0.0482,101.618,0.598
100% Charlie Brown Jr - Abalando A Sua Fábrica,0Dcy3ThOh8LS1qhXUbZWH7,Charlie Brown Jr.,1on7ZQ2pvgeQF4vmIA09x5,273040,3QI5bIozef0HZ1kJnA2RdT,Como Tudo Deve Ser,56,0.352,0.523,0.489,0.24,1,0.108,-10.043,0,0.0301,77.37,0.325
Imunidade Musical,1l8K5fgYz4J0ZZyjMVd6Q1,Charlie Brown Jr.,1on7ZQ2pvgeQF4vmIA09x5,188200,70dJEanFPdYuWZumkrnKeX,Ela Vai Voltar (Todos Os Defeitos De Uma Mulher Perfeita),67,0.424,0.676,0.657,0.000147,6,0.13,-7.28,1,0.0272,105.002,0.879
Imunidade Musical,1l8K5fgYz4J0ZZyjMVd6Q1,Charlie Brown Jr.,1on7ZQ2pvgeQF4vmIA09x5,176960,2m2QV4YsDoVNQ9Y6THdSg4,Aquela Paz,46,0.769,0.586,0.487,0.0001,11,0.181,-9.29,1,0.0341,123.897,0.693
Imunidade Musical,1l8K5fgYz4J0ZZyjMVd6Q1,Charlie Brown Jr.,1on7ZQ2pvgeQF4vmIA09x5,145466,006pMMCuRo2TFjh8sNGSov,"Dias De Luta, Dias De Gloria",67,0.888,0.346,0.433,0.0,3,0.101,-10.602,0,0.065,77.963,0.768
Imunidade Musical,1l8K5fgYz4J0ZZyjMVd6Q1,Charlie Brown Jr.,1on7ZQ2pvgeQF4vmIA09x5,202826,6C6315RjrDrqj1oqaJVGY8,Senhor Do Tempo,58,0.762,0.771,0.631,0.00454,6,0.108,-7.276,1,0.0382,97.054,0.644
Detonautas (Nova Versão),2Xa25OvfD52APxPX8QP9mJ,Detonautas Roque Clube,5AlUDdksfPP7l4Qm22MJA9,209173,6Sk1mETx99njkPH3MIRTn3,Quando o sol se for,62,0.000217,0.431,0.848,3.11e-05,11,0.0934,-5.522,0,0.0457,163.139,0.806
Animal Nacional Ao Vivo,5S0UT9cRH3utJChPZu15OQ,Vespas Mandarinas,39wvetWmzobDSXSkCHPEcv,191757,7ioUnvcguBJghLH6EMz4FG,O Vício e o Verso - Ao Vivo,17,0.0101,0.324,0.835,0.00696,1,0.928,-6.756,1,0.0463,164.831,0.723
20+ Rock,5QGt69piwYmNQaTHizRvow,Capital Inicial,4Z0yuwHVJBROVZqFpTIr0d,209760,3TfepFQzCxXusZ0wcFydpd,Depois da Meia Noite,3,0.00801,0.467,0.815,2.34e-05,4,0.338,-5.113,0,0.0361,134.978,0.467
III,3XZMipSwL561QdT16xAkI4,Maglore,24me6m3bV7l2rnUwaXV0Tj,214771,6RyWmYt2GU3syQCDu1nczh,Dança Diferente,43,0.017,0.602,0.804,0.000898,8,0.1,-3.989,1,0.0355,124.998,0.666
Apanhador Só,627iqId0ZyfH4irrJZEFXq,Apanhador Só,3DtHAw4MrjXhVFotN5n8fZ,224880,6iMZdXJgaGHB4Z2t2bNJ0l,Um Rei e o Zé,36,0.0454,0.539,0.669,4.37e-05,6,0.0908,-6.553,1,0.0307,123.266,0.534
Canções de Apartamento,2YAe3j1yJypaKzL5xp5lcC,Cícero,6a5wUPC879Kyfw0aXxVatB,222653,2GikkUicu2OpS7RkZezE8p,Tempo de Pipa,0,0.846,0.63,0.495,0.0785,2,0.11,-9.14,1,0.0257,109.02,0.555
Canções de Apartamento,2YAe3j1yJypaKzL5xp5lcC,Cícero,6a5wUPC879Kyfw0aXxVatB,255453,39ekic3R4jIELhCjHJ7R3g,Açúcar Ou Adoçante,0,0.809,0.625,0.315,0.00594,11,0.0939,-10.476,0,0.0335,100.029,0.275
Amianto,1M54W6vxFuAxYNrlO7Ocwd,Supercombo,73HkjgziMO6I83vFOS8mo1,196690,35689kbAwieHK4YNmwEisS,Piloto Automático,59,0.263,0.617,0.697,0.0,6,0.097,-4.932,1,0.0352,131.981,0.519
Amianto,1M54W6vxFuAxYNrlO7Ocwd,Supercombo,73HkjgziMO6I83vFOS8mo1,251341,5oAqAKoKpKrF5YTNXVxdum,Sol da Manhã,48,0.0562,0.417,0.873,1.13e-06,10,0.0609,-4.641,1,0.044,134.878,0.349
Acústico (Ao Vivo),7mgNhvsT5RpvIoq8q2DHFI,Cássia Eller,10naVTwNjE50daQVrN0bXh,246492,6HhXiy5XZ81Pyv3yCZMtj1,Relicário - Ao Vivo,67,0.53,0.3,0.7,0.0,2,0.186,-6.567,1,0.036,165.642,0.398
Nando Reis - Voz e Violão - No Recreio - Vol. 1 (Ao Vivo) [Álbum Comentado],4VmnZTSzzKqSZ9yN5eknqF,Nando Reis,7n1XMwvxPf10t4OX6h6Ufy,304520,3bh1DBnd4yFX71qd1nQVfo,Os Cegos do Castelo - Ao Vivo,35,0.881,0.476,0.406,8.94e-05,0,0.913,-9.757,1,0.0362,145.839,0.181
"Nando Reis - Voz e Violão - No Recreio, Vol. 1 (Ao Vivo)",5w3LIWPOW8U9QNkBBF3ViX,Nando Reis,7n1XMwvxPf10t4OX6h6Ufy,289160,3z2PwC8HC26vbOpsBS5Nrr,Por Onde Andei - Ao Vivo,40,0.86,0.401,0.33,3.31e-06,0,0.743,-9.681,1,0.0304,138.711,0.332
Muito Mais Que o Amor,0u5RVsTlYBmOOHOXzAjuJZ,Vanguart,0rexWKb4rBwWS07SoHqsX0,200200,71iogkuXi7nAfFbqMGDTri,Meu Sol,53,0.00288,0.365,0.686,0.0,0,0.0926,-6.127,1,0.0272,184.083,0.331
Boa Parte de Mim Vai Embora,1dlCAZ0ZLNu3hRuVM9XgW0,Vanguart,0rexWKb4rBwWS07SoHqsX0,246026,6RRci0rkrotugqtF9GOins,Nessa Cidade,38,0.42,0.269,0.47,0.000434,2,0.114,-6.745,0,0.0281,150.341,0.184
O Terno,5ZBujOsUQ6LDSxsDruhcdH,O Terno,2TuVzZPwEPqpstqmA0qLl6,217573,3eMkpAa2ntFVStoZ91XoD9,"Ai, Ai, Como Eu Me Iludo",48,0.353,0.36,0.55,5.37e-06,8,0.191,-7.01,1,0.0783,154.257,0.341
66,1qwyZKIV9ocQg94WjbV4RW,O Terno,2TuVzZPwEPqpstqmA0qLl6,151173,2Wo9g52HBAuThdJaUEYKdY,66,33,0.255,0.535,0.668,8.89e-06,9,0.0514,-6.017,1,0.433,142.983,0.541
Tic Tac - Harmonium,6jlQSeilp9eZnGtBs8M01m,O Terno,2TuVzZPwEPqpstqmA0qLl6,260528,13W0k7mAHSlNgYLygFPvbd,Tic Tac,21,0.0166,0.456,0.79,0.109,0,0.106,-4.858,1,0.0703,123.775,0.769
Black Sands,5m1RkwKeU7MV0Ni6PH2lPy,Bonobo,0cmWgDlu9CwTgxPhf403hb,230306,7sqii6BhIDpJChYpU3WjwS,Kiara,55,0.195,0.595,0.788,0.202,3,0.153,-10.128,0,0.363,97.012,0.414
Black Sands,5m1RkwKeU7MV0Ni6PH2lPy,Bonobo,0cmWgDlu9CwTgxPhf403hb,237826,7Cg3F9ZsZ2TYUnlza49NYh,Kong,58,0.173,0.542,0.749,0.942,6,0.315,-8.333,0,0.0277,94.031,0.674
The North Borders,7sN6lCgPf1rbZYmA3edMKv,Bonobo,0cmWgDlu9CwTgxPhf403hb,278293,2Yz2Z1ENB85nYrK3Rg2qxO,First Fires,51,0.385,0.606,0.408,0.29,8,0.437,-10.539,1,0.0362,110.01,0.211
The North Borders,7sN6lCgPf1rbZYmA3edMKv,Bonobo,0cmWgDlu9CwTgxPhf403hb,216664,7iE9oBkH73M1K74gyjjx7c,Towers,41,0.29,0.734,0.553,0.775,9,0.118,-10.079,0,0.0594,135.037,0.336
Flashlight EP,1Gb1MCvhe6uBJrO1Vb8FlR,Bonobo,0cmWgDlu9CwTgxPhf403hb,330089,0CPEvRFKdvpK0veEeY56T6,Flashlight,50,0.0707,0.679,0.95,0.948,0,0.114,-6.76,1,0.0614,119.905,0.0495
Black Sands,5m1RkwKeU7MV0Ni6PH2lPy,Bonobo,0cmWgDlu9CwTgxPhf403hb,408960,6uoM7KHsyJsHZqBQHKjQbc,Black Sands,56,0.732,0.525,0.499,0.936,0,0.0966,-9.023,0,0.0246,87.989,0.338
Awake,7HWdGPosPkb9GY5MOgLgSW,Tycho,5oOhM2DFWab8XhSdQiITry,277559,4yX50PMifhGzVEo1wv3guc,L,50,0.0309,0.549,0.663,0.888,5,0.0938,-7.555,0,0.0464,114.494,0.245
Dive,3I3PmRvn5iFY8i6zzvEcci,Tycho,5oOhM2DFWab8XhSdQiITry,316919,6koWevx9MqN6efQ6qreIbm,A Walk,59,0.329,0.659,0.716,0.909,9,0.127,-7.816,1,0.0317,139.952,0.382
