,acousticness,danceability,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
1773,0.0133,0.52,0.878,18ULKfQl3KpCnklAKFfO2t,0.0,6,0.0433,-1.768,0,0.0616,168.033,0.783
1774,0.715,0.414,0.483,50c2BXvhlhUl2cl5LVADtq,0.0,8,0.108,-5.84,0,0.0304,80.801,0.421
1775,0.619,0.415,0.405,2j6QH8Q3q3TFYHpOQvExiE,0.0,1,0.0969,-6.266,1,0.0296,159.779,0.372
1776,0.889,0.677,0.327,6RTDyHa1vdrRLUNvFOH4Ry,2.26e-06,0,0.0977,-9.445,1,0.0513,91.211,0.567
1777,0.701,0.509,0.591,35dSYPOnoGvis2ZOUe4xDv,0.0,6,0.111,-5.754,1,0.0332,151.991,0.651
1778,0.651,0.333,0.454,5vPQOKhAhgV7dAIUSdagE2,0.0,8,0.0878,-5.501,0,0.0408,78.549,0.224
1779,0.815,0.409,0.411,4OtIlddVzUj3p2q28uCvjl,0.0,11,0.119,-6.515,1,0.0262,94.186,0.278
1780,0.71,0.371,0.445,37GzFUHxA4IWlNnaXnsfdR,1.61e-06,10,0.0847,-7.593,0,0.0533,90.753,0.304
1781,0.63,0.52,0.556,1TsihOAlag5W9s8uBksba0,0.0,11,0.186,-6.16,0,0.0261,141.286,0.257
1782,0.423,0.393,0.45,5k1pZ19vT32fzCSeqRL26v,1.22e-06,6,0.12,-5.438,1,0.0246,96.482,0.193
1783,0.868,0.485,0.292,3PaeUkXlQSmYKlR30fbdzU,0.0,10,0.0898,-10.4,1,0.0456,75.116,0.396
1784,4.43e-05,0.203,0.956,7elL3ZKMoYmzt00GwxRke7,0.0199,6,0.0877,-2.311,0,0.104,175.996,0.264
1785,0.0256,0.56,0.823,3a1QSvzb3ypLc1QpXTs9mU,0.000433,0,0.0891,-3.228,1,0.0311,100.003,0.0733
1786,0.000273,0.488,0.978,0fS39bIa0jM3NfywM5cb4h,3.47e-05,8,0.0974,-4.24,1,0.047,136.01,0.776
1787,0.029,0.646,0.797,0Td1R5uCSCyfFa4troan2M,0.0,2,0.118,-5.273,1,0.0663,82.943,0.364
1788,0.428,0.224,0.969,44Bhe5iLqW9OmHwqs6PJlK,0.000178,4,0.944,-5.205,1,0.22,156.751,0.137
1789,0.138,0.722,0.64,0xjlsOAv6S9xcRB4vG72Sa,0.0,0,0.13,-5.999,1,0.169,150.03,0.128
1790,3.72e-06,0.416,0.995,3NgSzfOeMjtaKeFz2rxWov,0.00865,6,0.721,-5.172,1,0.0813,118.543,0.0806
1791,0.921,0.347,0.127,5uH7FUDrEoEk7ii23XIxQD,0.000117,6,0.0793,-14.761,0,0.053,164.922,0.354
1792,0.000667,0.575,0.802,680UeXYWeNqiIg0ar03GHn,0.000212,10,0.0722,-6.542,0,0.0467,100.98,0.359
1793,2.66e-05,0.341,0.995,3v02ywK5wFw5q3Rcgst0NO,0.00259,6,0.0744,-5.67,1,0.0818,195.975,0.683
1794,0.242,0.805,0.655,4MbgeCaVztN9YVBqc9sUkB,2.53e-05,11,0.339,-4.759,1,0.204,148.062,0.308
1795,0.0025,0.49,0.906,0YzEGMB6ikdNeU2KDSg5vq,0.000606,5,0.313,-6.169,0,0.0352,129.99,0.382
1796,0.214,0.599,0.869,6zGTjEZ2zpLbl5Ij7vzTsi,0.129,7,0.108,-4.874,1,0.0277,90.088,0.637
1797,0.00727,0.389,0.938,6z3Xa6WpFaIybh8wUKtClT,0.0,1,0.324,-4.133,0,0.0839,164.036,0.378
1798,0.000106,0.388,0.983,72bK7DY4GHNM8wRG8vjHC5,1.33e-06,1,0.157,-4.073,1,0.168,159.922,0.345
1799,0.00202,0.525,0.957,6xCHPen14yg3lJrg7mWf10,3.25e-06,0,0.333,-3.742,1,0.0689,97.445,0.456
1800,0.00405,0.585,0.975,4ZRihyCTEGUxg9Kwa5tgPq,0.0,4,0.571,-3.891,1,0.0575,112.506,0.298
1801,0.000165,0.606,0.905,5cA5uzhbAQ3P8ZRnyeCnGV,0.00225,11,0.447,-4.291,1,0.0469,101.965,0.508
1802,0.547,0.786,0.659,3Chv6MmF98OP9KJpGaHvqW,0.00025,0,0.177,-4.554,1,0.0437,124.978,0.204
1803,0.0069,0.633,0.695,3mK2p9f6tKC8PtTzXLgWBa,0.0024,0,0.56,-5.7,1,0.115,139.071,0.472
1804,0.333,0.491,0.744,3aaYopQJJzCetKVXqNQ1zm,8.45e-06,8,0.258,-5.923,1,0.157,194.029,0.334
1805,0.561,0.617,0.49,2SeJ9YrUC24fQKOlOUZVTG,9.28e-06,7,0.316,-7.326,1,0.0283,106.071,0.267
1806,0.00339,0.459,0.771,62eZun5ws6gTXfBnPNTAtu,0.419,2,0.0917,-7.471,1,0.0691,82.468,0.427
1807,0.00644,0.453,0.832,1DYfsfZmtimFTVILDd721T,0.000441,9,0.129,-6.165,0,0.0345,126.308,0.405
1808,0.491,0.574,0.479,4L9geJeFBFSHVh55xdRi1p,0.0,3,0.128,-6.314,1,0.031,120.077,0.25
1809,0.000383,0.601,0.922,4EkI2iujq3AiwgmyGuP2xn,1.32e-05,0,0.335,-3.678,1,0.0417,107.993,0.359
1810,0.00882,0.54,0.805,6sxmlZ3fCBC7dJs4J1wfNi,0.0,9,0.0413,-11.105,1,0.0393,89.949,0.886
1811,0.0331,0.676,0.628,03Q8nBxfqgLDluVj0w4UKM,7.31e-06,2,0.386,-6.137,1,0.329,77.926,0.691
1812,0.616,0.308,0.92,5k0SyLCnY54qkxy1biHEc1,0.000163,10,0.976,-10.057,0,0.293,142.528,0.155
1813,8.39e-05,0.509,0.953,1aRRa25O3YVRMJVmBr8ihn,3.82e-05,1,0.219,-3.859,1,0.0776,92.489,0.396
1814,0.914,0.379,0.328,16LmEVqSTGSQDAMz0ZCE1l,0.0,6,0.118,-8.045,1,0.0393,81.789,0.539
1815,0.527,0.549,0.629,1xd17oTRJ5sFIHySHLnad9,0.0,8,0.13,-7.002,1,0.0267,167.881,0.613
1816,0.00212,0.596,0.965,0qwMoAstkTXlWE8lQJBRzY,0.00666,11,0.129,-2.731,0,0.0769,150.007,0.268
1817,0.0234,0.304,0.828,7MmWsY7yzz9QGFwxevsWkl,1.09e-06,4,0.12,-5.794,1,0.113,159.985,0.153
1818,0.000711,0.527,0.821,4PtcErg05XNBbEVtqBPkmQ,0.0,4,0.0973,-3.63,1,0.0378,90.999,0.647
1819,0.00103,0.466,0.954,4dMkVSiMt14svAqUlwMVuQ,2.94e-06,7,0.111,-5.077,1,0.333,198.049,0.325
1820,0.000223,0.287,0.867,4BJ2sb4gIRZBq8O6qBHSjd,0.000287,4,0.993,-5.834,1,0.045,160.093,0.161
1821,0.000403,0.435,0.954,2fIooWiH2GdV8z8z4wR5Bt,0.0,7,0.425,-7.162,1,0.206,168.082,0.18
1822,0.000934,0.385,0.979,4214YwMZWxM0sWHDN1ajTo,0.0,3,0.282,-3.436,1,0.109,154.977,0.25
1823,0.000696,0.218,0.938,7zhxCSD26snbVQFg37AJKj,0.308,7,0.0562,-5.723,1,0.114,109.753,0.0897
1824,0.00121,0.332,0.972,5upWimzVi1fI9Jsk5w88uy,0.0,11,0.162,-5.143,1,0.267,75.082,0.0734
1825,0.241,0.542,0.583,2u8r9LNAmIVpfHjV6HNbqL,0.0,8,0.125,-7.657,1,0.0305,82.532,0.459
1826,3.15e-05,0.504,0.985,7wMigjnbQlNnhoG1sYfLhy,3.24e-05,8,0.162,-2.729,1,0.271,108.012,0.424
1827,9.8e-05,0.302,0.991,7fLfoIllvlc1t8dtp58LUM,2.18e-05,4,0.368,-2.635,1,0.159,159.056,0.382
1828,0.000108,0.528,0.976,4Q5uB9p1o0DfjdVtkODhvL,0.0,2,0.24,-2.188,1,0.0803,100.082,0.511
1829,0.00088,0.421,0.913,2SGvEdCmz7MnsdrSNTfqoR,0.000108,2,0.108,-5.702,0,0.114,184.011,0.135
1830,0.000542,0.466,0.941,2B542BIkFxdLeXTuVDTST1,0.00106,6,0.478,-4.194,0,0.0754,155.042,0.585
1831,0.00959,0.566,0.949,0UvVZwaKrd4JRXS03D59p0,1.1e-05,5,0.313,-2.285,1,0.0536,142.006,0.658
1832,0.0134,0.474,0.895,3rBO0a30kWk85iYAV8K5as,0.0,0,0.239,-3.84,1,0.0564,119.908,0.255
1833,0.0232,0.47,0.731,153bWE38AAzOWZFq976pw0,1.58e-05,5,0.0556,-6.151,0,0.14,159.016,0.383
1834,0.00818,0.527,0.941,5PyRffCCs2KPPL5LFDGEs5,2.37e-06,6,0.397,-3.376,1,0.0551,94.056,0.44
1835,4.5e-05,0.318,0.971,1RHLQUT3KLQ2guFVI6trbT,0.708,9,0.36,-5.363,1,0.151,130.059,0.232
1836,0.00169,0.687,0.795,4CCckn2WXMx5fnwxp3n9xT,0.0,11,0.282,-4.62,0,0.0585,116.02,0.623
1837,0.00238,0.671,0.695,4ccnsA6dXwvruZkutmvmim,0.0157,1,0.105,-5.454,0,0.0246,93.994,0.604
1838,0.00205,0.634,0.865,6fklAsH70uYhLoa1JzUhHw,1.25e-06,9,0.307,-4.363,0,0.0367,112.021,0.879
1839,2.77e-05,0.47,0.845,7uEzEAcV7WL9osYSXWXeF5,0.329,6,0.0678,-5.642,1,0.0286,160.018,0.371
1840,0.0929,0.686,0.806,1mFt0BxkER9grsvbdMMnPU,1.53e-06,2,0.0966,-5.074,1,0.119,109.981,0.248
1841,0.0119,0.781,0.768,5N5k9nd479b1xpDZ4usjrg,4.91e-06,11,0.325,-5.991,1,0.0394,123.07,0.486
1842,0.502,0.706,0.77,6oVwx6tai8Xag5tsJjQoOZ,0.0,3,0.156,-6.347,0,0.0326,119.936,0.749
1843,0.000112,0.377,0.971,5DyLyZEuJWMmJXdMzW5cli,0.00146,6,0.371,-3.316,1,0.134,140.025,0.326
1844,0.00469,0.469,0.973,1K9VzgD9Ic9Z3v625kWefd,0.0,7,0.32,-4.759,1,0.0528,95.011,0.768
1845,0.000157,0.349,0.843,1MicN5EelZWCtJsa1OyY8S,0.0,9,0.339,-4.389,1,0.0603,179.731,0.416
1846,0.00545,0.519,0.969,4JjDq7IwizGLNENKG0RyFw,0.0,7,0.103,-1.377,1,0.0437,101.943,0.561
1847,0.00013,0.525,0.991,0N6bqMpvjWonxM81f4oWBe,1.96e-06,6,0.354,-3.049,1,0.0925,145.03,0.45
1848,0.0283,0.395,0.965,2pZRpQkUWzMK8m7ugBLljP,0.000579,2,0.132,-1.584,1,0.0906,102.173,0.478
1849,0.0149,0.637,0.622,5D2qHZvUdSCgMuGllH0uuf,3.19e-06,9,0.154,-9.279,1,0.0271,103.008,0.567
1850,0.000768,0.585,0.973,7s6Hy9xdnncgFDOKTptNjy,0.309,7,0.117,-4.124,1,0.0793,112.491,0.828
1851,8.71e-06,0.445,0.92,34BZplPGP62rkyzCaoH7tK,4.68e-06,2,0.613,-7.585,1,0.0425,92.524,0.585
1852,0.0125,0.603,0.946,493cHdpmHslOnQG76aUytq,0.0,11,0.196,-6.66,0,0.0806,106.0,0.536
1853,0.377,0.483,0.492,1WBYK87GNWaG4rGuA32Gun,0.0,0,0.118,-8.849,1,0.0336,149.996,0.493
1854,0.000803,0.365,0.867,3o2MTQwZLYveHzDaNgE9to,4.85e-06,9,0.0755,-5.683,0,0.0716,183.912,0.257
1855,0.0563,0.749,0.723,2nqwxzn7svkN30dVGbXdWf,0.022,1,0.0977,-6.609,1,0.0432,108.999,0.674
1856,0.00582,0.289,0.841,0NBAXi7pWtoiLo7oomWBKw,0.00771,8,0.267,-4.33,1,0.146,183.17,0.399
1857,0.000178,0.462,0.936,3hY9sZmOZq4Zn6ZoDRBHwy,9.94e-06,9,0.116,-4.015,1,0.0764,159.947,0.565
1858,0.00291,0.549,0.713,0mhHHf2dn1mVXACRpmN6Zb,0.0016,6,0.0406,-5.798,0,0.041,167.961,0.519
1859,0.000555,0.501,0.887,4WbB8k3uV9RZ6SlZANJdUI,5.79e-05,7,0.176,-2.604,0,0.0351,126.999,0.421
1860,0.00454,0.672,0.857,7j8ZlEKe1gn8RihWZQlI6q,0.0002,1,0.0934,-5.502,1,0.0441,159.976,0.951
1861,0.0235,0.539,0.831,2wcXIKJEOdYK0VL661T9vo,0.0,1,0.0971,-5.687,0,0.0441,146.042,0.172
1862,0.827,0.737,0.297,2kaZ4JOxj4WKnPXwGuDUtA,0.0,0,0.0984,-7.177,1,0.0333,107.105,0.388
1863,0.00011,0.539,0.909,16muBPcWmkHSl1uM4tE8WL,0.613,8,0.128,-5.741,1,0.0342,115.977,0.627
1864,5.26e-05,0.512,0.948,1H7cRMW14acQzdGtrJ4COZ,0.000113,7,0.583,-4.966,1,0.0349,101.007,0.643
1865,0.000541,0.467,0.944,5twRqeaipNb38SnbtFS5gA,0.000916,6,0.457,-4.202,0,0.0771,155.033,0.566
1866,3.02e-05,0.294,0.95,71DS6yvxWXeNMfV8TLV58W,0.00203,4,0.0983,-3.556,1,0.119,163.826,0.303
1867,0.000378,0.252,0.96,5RHRn9YSSFW0BNODZkFHrS,7.17e-06,0,0.0472,-6.566,1,0.112,134.961,0.441
1868,0.000322,0.301,0.875,0PdMeFczpVSik00axjdcHp,0.000563,3,0.395,-7.578,0,0.0608,162.937,0.461
1869,0.0103,0.44,0.66,1ZloiYHsmQQv63UYZ8InSd,2.21e-06,1,0.108,-7.242,0,0.0379,205.896,0.767
1870,0.000395,0.409,0.968,6yHTiQtGpm5X50vboofosy,0.0,9,0.0937,-2.714,1,0.141,168.059,0.56
1871,0.0135,0.509,0.727,0o0AIzxlTgEkbMOCAWlZqJ,0.0145,0,0.0869,-5.808,1,0.0518,152.102,0.431
1872,0.0334,0.528,0.694,4ya6kBUnCe27g0hZM57L1n,0.0,9,0.324,-7.956,0,0.0473,130.006,0.783
1873,0.000207,0.36,0.972,33H1pDEn8hdNGDetae2w0K,0.000123,6,0.344,-3.574,0,0.125,174.963,0.278
1874,0.00245,0.554,0.891,1NqH3H7CX9ffRcCc7bnKvS,0.0356,8,0.266,-7.215,1,0.0621,96.053,0.441
1875,0.00757,0.629,0.514,4tcPYaHzpBNuh3PL5l19C5,0.0,0,0.0888,-9.145,0,0.0394,94.082,0.423
1876,0.145,0.48,0.197,5wCufkTiQtjgjxElI7IgjL,0.00016,0,0.11,-13.536,1,0.0746,70.248,0.132
1877,0.00417,0.518,0.713,0Hpe23Rjqrzqs75w4xyvQf,0.00768,10,0.103,-6.031,0,0.0815,140.137,0.302
1878,0.609,0.464,0.464,20X9dTv7DwgE7VWOyzgjXX,0.0,9,0.106,-7.027,0,0.0752,180.235,0.335
1879,0.91,0.467,0.145,5LL3GKae3UtpkUWP9JJh5D,5.44e-06,11,0.0935,-9.392,1,0.0321,139.624,0.275
1880,0.00173,0.406,0.995,3KSxP6fx5Fxm4TGAwfLedB,2.62e-06,6,0.24,-1.486,1,0.154,130.466,0.0619
1881,0.00738,0.621,0.993,4nE6U9hMBJoESQgFAdhEtI,2.06e-05,4,0.271,-3.155,0,0.0951,105.021,0.255
1882,0.00926,0.481,0.944,6wpHmxmxPa3N3Gi3aGdTJL,0.000328,8,0.278,-3.665,1,0.231,165.02,0.396
1883,0.00126,0.408,0.87,3I47pT8Tyg5AyOjxZHEfvP,0.0,4,0.197,-8.092,1,0.0703,132.303,0.607
1884,0.0212,0.598,0.938,4C6aX7H0ROxtmbmzwcE2xJ,0.0,1,0.0574,-3.631,1,0.0595,152.531,0.845
1885,0.0441,0.809,0.737,2XTquzYQAdT1Hk78bOUwsv,0.0,1,0.341,-5.186,1,0.108,80.025,0.367
1886,0.000172,0.79,0.693,1iQfrjBLsX82vLVYxa2rtE,0.037,2,0.304,-6.032,1,0.0462,125.016,0.668
1887,0.64,0.442,0.589,7GgYMV1de6WUjrsy5VWP2c,0.000259,3,0.189,-7.891,1,0.0441,158.997,0.48
1888,0.0241,0.636,0.723,77TdY0y5LDWb1bA4SIlgm3,0.0,4,0.208,-4.76,0,0.0411,126.965,0.278
1889,0.026,0.498,0.904,4vVzmaBsxXuKrJeMSLRF4y,4.98e-06,6,0.0685,-6.351,1,0.0456,133.973,0.343
1890,0.0136,0.594,0.834,2MaC7zGys24PcM76pv9fyS,0.00509,7,0.404,-4.942,1,0.0247,96.036,0.588
1891,0.000257,0.507,0.757,6JORpnl2N3JhgZGTl4WZlz,0.00011,6,0.0971,-5.66,1,0.0309,113.048,0.202
1892,0.000206,0.311,0.901,6dioUHRqB9j2EQT9647AwL,0.0,9,0.387,-3.903,1,0.0948,123.929,0.379
1893,0.00038,0.596,0.954,5jDpBp9xdsQ8wevJ143Sff,0.0171,0,0.227,-4.745,1,0.0657,128.913,0.628
1894,0.000448,0.634,0.652,0cDwUAF7yQrOLRcFfJpSc2,0.00139,6,0.115,-7.49,1,0.0321,90.012,0.264
1895,4.63e-05,0.433,0.989,7LsAld1wdZSVk7gvtY1S94,2.51e-05,6,0.623,-3.694,1,0.241,87.442,0.508
1896,0.0158,0.591,0.571,2Ff2CBFamBE7C9VBohAJ0K,0.0,6,0.13,-5.573,0,0.0248,75.04,0.26
1897,0.000661,0.412,0.956,06ccOZxagoqk4oc0cGaJw7,0.00387,7,0.0717,-4.538,0,0.0678,152.025,0.137
1898,0.147,0.432,0.638,3rHpMNkWULrlqLhD58nWOj,0.000169,11,0.0939,-6.447,0,0.0358,204.134,0.733
1899,0.000152,0.49,0.81,7FJUWOmTarTFw4faqTxtlw,0.0533,4,0.477,-4.414,0,0.0449,75.972,0.326
1900,0.445,0.593,0.708,4vEACEzQHKE1iWo97hjapc,6.17e-05,2,0.142,-6.869,1,0.0437,109.967,0.149
1901,0.000803,0.365,0.867,2HLOsBfH6RCLq85GVodkLe,4.85e-06,9,0.0755,-5.683,0,0.0716,183.912,0.257
1902,0.0201,0.681,0.94,2X8sssaxS5GReg6945B6RW,0.0,0,0.578,-1.77,1,0.0386,124.015,0.648
1903,0.00417,0.518,0.713,0ZWBuv544C0STkXfYb9Sd5,0.00768,10,0.103,-6.031,0,0.0815,140.137,0.302
1904,0.0101,0.498,0.982,79iQlp0qpAz9trxvIk2B3C,0.0,9,0.0824,-4.032,0,0.134,199.819,0.581
1905,0.944,0.403,0.114,52PtJrCx7XWGFawW8rz1vM,1.91e-05,8,0.145,-16.511,1,0.0328,90.021,0.0556
1906,0.664,0.523,0.469,2WYYUjK8AkaJ5Tey91Tpyj,3.08e-06,2,0.113,-5.173,1,0.026,154.078,0.3
1907,0.000844,0.443,0.995,6QK9rJLAqeBr0lviODS1GR,6.78e-06,8,0.499,-3.899,1,0.145,111.827,0.0951
1908,0.112,0.78,0.808,2gsNpSn7VvvJuSrIDfRoYy,0.0,2,0.329,-5.175,1,0.484,79.982,0.642
1909,0.000178,0.462,0.936,1z1KFCZnxDl5YsJPhJcqqB,9.94e-06,9,0.116,-4.015,1,0.0764,159.947,0.565
1910,0.044,0.654,0.653,1LiAk75rMbVfQ7J8tZpe8s,0.0,1,0.103,-4.761,0,0.0461,94.972,0.245
1911,0.00771,0.524,0.976,2zsemf4JejDQtqPj8Rz9lN,0.0,1,0.144,-4.314,0,0.0946,130.036,0.473
1912,0.749,0.531,0.246,0bJtITsCcEB8NQ1UF1wzAo,7.07e-05,2,0.109,-11.883,0,0.0361,149.905,0.215
1913,0.000235,0.517,0.814,039oMjifp701aVFNfBi8Uh,0.0617,6,0.182,-5.097,1,0.0263,105.004,0.363
1914,0.0409,0.14,0.664,55rbvTVML3iFFcmB1FX0oY,0.0,1,0.319,-5.761,1,0.043,178.984,0.0374
1915,0.047,0.56,0.885,7kJkTFmKYHrp9LT8w0oqpG,3.47e-06,2,0.361,-5.631,1,0.0363,102.003,0.312
1916,0.0747,0.734,0.607,01vv2AjxgP4uUyb8waYO5Y,0.000577,8,0.0968,-7.249,0,0.0806,90.023,0.518
1917,0.0287,0.734,0.85,5fKqHamS4h3bZk6lwvoSxD,0.0,9,0.105,-4.967,1,0.232,90.028,0.926
1918,0.481,0.752,0.819,6BHD6e7LqFOJRQY2alPI6n,0.0,7,0.361,-6.611,0,0.238,79.901,0.714
1919,0.00625,0.527,0.932,0J8KmsNtnDY0FdfCD1i2zx,0.0,8,0.167,-3.275,1,0.0421,132.005,0.579
1920,4.58e-05,0.513,0.973,09AYjqf7Bq7j9t7yj5Dc5a,0.00326,6,0.224,-4.115,0,0.0849,121.018,0.159
1921,0.0109,0.37,0.868,1VqmEOKrIBxNbnvMaTfssE,0.0,11,0.158,-3.308,1,0.154,152.95,0.291
1922,0.0368,0.673,0.814,2KQbQn6jRfCIC3bfkBdzHN,0.874,7,0.342,-10.426,1,0.0433,124.027,0.466
1923,0.189,0.669,0.608,1tBkWXrc0adjs6qBPwEp3E,0.0,0,0.0869,-5.374,1,0.0316,79.916,0.469
1924,0.00319,0.478,0.874,1qYnUcEXUrnqByOoywA8u8,0.0,9,0.147,-3.041,1,0.0396,150.052,0.506
1925,0.0248,0.484,0.834,1zR0m3WZHEPTsn7XEtncId,4.29e-05,7,0.316,-5.919,1,0.0395,129.021,0.108
1926,0.0502,0.792,0.895,7GoG49dkCPVc0VVJ5dmjxg,0.0,8,0.712,-3.294,1,0.0343,129.958,0.876
1927,8.79e-05,0.438,0.809,51o6rpuSm82oDaP6EJPTw0,0.0038,10,0.094,-6.054,1,0.0631,160.044,0.251
1928,0.355,0.695,0.427,78JRorZJZH4cnSRWT2qq5f,7.81e-05,10,0.0639,-5.936,0,0.028,109.877,0.377
1929,0.0601,0.373,0.978,1t2fvmZdSTK1E9mTiSvyWS,0.0,0,0.357,-3.464,1,0.255,194.554,0.228
1930,0.000132,0.329,0.937,6uEgNxwciZpFX541XMo0Ug,1.54e-06,6,0.0648,-7.442,1,0.106,99.533,0.232
1931,0.616,0.589,0.456,62dzdabvxt5GndDINZWTGo,0.0,3,0.111,-5.461,1,0.0247,87.559,0.23
1932,0.000111,0.48,0.979,0U40EGN8weBtMZrLDt6RmR,1.13e-05,7,0.0618,-2.729,1,0.128,150.011,0.677
1933,0.0177,0.621,0.972,1ercYdqHPbucArdgjfLraX,0.0015,7,0.0692,-2.245,0,0.05,101.012,0.802
1934,0.73,0.733,0.418,1q9rJCMosTqsuC75nwZYnH,0.000314,0,0.172,-9.373,1,0.0347,123.033,0.403
1935,0.0231,0.538,0.887,0D60CHDmI0oZeD0cvqcgZn,0.0047,4,0.313,-4.196,1,0.048,134.955,0.653
1936,0.0042,0.629,0.559,5Tza6v6emUpiZ2L3o0HxKA,0.0,0,0.0494,-9.058,0,0.0272,102.022,0.503
1937,0.00376,0.564,0.929,7jQDPHH31o1g5wknN2oiwX,0.000416,0,0.0575,-5.898,1,0.0414,96.001,0.618
1938,0.000307,0.368,0.869,3WiWXLl3u4MH9Xz1uEDcO4,0.000279,2,0.121,-5.534,1,0.0828,172.202,0.403
1939,0.29,0.745,0.763,2iUUM18iggUbg4A5CX8IEW,0.0269,7,0.405,-7.689,1,0.0602,102.035,0.353
1940,0.00119,0.662,0.737,0Rf3ylyEJllZOBkfNEGrPA,3.89e-05,6,0.135,-5.678,0,0.0897,153.03,0.867
1941,0.000313,0.408,0.943,6sIv5esnu8C9TbLWG8lpfb,1.13e-06,4,0.117,-6.572,0,0.121,99.94,0.342
1942,4.01e-06,0.358,0.959,3UfsttZ0gPJbTcXKoMvzlu,0.28,10,0.37,-2.422,1,0.0594,159.962,0.312
1943,0.0776,0.548,0.856,21H4aitXRqf0PaSzJjhy6b,1.42e-05,2,0.597,-3.342,1,0.034,120.027,0.441
1944,0.0967,0.489,0.741,58Xl8SQKqYjXOBElOxWlrT,0.0,1,0.0664,-5.608,1,0.0426,100.029,0.199
1945,1.79e-05,0.417,0.981,4UsLgbAooWmNxOuR16LVxY,0.0112,9,0.185,-4.264,1,0.0785,95.993,0.259
1946,0.00118,0.28,0.924,3LmMm7zwDXdHOhCEZaCaFL,0.00392,7,0.319,-4.58,0,0.122,140.884,0.295
1947,0.105,0.603,0.636,1kdObeB2NVMZpxRG4u0C5v,0.00101,0,0.0997,-8.668,0,0.0447,147.953,0.311
1948,0.0561,0.32,0.882,18EOxOTvtENMjgaigtbFLS,0.0,10,0.0894,-5.274,0,0.126,110.555,0.556
1949,0.0131,0.46,0.898,6s251GV7OGkDQ0OfXKGRZP,0.0,10,0.148,-4.647,1,0.0814,142.136,0.681
1950,0.0139,0.27,0.931,3KmuRpdh3UDv9GHyO8SmgB,0.0,1,0.218,-5.016,1,0.232,124.608,0.446
1951,0.074,0.468,0.786,0kwbhAzmXoEfv1XAccsLGh,0.0,1,0.0828,-6.124,1,0.0448,112.288,0.4
1952,0.0737,0.471,0.928,0YkCbZ3jMf8eyanLG81WJ3,0.0,9,0.243,-4.719,1,0.132,107.907,0.363
1953,0.0574,0.402,0.932,5FszlpnRPDgNksCwFXyYJ5,0.0,10,0.0924,-4.719,1,0.156,155.032,0.42
1954,0.975,0.324,0.474,10Hwk7CwZ1yMuncj9lBPWh,0.943,3,0.112,-15.127,1,0.0863,142.257,0.0827
1955,0.00288,0.605,0.893,3W3nfgW2Z990MP0AOz3yym,0.0129,1,0.17,-5.101,0,0.0349,129.986,0.516
1956,0.00321,0.483,0.404,0tuFNlbl3WHYgNfCxWTzDN,0.000133,6,0.285,-11.894,1,0.0279,180.036,0.745
1957,0.023,0.559,0.914,22qQjtiv3Xy1P8WvpA6HgR,0.0,4,0.365,-6.869,0,0.0739,80.995,0.772
1958,0.000285,0.53,0.988,0IdNBZt0O8R9qBgezYFGOi,0.0,7,0.222,-2.406,1,0.121,101.28,0.521
1959,0.00146,0.526,0.758,4E3WT2j2DDQG3QPVCevYEK,0.0158,8,0.121,-5.458,0,0.0337,127.72,0.528
1960,0.00537,0.428,0.948,2i7F7cm3ym5a1fGEEmn0GZ,1.29e-06,5,0.371,-4.655,0,0.0934,138.015,0.219
1961,0.112,0.648,0.735,53UA5GvWOP4FFW6XrcRT4B,4.56e-06,2,0.519,-4.606,0,0.15,99.986,0.235
1962,0.0171,0.388,0.512,7I6NzQqQicRH2Cz4QOJkwK,0.00113,10,0.108,-10.63,0,0.0431,99.399,0.373
1963,0.0152,0.465,0.917,3INsYP1Y8GG4qJvBsKCdXC,0.02,5,0.286,-6.331,1,0.237,155.061,0.39
1964,0.00434,0.586,0.895,1Xo9tkuBde67pqoFs05QR0,0.0,6,0.37,-5.223,0,0.117,127.998,0.312
1965,0.0503,0.814,0.366,0iQhG1U4CuK2V9lPwewv5v,0.0,11,0.103,-11.072,0,0.0829,120.088,0.48
1966,9.06e-05,0.662,0.809,1SYcjdVX5fGFZEqjp4eh4q,0.425,1,0.11,-8.68,1,0.037,130.015,0.681
1967,0.00576,0.411,0.885,0XdRqoX0ZOmgaLgiwMZ4BR,0.0111,8,0.248,-6.584,1,0.0683,109.876,0.289
1968,0.428,0.698,0.826,5oTHPMtKGxvAvzZyv0pz2T,0.0,1,0.171,-6.15,0,0.111,171.97,0.477
1969,0.179,0.614,0.621,26iT7bH55yOC0VDi6s4Nfv,0.0,5,0.0948,-7.288,1,0.0914,94.976,0.39
1970,7.4e-05,0.368,0.968,7MJx7jp2lg2QUjG9TcdtQh,0.0,1,0.0775,-4.987,1,0.0955,165.018,0.49
1971,0.000275,0.372,0.867,6O5nMMpDW6kGS6TmMP2A4N,0.000298,11,0.127,-4.569,0,0.0552,178.05,0.124
1972,0.000163,0.363,0.943,10Oin6yhBlz0BF5XASDczp,0.613,4,0.293,-5.533,0,0.0791,179.963,0.384
1973,0.00177,0.482,0.534,1eWncCSl6jiTO88bEUgCZ1,0.00065,9,0.101,-6.86,1,0.0571,185.879,0.099
1974,0.178,0.28,0.575,1FiOKW26vmeDb7calwXEwa,8.82e-06,1,0.116,-9.487,0,0.0594,86.326,0.315
