id,speechiness,valence,mode,liveness,key,danceability,loudness,acousticness,instrumentalness,energy,tempo
30Chv2SmIry70YwtmtaKnj,0.212,0.329,0,0.106,9,0.631,-8.565,0.0774,1.19e-05,0.7,159.973
7ncDwhSTgCZuL3OZNkvZ97,0.174,0.327,0,0.103,10,0.709,-7.394,0.0334,1.7e-06,0.687,138.046
01VGA34ATxwp0Xo1ldduo2,0.115,0.325,1,0.171,8,0.652,-8.673,0.855,0,0.455,83.151
4txn9qnwK3ILQqv5oq2mO3,0.566,0.261,1,0.275,1,0.518,-6.362,0.389,0,0.809,146.216
1O02UzJKK7njDp3lQqLhUm,0.305,0.234,1,0.893,1,0.704,-8.582,0.0507,0,0.762,132.205
3r0XYxmqke8eqbrFwpkpZv,0.429,0.63,1,0.73,0,0.518,-12.09,0.361,0,0.68,62.919
5u89YD9CJMFVfFqUoeGy2P,0.311,0.31,1,0.164,8,0.365,-6.957,0.291,0.00037,0.655,171.333
1PQAocUDoT1Q90Sabu1MTu,0.351,0.216,0,0.231,4,0.547,-8.597,0.0826,1.48e-05,0.747,83.295
1HNs07uZxZniPNmniw2GTa,0.091,0.534,1,0.116,5,0.801,-9.236,0.564,0,0.543,133.982
6Ius4TC0L3cN74HT7ENE6e,0.364,0.584,0,0.128,6,0.504,-8.205,0.0752,0,0.705,175.483
62vpWI1CHwFy7tMIcSStl8,0.332,0.458,0,0.0565,10,0.696,-8.465,0.302,0,0.521,100.0
2wQVmS0j4xcSbEK8CLEgwz,0.245,0.715,0,0.129,5,0.556,-4.759,0.301,0,0.908,158.151
2TCAdLDCBwiNU7BdGcX8NE,0.116,0.535,1,0.182,0,0.505,-3.981,0.00165,0,0.938,145.018
78XJJu79UWAK1vTrqdRqvh,0.0351,0.665,0,0.199,9,0.485,-4.614,8.84e-06,0.664,0.913,144.02
61mWefnWQOLf90gepjOCb3,0.168,0.194,0,0.204,4,0.354,-3.026,0.000237,0.000294,0.982,143.772
4fVqQKbROkz8Z9FFJS7vls,0.282,0.538,0,0.283,6,0.695,-5.742,0.179,0,0.827,81.024
2b3KgzISdjZVNPJJ1945nw,0.409,0.628,1,0.199,2,0.52,-6.281,0.24,0.00257,0.807,178.012
2MYl0er3UZ1RlKwRb5LODh,0.24,0.582,1,0.108,9,0.609,-6.883,0.33,0,0.799,157.74
40wUM3LFZOlUcZfxEIZrYK,0.404,0.26,1,0.604,1,0.716,-7.745,0.123,2.69e-05,0.485,74.132
1Z2FvDFZSDQ23s4BDqpWqZ,0.395,0.371,0,0.13,11,0.654,-7.556,0.303,8.08e-05,0.753,110.722
4INDiWSKvqSKDEu7mh8HFz,0.0759,0.904,0,0.203,6,0.845,-4.506,0.0128,2.1e-06,0.884,104.536
2g8HN35AnVGIk7B8yMucww,0.274,0.758,0,0.138,9,0.778,-7.22,0.432,0,0.578,84.487
1SBJ9LUxkalUVk6VmFRlma,0.0272,0.312,0,0.547,4,0.336,-7.878,0.245,0.396,0.628,134.993
6vcd0sKmiioXQKbcZPr7gq,0.0421,0.545,0,0.106,1,0.589,-7.493,0.551,0.151,0.557,99.987
4xkOaSrkexMciUUogZKVTS,0.217,0.102,1,0.0798,1,0.572,-3.203,0.0757,0,0.853,171.297
6C7RJEIUDqKkJRZVWdkfkH,0.155,0.483,0,0.318,10,0.625,-7.731,0.00728,0,0.726,103.98
3asFGFY3uLjMDmML1p0tYm,0.0487,0.526,0,0.39,5,0.549,-3.468,0.00164,6.67e-05,0.93,112.447
2DlHlPMa4M17kufBvI2lEN,0.12,0.286,0,0.132,7,0.419,-3.908,0.000278,0.0015,0.934,127.288
6wqJeItl3Vc3az4ZicSQAB,0.171,0.348,0,0.886,6,0.291,-2.997,0.0177,5.44e-06,0.974,134.724
46lFttIf5hnUZMGvjK0Wxo,0.0469,0.383,1,0.0856,1,0.506,-4.119,0.00711,0.00193,0.805,126.008
6ndmKwWqMozN2tcZqzCX4K,0.0911,0.88,1,0.0795,8,0.688,-4.162,0.0583,2.87e-06,0.835,84.858
2aoo2jlRnM3A0NyLQqMN2f,0.0624,0.564,1,0.0842,8,0.438,-6.237,0.00255,5.69e-05,0.805,113.253
0NWPxcsf5vdjdiFUI8NgkP,0.0377,0.532,1,0.0244,9,0.346,-5.695,0.00603,0.38,0.768,169.492
1MoDk4XDqdX25GXaRfXY2O,0.0437,0.3,1,0.101,10,0.527,-4.934,0.000237,0.0034,0.715,155.102
5c5a2Ptu8eyIpljhQHjIqk,0.111,0.922,1,0.601,0,0.635,-5.631,0.0597,0,0.914,156.014
6YB9FPMp66TtLW9eDHcujI,0.0553,0.454,0,0.136,1,0.418,-6.395,0.171,0.0115,0.586,176.426
6OWVC6TXnczAnMmdu3JL7d,0.0372,0.306,0,0.156,5,0.369,-7.124,0.2,0,0.491,142.519
1lRzHXieZLp1NNoqopBLkf,0.205,0.411,0,0.314,0,0.609,-4.113,0.12,0,0.684,169.765
5lJH3o6AFW9Aig1CdRdAF1,0.337,0.199,0,0.676,5,0.323,-5.292,0.459,2.81e-06,0.558,73.552
6DXcvox0ys7h4UuIVn8o51,0.0328,0.308,0,0.107,7,0.245,-5.122,0.015,2.58e-05,0.671,178.438
0JsI2lFXSpCHCarqE5RIid,0.0462,0.106,1,0.125,8,0.325,-6.333,0.0617,0.00228,0.79,149.104
5HjBpej4uHPAX8sMeUFJms,0.337,0.199,0,0.676,5,0.323,-5.292,0.459,2.81e-06,0.558,73.552
3NOX7t8q3oOCJDOFF6nyea,0.0301,0.37,1,0.108,0,0.382,-7.661,0.126,0.00247,0.522,117.921
2WikKfo7uiTzhkpnlNDuJH,0.0485,0.478,0,0.149,7,0.465,-4.915,0.0229,8.2e-06,0.915,126.786
08XAlO8SlW0MWgTDNYkG27,0.324,0.753,1,0.72,8,0.541,-4.286,0.708,0,0.809,120.094
1zXys0cNTefboiSz6U4vYO,0.75,0.416,0,0.708,10,0.567,-9.043,0.665,0,0.525,86.935
5IVMqYdpCjoyaRkNLYlFqN,0.303,0.37,0,0.219,2,0.665,-7.863,0.566,4.57e-06,0.558,89.953
33i0KOPBWURNW3l97a4QPy,0.238,0.558,1,0.0827,7,0.796,-5.974,0.0742,0,0.766,110.034
4xybr92r9x00MfLwQSvRDa,0.137,0.373,1,0.202,1,0.752,-5.233,0.11,3.57e-06,0.489,108.005
77hlBnevpj8cbiH7sc0Iro,0.265,0.507,1,0.26,7,0.509,-6.754,0.359,2.76e-05,0.787,114.449
3FO7DpY7fqzxkGbTIqTE3O,0.08,0.575,1,0.186,0,0.291,-4.221,0.00223,0.0833,0.903,150.12
3UsjZRRGbFJ1GXfQRGAM0e,0.0562,0.44,0,0.16,5,0.325,-5.521,0.00665,0.183,0.901,112.806
7dJVC2wjFU2xZlH5jwWWkQ,0.0382,0.0372,0,0.085,2,0.336,-17.945,0.979,9.44e-05,0.0259,87.072
0hi2wvwYmiyPptQ6omXMZm,0.0582,0.401,1,0.972,7,0.418,-7.504,0.274,0,0.761,89.495
7ExIslcrb1WMV0kuHCIpG5,0.0354,0.306,0,0.443,2,0.349,-10.581,0.422,0,0.411,127.269
6Vl9C894qRZomUryGm13Sa,0.0615,0.727,1,0.936,1,0.37,-4.887,0.336,0,0.822,159.923
3mTUqLbtWm2DAEwvQTyu4d,0.165,0.939,0,0.0737,0,0.667,-4.531,0.0173,0,0.669,172.019
1dx97DCWerlbM2Iw6wc9vf,0.326,0.594,0,0.333,1,0.576,-7.409,0.741,2.3e-06,0.586,172.932
2DgQLg0xllUwBwAtMsYiNH,0.311,0.514,0,0.216,4,0.536,-6.932,0.338,0,0.72,80.214
1vffte5WTHIik37ePfJdo4,0.0977,0.489,0,0.154,6,0.884,-4.569,0.00589,0,0.657,107.059
7nv5sYNKHjk55fSJZVg6tk,0.432,0.58,0,0.461,11,0.406,-5.585,0.26,0,0.798,71.547
3kwRiuw2oJoArGs3EusCgn,0.0446,0.553,1,0.489,5,0.693,-8.435,0.192,0.000925,0.695,120.015
43A8FeaAetF2Imc28DX29I,0.0301,0.277,0,0.109,10,0.623,-7.511,0.022,0.00108,0.647,107.996
5bdRDVqU4k8k2VrkwCKKQQ,0.0399,0.968,0,0.1,6,0.667,-8.751,0.328,0.753,0.781,100.024
4AvmSuHmHLgQaovHWX9vhm,0.039,0.253,0,0.291,10,0.461,-9.409,0.195,0.015,0.624,96.119
6Pu1G8OV5m38PkLQHyZfPp,0.0417,0.777,1,0.0624,5,0.638,-7.52,0.0447,0.411,0.834,100.038
49sqQIS868rKIy5NBUmJV6,0.0428,0.645,0,0.424,5,0.649,-7.754,0.277,0.154,0.878,109.984
3MXCT4ZkB9ERTSiC9nXFSc,0.0376,0.5,1,0.596,0,0.653,-7.433,0.106,0.568,0.781,101.029
3g86N0SqyfxEVNMHlmW3RE,0.0376,0.736,0,0.0912,10,0.457,-5.61,0.209,5.11e-06,0.883,99.937
5WQ1hIc5d2EVbRQ8qsj8Uh,0.0552,0.964,1,0.206,0,0.719,-2.435,0.0588,0.000249,0.967,79.505
6bUNEbXT7HovLW6BgPCBsb,0.0545,0.509,1,0.107,0,0.751,-5.645,0.0481,1.83e-05,0.708,108.97
6A2CuUqmHj3C3borUDhikx,0.0299,0.262,0,0.186,11,0.482,-5.133,0.00954,6.4e-05,0.618,89.445
3ULZR7RjHbgRTASob3gNTA,0.0446,0.302,0,0.137,7,0.408,-6.969,0.273,0.00119,0.471,122.537
48bo7uexDvAThcRDvEB2W7,0.0525,0.35,1,0.135,7,0.546,-5.137,0.0133,0,0.878,119.945
3Zv7maR2hRGoIp3WWP18mW,0.344,0.492,1,0.307,8,0.434,-2.898,0.0869,0.136,0.934,160.112
3FRWEyk822ckYhcFR44VWm,0.153,0.516,0,0.131,1,0.581,-8.99,0.534,0,0.729,159.966
5EKev1gGxmNlg6N3hSWXE1,0.398,0.694,0,0.443,4,0.513,-8.513,0.467,0,0.732,167.959
45uyJlFCnV88MExlEZIXPe,0.0722,0.766,1,0.216,2,0.511,-10.854,0.651,0,0.421,80.879
64rAX8x9bDnFXn09weheMv,0.321,0.257,0,0.319,6,0.48,-4.695,0.0509,0,0.863,164.06
7cj7vEylXFN6Lfjj183A3f,0.0613,0.545,0,0.275,3,0.759,-6.627,0.0977,2.07e-05,0.826,139.943
3pLyXvLtqWXA6Xzeq9PoCX,0.0491,0.134,1,0.0763,11,0.801,-5.27,0.05,6.49e-06,0.691,127.041
39Q27NGvm812YC9PJkXTSi,0.0597,0.529,0,0.104,9,0.657,-4.631,0.368,1.42e-06,0.826,159.991
4vmWs0Swtl5751HjIwrDV3,0.128,0.835,1,0.0978,8,0.491,-5.387,0.453,0,0.856,167.953
5veIeQ8tk07IlIp34NeI8s,0.229,0.518,1,0.296,1,0.698,-2.826,0.261,0.000591,0.774,75.968
22EbvbXnPwpF9lQtdJG61C,0.166,0.425,0,0.124,10,0.661,-3.403,0.0919,0,0.905,95.248
3H1FJw9UQl02K04PbGrAtt,0.0872,0.398,1,0.487,1,0.415,-7.244,0.0543,0.00567,0.773,96.355
7o36Aeu28yWmSkjgB8pRLm,0.0315,0.618,0,0.147,10,0.669,-7.507,0.06,0,0.721,98.044
6FRYPa96zxEYdxbiMzFCcy,0.253,0.537,1,0.102,1,0.689,-5.552,0.229,0,0.85,83.985
2gOYY2glUc6XMTnzBG59I4,0.0364,0.605,1,0.271,2,0.7,-4.988,0.0712,6.01e-06,0.891,139.993
34ss352Tteyb472m8wIM3I,0.253,0.185,1,0.086,1,0.596,-6.25,0.199,0,0.737,151.946
0HHvRJqPIoaCe934zxaM73,0.0494,0.587,0,0.0544,6,0.641,-4.571,0.129,0.000207,0.861,170.083
0s0EEoHLJpzO8mGMh5Ctio,0.0401,0.385,0,0.6,4,0.724,-4.468,0.0369,0.00643,0.904,107.007
4npTFQuKygDyXdExVLJ2de,0.059,0.629,0,0.573,10,0.459,-6.122,0.0976,1.26e-05,0.781,98.848
0nDqJMKcSTtYlGK6OQ3sLC,0.0986,0.807,1,0.144,7,0.757,-3.757,0.0158,0,0.721,149.984
0T5YM3wQ7WEIGrrbVZSo5r,0.347,0.884,0,0.317,8,0.727,-3.858,0.171,0,0.885,159.837
2iXdwVdzA0KrI2Q0iZNJbX,0.0522,0.659,1,0.108,5,0.871,-9.481,0.298,9.24e-06,0.346,110.049
0BgbobvykXxEvxo2HhCuvM,0.116,0.632,1,0.0931,7,0.814,-8.017,0.602,1.75e-05,0.373,114.55
3uiQ8zYvOqOO9uBfhXdiKB,0.0552,0.324,1,0.105,2,0.71,-3.427,0.0774,6.44e-06,0.754,104.019
6ROhm6gtkd6SDets7Jz9d6,0.0422,0.346,0,0.0759,5,0.604,-9.527,0.391,0.016,0.412,142.002
7cnm6MnAwwnf52Jy47WTGN,0.123,0.689,0,0.0971,1,0.752,-6.261,0.048,0,0.678,159.97
3smAgmJxNDQ181WxykydQb,0.343,0.551,1,0.169,1,0.619,-4.936,0.0411,0,0.829,80.798
7d8sqXhIwIJltlGHL47ASh,0.303,0.772,1,0.402,9,0.614,-4.071,0.0798,0,0.94,89.967
0eO7SWs88desmou6tFqW36,0.0376,0.622,0,0.33,10,0.558,-2.647,0.00924,0,0.884,86.985
621VdL40nrnHWQD3QRf83z,0.213,0.709,1,0.0846,1,0.822,-5.538,0.0553,0.00313,0.703,126.593
6lDo13SSgTv0WbyUQKgnjk,0.0696,0.757,0,0.233,9,0.736,-3.782,0.0369,0.000736,0.879,107.976
5mphdlILgAq3vh1MSvAJTS,0.0498,0.203,1,0.098,0,0.716,-11.203,0.384,0.00222,0.349,129.795
6RBAJlxHY9Ulvw2y7yk4aX,0.0327,0.194,1,0.386,9,0.685,-7.888,0.0761,0.000846,0.404,94.988
57hu4EO0fityOIXdQyt4BN,0.0561,0.778,1,0.104,5,0.355,-5.833,0.0101,4.95e-05,0.91,147.779
64xJyqmFXQ2smziK6MQZXP,0.344,0.63,1,0.113,7,0.836,-4.052,0.169,7.09e-06,0.915,120.332
3Szet5iVcwDfOgWgDbMP4F,0.218,0.555,1,0.888,9,0.596,-4.514,0.0252,0,0.947,143.992
1wQ1T9oOA181rViSBhulZI,0.0545,0.49,1,0.34,1,0.443,-4.75,0.00211,0,0.897,149.946
1wvs9V8xEJStRzx78lSNJK,0.0781,0.357,0,0.0859,11,0.481,-4.759,0.00301,0.000153,0.938,134.962
1vxw6aYJls2oq3gW0DujAo,0.0336,0.64,1,0.105,8,0.855,-4.589,0.0505,0.00714,0.587,111.97
5fEWugSKjh5I5DQHl5tkFc,0.112,0.403,0,0.117,5,0.673,-7.26,0.46,0,0.659,101.804
51gJTJ1l7OCWHjGvfiZ177,0.0308,0.327,1,0.101,0,0.582,-7.288,0.00228,0.000332,0.763,132.178
2ihCaVdNZmnHZWt0fvAM7B,0.0322,0.421,1,0.146,1,0.446,-5.177,0.0206,0,0.757,102.88
3SPVZJzf1Hs30rB6yXVf2y,0.0363,0.375,0,0.146,1,0.379,-4.336,0.0421,0.00435,0.879,102.021
3o1cohFfwd57rAvrbyVE5e,0.042,0.156,1,0.0836,7,0.241,-9.814,0.804,8.98e-05,0.367,81.561
5g7rJvWYVrloJZwKiShqlS,0.035,0.133,1,0.0555,3,0.359,-7.06,0.108,0.0135,0.648,111.733
137wbDM4s2ugav7MKO45O9,0.0387,0.316,0,0.368,11,0.409,-5.156,0.0113,5.24e-06,0.579,111.426
58AS4weYlUWvGztZbKIuAU,0.0363,0.18,1,0.389,0,0.514,-6.418,0.213,2.24e-06,0.637,80.401
34KkLnoU237VdoVK3LZWAA,0.0327,0.311,0,0.307,11,0.642,-4.535,0.00862,4.09e-06,0.613,114.079
5gSiCWxBylv4JliGnB5QP4,0.047,0.426,1,0.119,4,0.433,-5.111,0.00597,2.87e-05,0.887,142.968
0Xy9xPPs2zRRFqljGqKXel,0.0415,0.191,0,0.103,1,0.365,-7.174,0.00757,0.052,0.606,114.995
2TYC9SaRhYypUQzB1ZVTG2,0.0432,0.173,1,0.201,0,0.276,-5.356,0.00552,0.000417,0.715,137.028
3OwPSJu609AMzotCEyoMiO,0.0436,0.654,1,0.242,6,0.529,-5.29,0.0178,0,0.854,125.984
7br84ZQ7X2IGahwaC2FlZs,0.05,0.697,0,0.139,3,0.715,-6.702,0.146,0.0802,0.681,99.988
10j4RuFfe9XnCQS9020wjb,0.159,0.655,0,0.242,6,0.439,-3.21,0.00123,0,0.968,160.055
1mNBhnobA5GbRwS3Q4yvmp,0.0259,0.274,1,0.0899,5,0.513,-7.54,0.431,0,0.476,107.559
4oyWrvyORD6uCSYCLSRF6W,0.0478,0.732,0,0.158,11,0.598,-4.043,0.121,0,0.792,97.479
6dLLEE96JRnX1ngkL77yiA,0.142,0.656,0,0.419,7,0.704,-4.463,0.00283,0,0.784,100.083
4WjH9Bzt3kx7z8kl0awxh4,0.0625,0.274,0,0.565,7,0.723,-3.081,0.00346,0.00123,0.809,98.007
014V6u9VubefjaPPl1QkTJ,0.0466,0.0471,0,0.0457,1,0.64,-2.426,0.153,0,0.841,121.075
33aHjpcpGYdPC0huGsieuL,0.129,0.0593,0,0.204,4,0.771,-5.289,0.0275,0,0.896,112.505
3lPn81PFyKvXiyHhlkwkQ4,0.137,0.22,0,0.189,6,0.271,-4.516,0.00152,1.5e-05,0.903,147.159
0xZ2RmwcaiP0tvAll1Ndh5,0.0754,0.557,0,0.135,1,0.511,-4.243,1.37e-05,0.00201,0.952,147.999
4EyPadLFhtWojU7mkT5hqT,0.0685,0.285,0,0.113,7,0.426,-4.063,2.97e-05,0.0089,0.934,160.077
6lFUdRItQEsEuD7dSINL47,0.0381,0.506,0,0.125,3,0.54,-5.534,0.0765,0,0.661,90.012
4n6qcmpSdCOemWg2PvbS3f,0.0579,0.545,1,0.111,6,0.652,-11.191,0.485,0.477,0.686,176.02
5tf1VVWniHgryyumXyJM7w,0.0581,0.636,0,0.163,5,0.636,-5.098,0.0185,0,0.815,123.063
6AnfqcIa7IyrCMtgh5P6Wc,0.312,0.368,0,0.093,8,0.655,-3.427,0.0219,0.000446,0.762,82.656
06aw4JI5nYa8XBeBKVrltZ,0.344,0.678,1,0.246,2,0.715,-4.052,0.0232,0,0.874,95.213
2Nm0pz2n8Z2MBDKWOLE6Ve,0.0821,0.601,1,0.154,10,0.319,-6.429,0.0276,3.77e-05,0.803,116.857
3e0McEmoNU05YD0dBT5afU,0.0366,0.727,1,0.307,9,0.298,-5.828,0.00702,0,0.721,169.929
0JUXdAzpV5cTNx0sH9g5Tt,0.0335,0.596,0,0.0974,1,0.54,-9.064,0.0823,0.779,0.615,100.157
4kfWVJanjP56eb4FYDozxt,0.184,0.54,1,0.234,3,0.341,-5.175,0.0116,3.06e-06,0.923,125.333
1gK0BfPe1BbB6jxyD9FSyX,0.0518,0.398,0,0.113,0,0.502,-8.043,0.137,0.064,0.803,96.919
0PaC8AHwgm3VhQMK8T2hK7,0.275,0.156,1,0.113,2,0.37,-5.575,0.0587,4.64e-05,0.895,81.694
4IwvoV3uQhRpyflYHPmHU3,0.037,0.455,1,0.206,2,0.571,-11.216,0.184,0.00545,0.617,114.967
0NV6MbL0TFMPYMGYBt3PTc,0.0478,0.781,0,0.0806,4,0.407,-8.958,0.00524,0.0687,0.77,103.083
1yKAqZoi8xWGLCf5vajroL,0.0816,0.192,0,0.643,11,0.202,-3.805,0.0286,0,0.886,145.781
5dTHtzHFPyi8TlTtzoz1J9,0.104,0.0857,1,0.209,4,0.356,-3.487,0.0142,0,0.96,125.921
6nsLzJfvp5OLd4mgqUJkpq,0.0501,0.581,0,0.142,6,0.577,-3.83,0.298,0,0.741,128.081
3BVfLmBuTVRSHQSNFLk827,0.0467,0.326,1,0.212,2,0.418,-5.289,0.000584,0.657,0.824,152.932
386RUes7n1uM1yfzgeUuwp,0.0621,0.949,1,0.279,11,0.738,-3.851,0.332,0,0.804,174.943
6glsMWIMIxQ4BedzLqGVi4,0.332,0.915,0,0.099,5,0.725,-7.905,0.0278,0,0.64,166.029
0I3q5fE6wg7LIfHGngUTnV,0.269,0.615,0,0.0771,4,0.843,-5.946,0.142,0,0.805,94.946
3z2PwC8HC26vbOpsBS5Nrr,0.0304,0.332,1,0.743,0,0.401,-9.681,0.86,3.31e-06,0.33,138.711
3bh1DBnd4yFX71qd1nQVfo,0.0362,0.181,1,0.913,0,0.476,-9.757,0.881,8.94e-05,0.406,145.839
13W0k7mAHSlNgYLygFPvbd,0.0703,0.769,1,0.106,0,0.456,-4.858,0.0166,0.109,0.79,123.775
3CPRFZhJWWctE7pvFQrhAI,0.0597,0.299,0,0.0801,4,0.308,-8.975,0.407,0,0.503,181.034
2Wo9g52HBAuThdJaUEYKdY,0.433,0.541,1,0.0514,9,0.535,-6.017,0.255,8.89e-06,0.668,142.983
3eMkpAa2ntFVStoZ91XoD9,0.0783,0.341,1,0.191,8,0.36,-7.01,0.353,5.37e-06,0.55,154.257
6jdOi5U5LBzQrc4c1VT983,0.0949,0.287,0,0.0718,6,0.773,-7.438,0.00357,2.17e-05,0.404,99.999
0GJdDVbwodtydRbl4SguVJ,0.0406,0.418,0,0.105,11,0.402,-8.052,0.329,2.78e-06,0.592,114.403
4fPBB44eDH71YohayI4eKV,0.0326,0.968,1,0.116,11,0.63,-2.42,0.0238,0.592,0.908,120.522
37AyXivrY5G4v2QJFQlWn6,0.0401,0.201,1,0.11,11,0.455,-5.587,0.000566,6.06e-05,0.881,137.949
3DBFd14cf6eeY53yWzOEVz,0.0542,0.554,1,0.132,7,0.403,-6.86,0.906,0.216,0.582,173.274
3T7ntEYaQvk8oFVv4ltCiU,0.0419,0.126,1,0.106,7,0.332,-12.257,0.91,0.103,0.00679,100.489
54dAM9PfABaX5vJ3aFSepP,0.0331,0.643,1,0.325,8,0.439,-6.544,0.0521,0.000279,0.83,143.416
37KL1oRZD8yzcke0yYdkE0,0.0323,0.295,0,0.113,11,0.64,-10.844,0.896,0.000541,0.328,80.689
5oAqAKoKpKrF5YTNXVxdum,0.044,0.349,1,0.0609,10,0.417,-4.641,0.0562,1.13e-06,0.873,134.878
1KTJmfwrk5pYqsi9mkY3nT,0.0837,0.333,1,0.114,7,0.419,-3.12,0.000683,0,0.938,160.151
3B6pI1ArZEQiHyE0swCA8E,0.0383,0.264,0,0.104,4,0.328,-6.74,0.000938,0.048,0.805,135.546
43KuVnM5VGa8nb7K8H3ZJQ,0.0506,0.617,0,0.279,4,0.512,-4.434,0.0178,0.000214,0.882,106.811
4KSsrjaxWgallQVLBJ1vEz,0.0294,0.693,0,0.267,9,0.413,-6.777,0.0549,0.0382,0.655,115.783
3imITUqEhkebNbOoS1yrWm,0.14,0.207,0,0.343,2,0.342,-3.228,2.53e-05,0,0.981,160.083
6G7URf5rGe6MvNoiTtNEP7,0.0666,0.709,1,0.327,0,0.589,-4.62,0.000256,0,0.881,129.95
15qf0H31MChhqKr2zvejla,0.113,0.513,1,0.114,10,0.42,-3.437,0.000263,0,0.983,149.958
4cT6fZLzLcdBnKUoTPwrNL,0.12,0.224,0,0.119,7,0.448,-2.919,6.68e-05,0.000391,0.974,137.96
1PInWkBARsxLyouDqa2GtF,0.0561,0.342,0,0.388,4,0.235,-2.842,0.00272,0.0969,0.86,127.788
6o39Ln9118FKTMbM4BvcEy,0.0844,0.24,0,0.719,1,0.405,-3.103,0.000102,2.79e-05,0.94,143.126
0zSGK8ZpVuo0XdIY21Vyrh,0.182,0.602,0,0.188,10,0.822,-5.358,0.0147,0,0.669,102.035
76D83dghHeE2NFedPFD4tf,0.0709,0.432,1,0.573,7,0.687,-4.751,0.122,0.00102,0.723,76.0
6Knv6wdA0luoMUuuoYi2i1,0.0499,0.74,0,0.128,7,0.688,-4.792,0.0215,0,0.702,94.006
0wJoRiX5K5BxlqZTolB2LD,0.0754,0.486,1,0.0698,2,0.533,-5.27,0.00876,0.578,0.905,108.9
51bZaZ2mBsnAji6GedLZlv,0.0332,0.586,0,0.417,5,0.665,-7.261,0.0519,0,0.738,123.998
3w3y8KPTfNeOKPiqUTakBh,0.0431,0.867,1,0.309,5,0.726,-4.165,0.049,0,0.698,143.994
55h7vJchibLdUkxdlX3fK7,0.0431,0.937,0,0.324,5,0.874,-5.28,0.0412,7.24e-05,0.692,116.017
6RRci0rkrotugqtF9GOins,0.0281,0.184,0,0.114,2,0.269,-6.745,0.42,0.000434,0.47,150.341
71iogkuXi7nAfFbqMGDTri,0.0272,0.331,1,0.0926,0,0.365,-6.127,0.00288,0,0.686,184.083
6HhXiy5XZ81Pyv3yCZMtj1,0.036,0.398,1,0.186,2,0.3,-6.567,0.53,0,0.7,165.642
35689kbAwieHK4YNmwEisS,0.0352,0.519,1,0.097,6,0.617,-4.932,0.263,0,0.697,131.981
39ekic3R4jIELhCjHJ7R3g,0.0335,0.275,0,0.0939,11,0.625,-10.476,0.809,0.00594,0.315,100.029
2GikkUicu2OpS7RkZezE8p,0.0257,0.555,1,0.11,2,0.63,-9.14,0.846,0.0785,0.495,109.02
6iMZdXJgaGHB4Z2t2bNJ0l,0.0307,0.534,1,0.0908,6,0.539,-6.553,0.0454,4.37e-05,0.669,123.266
6RyWmYt2GU3syQCDu1nczh,0.0355,0.666,1,0.1,8,0.602,-3.989,0.017,0.000898,0.804,124.998
3TfepFQzCxXusZ0wcFydpd,0.0361,0.467,0,0.338,4,0.467,-5.113,0.00801,2.34e-05,0.815,134.978
6Sk1mETx99njkPH3MIRTn3,0.0457,0.806,0,0.0934,11,0.431,-5.522,0.000217,3.11e-05,0.848,163.139
6C6315RjrDrqj1oqaJVGY8,0.0382,0.644,1,0.108,6,0.771,-7.276,0.762,0.00454,0.631,97.054
2m2QV4YsDoVNQ9Y6THdSg4,0.0341,0.693,1,0.181,11,0.586,-9.29,0.769,0.0001,0.487,123.897
70dJEanFPdYuWZumkrnKeX,0.0272,0.879,1,0.13,6,0.676,-7.28,0.424,0.000147,0.657,105.002
3QI5bIozef0HZ1kJnA2RdT,0.0301,0.325,0,0.108,1,0.523,-10.043,0.352,0.24,0.489,77.37
1UfBAJfmofTffrae5ls6DA,0.0549,0.579,1,0.0382,2,0.893,-7.857,0.00226,0.000315,0.639,134.963
6RsWqX8zABZLhZydXxEFOm,0.0482,0.593,0,0.103,9,0.702,-5.416,0.124,0,0.77,107.951
25khomWgBVamSdKw7hzm3l,0.0798,0.109,0,0.137,0,0.356,-7.011,0.0861,0,0.567,135.553
7jDrXytETzwnohhLL3J1A0,0.219,0.357,0,0.164,11,0.795,-3.799,0.103,0,0.596,101.985
1mr3SqpaUKSaV2gOyt6hgC,0.0381,0.635,1,0.329,11,0.761,-5.942,0.115,2.13e-06,0.797,100.023
6cNajGUxKP53LIg0LzlfQt,0.0782,0.333,1,0.156,8,0.647,-8.837,0.547,2.69e-05,0.478,135.877
7aXuop4Qambx5Oi3ynsKQr,0.178,0.457,1,0.0902,4,0.87,-8.337,0.205,0,0.464,112.974
1AWQoqb9bSvzTjaLralEkT,0.14,0.818,0,0.0521,4,0.891,-6.055,0.202,0.000234,0.714,100.972
4rHZZAmHpZrA3iH5zx8frV,0.0503,0.512,0,0.0946,5,0.574,-6.664,0.234,0,0.512,76.899
0C80KJWvQWIGjbOiIurV1W,0.0356,0.828,0,0.0951,0,0.81,-5.784,0.528,0,0.538,109.97
4kte3OcW800TPvOVgrLLj8,0.0337,0.269,1,0.511,5,0.664,-6.559,0.25,0,0.661,124.917
6w1DBbA8akxHPiBQ6nAyJq,0.102,0.902,0,0.0604,8,0.835,-4.771,0.0716,0,0.571,138.038
6DlbfXDexJ2sj4aEW5ODWP,0.173,0.812,1,0.0578,6,0.666,-4.407,0.488,0,0.602,139.856
3zSCNTXI7Ed0PiidZVmzIe,0.0473,0.802,1,0.0724,1,0.778,-6.144,0.0549,0,0.549,133.041
