name,id,popularity,duration_ms,album,album_id,artist,artist_id,speechiness,valence,mode,liveness,key,danceability,loudness,acousticness,instrumentalness,energy,tempo
Sei Lá Eu,56NOkgZrtPi6mAwjGtsNZ0,33,237373,Ao Vivo No Auditório Ibirapuera,5i4VqPmqxY89xWd19wgjbP,5 a Seco,1R9QfzgBmhk1spLg3BiU1f,0.0345,0.319,0,0.119,6,0.598,-13.224,0.715,3.99e-05,0.27,89.726
Ou Não,3APWkyJav6kZaKH2OkL0rG,34,216920,Ao Vivo No Auditório Ibirapuera,5i4VqPmqxY89xWd19wgjbP,5 a Seco,1R9QfzgBmhk1spLg3BiU1f,0.0538,0.467,0,0.839,6,0.523,-6.867,0.156,0.0,0.689,124.15
Abrindo a Porta,1OxAbhwHKLYkxM2m00bLOV,32,153346,Ao Vivo No Auditório Ibirapuera,5i4VqPmqxY89xWd19wgjbP,5 a Seco,1R9QfzgBmhk1spLg3BiU1f,0.0412,0.58,1,0.8,7,0.499,-8.364,0.563,1.97e-06,0.536,80.546
No Dia Que Você Chegou,1hRCSUqDi7YHI27zS8E4tN,31,161453,Ao Vivo No Auditório Ibirapuera,5i4VqPmqxY89xWd19wgjbP,5 a Seco,1R9QfzgBmhk1spLg3BiU1f,0.0982,0.358,1,0.806,4,0.438,-8.117,0.461,2.17e-05,0.784,173.545
Tatame,7BihPX7lFFgJUAZx9RFp0i,33,242053,Ao Vivo No Auditório Ibirapuera,5i4VqPmqxY89xWd19wgjbP,5 a Seco,1R9QfzgBmhk1spLg3BiU1f,0.0499,0.829,0,0.963,9,0.563,-9.357,0.325,0.000265,0.657,149.467
Vou Mandar Pastar,5n4FjTmVJPy1lopRFzy8L2,34,215400,Ao Vivo No Auditório Ibirapuera,5i4VqPmqxY89xWd19wgjbP,5 a Seco,1R9QfzgBmhk1spLg3BiU1f,0.077,0.567,0,0.701,7,0.631,-7.622,0.242,1.03e-06,0.644,97.647
Deixe Estar,3ZxRJtFYRdDtmn8ltR4QFu,43,276760,Ao Vivo No Auditório Ibirapuera,5i4VqPmqxY89xWd19wgjbP,5 a Seco,1R9QfzgBmhk1spLg3BiU1f,0.0622,0.581,1,0.755,5,0.37,-10.078,0.275,0.000573,0.572,63.313
Areia,5DUziD9CW0Lo158aEfuc6Y,31,335338,Dilúvio,4xF0sKIusg9K97vbOqULfS,Dani Black,5DlaVYlcVjPYeC4QLZDBJa,0.03,0.524,1,0.251,6,0.751,-6.478,0.26,0.000174,0.547,99.977
Dilúvio,4IxdrPpmbjza1OvQtBxG1r,25,206740,Dilúvio,4xF0sKIusg9K97vbOqULfS,Dani Black,5DlaVYlcVjPYeC4QLZDBJa,0.102,0.397,1,0.121,1,0.728,-9.182,0.546,0.0,0.528,138.966
Linha Tênue,5tHVgsjRftoD7zDCUJJgGY,27,235262,Dilúvio,4xF0sKIusg9K97vbOqULfS,Dani Black,5DlaVYlcVjPYeC4QLZDBJa,0.0375,0.969,0,0.0395,0,0.846,-5.322,0.23,0.0,0.583,127.088
Fora de Mim,25kUpxjhmPWd9Oxpttkpgi,23,233807,Dilúvio,4xF0sKIusg9K97vbOqULfS,Dani Black,5DlaVYlcVjPYeC4QLZDBJa,0.0443,0.29,1,0.178,9,0.695,-6.9,0.642,0.0,0.614,92.975
Seu Gosto,3nJzm0IJ92iLpE1HfWO24A,30,297826,Dilúvio,4xF0sKIusg9K97vbOqULfS,Dani Black,5DlaVYlcVjPYeC4QLZDBJa,0.143,0.576,0,0.0699,10,0.571,-7.544,0.521,0.000269,0.569,88.325
Bem Mais,37uKt0zuvQoULb9mnwRTHH,25,230368,Dilúvio,4xF0sKIusg9K97vbOqULfS,Dani Black,5DlaVYlcVjPYeC4QLZDBJa,0.0334,0.214,1,0.106,4,0.392,-11.724,0.892,0.000127,0.128,130.596
Só Sorriso,1Ip3tlYuwNiYpWTeCFZE8v,27,261607,Dilúvio,4xF0sKIusg9K97vbOqULfS,Dani Black,5DlaVYlcVjPYeC4QLZDBJa,0.0345,0.617,1,0.131,8,0.709,-8.97,0.664,1.57e-05,0.534,83.974
Não Não Não,4dSRgRF9eTVtxL48X7yD7h,21,237941,Dilúvio,4xF0sKIusg9K97vbOqULfS,Dani Black,5DlaVYlcVjPYeC4QLZDBJa,0.0375,0.467,1,0.0955,1,0.782,-10.125,0.804,0.000229,0.321,135.042
Ganhar Dinheiro,06NUnki88X6HUd1jpwPN4H,21,231040,Dilúvio,4xF0sKIusg9K97vbOqULfS,Dani Black,5DlaVYlcVjPYeC4QLZDBJa,0.0924,0.88,0,0.135,9,0.859,-7.608,0.34,0.000123,0.567,143.008
Ú,5xTZOhP3Fh7X08YOOd0LmJ,25,223456,Dilúvio,4xF0sKIusg9K97vbOqULfS,Dani Black,5DlaVYlcVjPYeC4QLZDBJa,0.0873,0.209,0,0.0975,4,0.589,-12.87,0.903,1.12e-06,0.211,115.881
Maior,7adPN1ZcvpByMsQaZiVNqo,44,299094,Dilúvio,4xF0sKIusg9K97vbOqULfS,Dani Black,5DlaVYlcVjPYeC4QLZDBJa,0.0511,0.346,1,0.0675,2,0.349,-8.538,0.799,0.0,0.419,174.374
You’re Not Home,0Ffty6Th0HMH7oGbI54eXS,60,331986,Cause And Effect (Deluxe),2V3ebysBMSaKfYUcsCWmKX,Keane,53A0W3U0s8diEn9RhXQhVz,0.0312,0.176,1,0.141,8,0.5,-12.305,0.883,0.0147,0.33,143.947
Love Too Much,0uQVkqWdjmjI2PyBeXHJDS,62,189186,Cause And Effect (Deluxe),2V3ebysBMSaKfYUcsCWmKX,Keane,53A0W3U0s8diEn9RhXQhVz,0.0595,0.712,0,0.106,1,0.56,-6.803,0.495,0.0,0.719,82.914
The Way I Feel,18mAggfWhdX9vcR4B5DwY3,60,246160,Cause And Effect (Deluxe),2V3ebysBMSaKfYUcsCWmKX,Keane,53A0W3U0s8diEn9RhXQhVz,0.0544,0.35,1,0.119,0,0.508,-6.919,0.0168,0.0,0.781,143.971
Put The Radio On,0Aek3ePf2ngYCn3ZabQmMg,59,251400,Cause And Effect (Deluxe),2V3ebysBMSaKfYUcsCWmKX,Keane,53A0W3U0s8diEn9RhXQhVz,0.0292,0.502,1,0.0788,1,0.558,-9.291,0.116,0.152,0.472,118.029
Strange Room,6gAfwouRpSAT1RAMtaSSeT,58,263320,Cause And Effect (Deluxe),2V3ebysBMSaKfYUcsCWmKX,Keane,53A0W3U0s8diEn9RhXQhVz,0.03,0.0745,1,0.0979,9,0.446,-15.112,0.782,0.0142,0.207,75.171
Stupid Things,6MmTICUGiQ0raoV9xqaKLn,64,229373,Cause And Effect (Deluxe),2V3ebysBMSaKfYUcsCWmKX,Keane,53A0W3U0s8diEn9RhXQhVz,0.115,0.618,1,0.175,4,0.571,-8.26,0.306,0.0,0.585,81.045
Phases,0H2igpX2q1sQw4BD9nsSe7,57,216760,Cause And Effect (Deluxe),2V3ebysBMSaKfYUcsCWmKX,Keane,53A0W3U0s8diEn9RhXQhVz,0.0278,0.701,1,0.0632,11,0.481,-7.945,0.00427,1.92e-06,0.663,181.923
I’m Not Leaving,7Ghf3xMHT75iJBbuerlCae,57,254280,Cause And Effect (Deluxe),2V3ebysBMSaKfYUcsCWmKX,Keane,53A0W3U0s8diEn9RhXQhVz,0.0287,0.559,0,0.11,0,0.581,-9.099,0.553,0.053,0.53,126.002
Thread,0jtCa3XLLrofXAuh3dQzy7,56,292253,Cause And Effect (Deluxe),2V3ebysBMSaKfYUcsCWmKX,Keane,53A0W3U0s8diEn9RhXQhVz,0.0273,0.179,1,0.104,8,0.576,-11.418,0.429,0.000189,0.351,105.962
Chase The Night Away,4UzRgkkgKbtnPbz3hBhyvS,56,243173,Cause And Effect (Deluxe),2V3ebysBMSaKfYUcsCWmKX,Keane,53A0W3U0s8diEn9RhXQhVz,0.0253,0.57,1,0.113,2,0.473,-8.186,0.159,0.0,0.687,175.953
I Need Your Love,0hYZEuOjA0u7LLLuOPx3cd,56,251133,Cause And Effect (Deluxe),2V3ebysBMSaKfYUcsCWmKX,Keane,53A0W3U0s8diEn9RhXQhVz,0.0305,0.271,1,0.0645,2,0.423,-10.971,0.582,0.0,0.375,146.928
New Golden Age - Bonus Track,5p4mOotB8KzLUuDLZ1wJnX,54,224373,Cause And Effect (Deluxe),2V3ebysBMSaKfYUcsCWmKX,Keane,53A0W3U0s8diEn9RhXQhVz,0.0431,0.753,1,0.218,1,0.533,-9.024,0.0698,5.54e-05,0.647,126.964
Difficult Year - Bonus Track,56Lfi2D8GHrX8xbiYOUwF6,53,208773,Cause And Effect (Deluxe),2V3ebysBMSaKfYUcsCWmKX,Keane,53A0W3U0s8diEn9RhXQhVz,0.0293,0.32,1,0.137,0,0.451,-9.807,0.615,0.0,0.343,80.898
The Way I Feel - Sea Fog Acoustic Session,1XCUcokRAfiHGP52sxR9QG,52,215440,Cause And Effect (Deluxe),2V3ebysBMSaKfYUcsCWmKX,Keane,53A0W3U0s8diEn9RhXQhVz,0.0618,0.741,1,0.185,0,0.692,-8.828,0.195,0.0,0.705,143.909
Stupid Things - Sea Fog Acoustic Session,0ifNjbHkGnbHSeSTdG2fPf,52,242333,Cause And Effect (Deluxe),2V3ebysBMSaKfYUcsCWmKX,Keane,53A0W3U0s8diEn9RhXQhVz,0.168,0.256,1,0.119,4,0.645,-10.79,0.828,1.26e-06,0.521,77.027
I'm Not Leaving - Sea Fog Acoustic Session,2LxYEN2K8ItzJ6oQnPbyYZ,52,249986,Cause And Effect (Deluxe),2V3ebysBMSaKfYUcsCWmKX,Keane,53A0W3U0s8diEn9RhXQhVz,0.0339,0.176,0,0.174,0,0.552,-10.054,0.814,0.000976,0.484,124.056
Let It Happen,2X485T9Z5Ly0xyaghN73ed,76,467586,Currents,79dL7FLiJFOO0EoehUHQBv,Tame Impala,5INjqkS1o8h1imAzPqGZBb,0.0443,0.577,0,0.111,1,0.602,-5.875,0.00462,0.0266,0.881,125.012
Nangs,1cCbsojaA6GIT7Y3zuMJ1q,64,107533,Currents,79dL7FLiJFOO0EoehUHQBv,Tame Impala,5INjqkS1o8h1imAzPqGZBb,0.181,0.434,1,0.128,0,0.536,-9.754,0.159,0.847,0.526,167.608
The Moment,1UYj8qTWjneZJDVjUMwMub,69,255413,Currents,79dL7FLiJFOO0EoehUHQBv,Tame Impala,5INjqkS1o8h1imAzPqGZBb,0.0468,0.451,1,0.0858,7,0.547,-6.036,0.000296,0.101,0.827,119.089
Yes I'm Changing,0xtIp0lgccN85GfGOekS5L,71,270680,Currents,79dL7FLiJFOO0EoehUHQBv,Tame Impala,5INjqkS1o8h1imAzPqGZBb,0.0316,0.354,1,0.0755,0,0.373,-7.0,0.108,0.000427,0.609,179.955
Eventually,5M4yti0QxgqJieUYaEXcpw,71,318591,Currents,79dL7FLiJFOO0EoehUHQBv,Tame Impala,5INjqkS1o8h1imAzPqGZBb,0.0325,0.155,0,0.0844,9,0.424,-6.217,0.0158,0.000389,0.615,77.935
Gossip,79chzfFIIq7cHkqcYYORk0,60,55413,Currents,79dL7FLiJFOO0EoehUHQBv,Tame Impala,5INjqkS1o8h1imAzPqGZBb,0.0369,0.347,0,0.104,11,0.547,-17.949,0.974,0.973,0.208,119.474
The Less I Know The Better,6K4t31amVTZDgR3sKmwUJJ,86,216320,Currents,79dL7FLiJFOO0EoehUHQBv,Tame Impala,5INjqkS1o8h1imAzPqGZBb,0.0284,0.785,1,0.167,4,0.64,-4.083,0.0115,0.00678,0.74,116.879
Past Life,4a9fW33mYR8LhXBOLUhbfF,63,228040,Currents,79dL7FLiJFOO0EoehUHQBv,Tame Impala,5INjqkS1o8h1imAzPqGZBb,0.0559,0.288,0,0.181,7,0.371,-7.196,0.211,0.00141,0.778,145.734
Disciples,2gNfxysfBRfl9Lvi9T3v6R,65,108546,Currents,79dL7FLiJFOO0EoehUHQBv,Tame Impala,5INjqkS1o8h1imAzPqGZBb,0.0334,0.8,1,0.398,5,0.661,-5.477,0.078,0.924,0.869,126.971
'Cause I'm A Man,2O99aywAVBhaPrsiJ6zbSS,68,241986,Currents,79dL7FLiJFOO0EoehUHQBv,Tame Impala,5INjqkS1o8h1imAzPqGZBb,0.0337,0.641,1,0.14,9,0.547,-4.969,0.108,0.00301,0.695,144.684
Reality In Motion,3I7OmVsk4Hm5LBbs2GmhlD,63,252026,Currents,79dL7FLiJFOO0EoehUHQBv,Tame Impala,5INjqkS1o8h1imAzPqGZBb,0.0581,0.472,1,0.372,2,0.536,-4.993,0.154,0.000788,0.915,115.037
Love/Paranoia,5h9hkYIBWTZYFRmF6Iz1gt,65,185773,Currents,79dL7FLiJFOO0EoehUHQBv,Tame Impala,5INjqkS1o8h1imAzPqGZBb,0.0333,0.354,1,0.171,5,0.502,-5.528,0.0055,0.0,0.699,111.024
"New Person, Same Old Mistakes",52ojopYMUzeNcudsoz7O9D,71,363240,Currents,79dL7FLiJFOO0EoehUHQBv,Tame Impala,5INjqkS1o8h1imAzPqGZBb,0.0495,0.49,1,0.0491,8,0.47,-6.74,0.272,0.00671,0.809,151.836
Coisa Linda,6o0rGxp5tdtX8cmqXwVIwE,69,178718,Troco Likes,7pPgZtAzIIBd9rMk3s3MsH,Tiago Iorc,4iWkwAVzssjb8XgxdoOL6M,0.0279,0.202,1,0.097,1,0.634,-9.325,0.405,0.00819,0.489,93.969
Flor de Lis,1TX4h6MrIZ0K3r4OOG11WO,63,225266,A Voz e o Violão,75BwBy0LF4uPuViycU0Agf,Djavan,5rrmaoBXZ7Jcs4Qb77j0YA,0.0493,0.781,0,0.0622,2,0.549,-16.202,0.223,0.0,0.502,85.793
Paciência,6gBlkT2u5P7UyZUYH8WnKz,63,284293,Na Pressão,18gEdE7EJMpVeBCSDZgOdG,Lenine,4YLBdrR3DVSMncm785NH6C,0.0347,0.124,1,0.101,7,0.627,-10.327,0.831,0.0118,0.338,108.634
Devolva-Me (Ao Vivo),5sz2LrG6jY6u7U0g2k7kws,63,131426,Público,5rZSelFMehsRmVV0wBlqTR,Adriana Calcanhotto,72f733zGuCPEzCSLs9wOVi,0.0292,0.183,1,0.605,10,0.453,-10.907,0.554,0.0,0.284,98.974
Aonde Quer Que Eu Vá,0NFVg74sSsdU1gNc9xfpIO,68,257333,Arquivo II 1991 - 2000,00NPVQ0890CmxIQcw61Rd6,Os Paralamas Do Sucesso,7EM9m7HOXxVgP9oEpDDv70,0.0273,0.316,1,0.101,0,0.6,-7.972,0.509,0.303,0.537,78.049
Amado,1h0f2T0DT3EVYnURyV8Rtu,60,249973,Sim,0deZTBaASnRuOxp2IcnTBN,Vanessa Da Mata,57pVvBwa3ZCR9LsVlkLXj7,0.0352,0.274,1,0.0699,0,0.696,-10.493,0.658,0.00137,0.27,148.062
Apenas Mais uma de Amor,6YNCE5qtrTa7YcnAOAEsDQ,72,218266,Lulu Acústico,14xCfgcBE9uCrwwR36NoVB,Lulu Santos,0A1oy7PC7fdzURgaLaWkL1,0.0345,0.262,1,0.735,5,0.39,-13.509,0.0563,0.0,0.355,165.961
A noite,06XSmh92M0FIYNGC4Ss0CX,63,218040,Esmeraldas (Álbum Comentado),6EtAuxIwZCEuUZEqn2DwII,Tiê,5rTjH3aABAmPM5B6DZebZ7,0.0363,0.221,1,0.112,0,0.648,-10.475,0.822,2.41e-05,0.31,140.01
Minha Felicidade,6vARbzVXg90V8fYmgks5u3,60,229480,Todo Caminho É Sorte (álbum Comentado),1M3RZvnxDHr86aXG0eXIZS,Roberta Campos,5CC2At3k0Xnyc5s9yHdyax,0.0296,0.439,0,0.177,9,0.611,-11.378,0.448,1.47e-06,0.475,123.92
The Scientist,75JFxkI2RXiU7L9VXzMkle,85,309600,A Rush of Blood to the Head,0RHX9XECH8IVI3LNgWDpmQ,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,0.0243,0.212,1,0.11,5,0.56,-7.224,0.727,1.71e-05,0.442,146.448
"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",6nLvaCZFR1wEzW3sIKpsnr,74,233733,Back To Black (Deluxe Edition),0E4xv5gPjykrwBgBZzI8XG,Amy Winehouse,6Q192DXotxtaysaqNPy5yR,0.0348,0.684,0,0.167,5,0.772,-5.743,0.744,0.0,0.371,96.574
Gravity,3SktMqZmo3M9zbB7oKMIF7,77,245826,Continuum,1Xsprdt1q9rOzTic7b9zYM,John Mayer,0hEurMDQu99nJRq8pTxO14,0.0342,0.237,1,0.24,7,0.764,-9.883,0.731,0.0013,0.326,123.98
Yesterday - Remastered 2009,3BQHpFgAp4l80e1XslIjNI,80,125666,Help! (Remastered),0PT5m6hwPRrpBwIHVnvbFX,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,0.0326,0.315,1,0.0886,5,0.332,-11.83,0.879,0.0,0.179,96.529
For No One - Remastered 2009,1kDkaFlmkdEZiVUogaP9OZ,64,119813,Revolver (Remastered),3PRoXYsngSwjEQWR5PsHWR,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,0.0278,0.713,0,0.115,1,0.483,-10.487,0.783,0.0,0.351,81.208
Trouble,0R8P9KfGJCDULmlEoBagcO,73,273426,Parachutes,6ZG5lRT77aJ3btmArcykra,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,0.0321,0.19,0,0.17,11,0.561,-7.496,0.189,0.00157,0.547,139.755
Lua Cheia,6bvPoSZEoHJOALlKPF6sq1,40,218560,Síntese,1zBcaUh6e9ITJEIrUQp6vo,5 a Seco,1R9QfzgBmhk1spLg3BiU1f,0.0343,0.638,0,0.111,11,0.51,-10.714,0.426,0.0,0.301,154.178
Em Paz,0elelcR0gGcMhNRRQ4kv46,50,172773,Flor do Caribe,0P72YYrZtrpirRdIXww4H0,Maria Gadú,3uCu2WgyG0Iw50ylOYDSpH,0.0255,0.199,1,0.1,3,0.492,-9.495,0.871,0.0,0.34,91.892
Sozinho - Ao Vivo,02a8cGumnKuEPgoCzmalJp,62,190496,Prenda Minha,4HCs1WxdaCTb8S1TlgUG9C,Caetano Veloso,7HGNYPmbDrMkylWqeFCOIQ,0.155,0.576,0,0.909,11,0.591,-14.709,0.595,0.00027,0.296,118.835
Lanterna Dos Afogados,3uezVXXzZZUCjqPRC9JA6u,62,189533,Big Bang,0EGbtOpzEv1YmH1AjdlIUm,Os Paralamas Do Sucesso,7EM9m7HOXxVgP9oEpDDv70,0.0255,0.487,1,0.0966,11,0.716,-8.503,0.128,0.00484,0.596,113.278
Os Cegos do Castelo - Ao Vivo,5Kayf37CYgsWqgkWMTHZPu,57,296773,Acústico MTV,2zu9De5vcXBYGg0X9g5LV8,Titãs,2euX7vCVnJy3TVEGfc0RCl,0.0365,0.632,1,0.698,5,0.57,-8.234,0.0741,0.000278,0.848,89.169
A Outra,42lqBT5a04LkFHjiuVVBHY,47,215200,Ventura,7KMAiyOVyJLIqWxsWD7Lmd,Los Hermanos,7Brxri4l1ATShikyHXsEr6,0.0274,0.52,0,0.126,6,0.678,-7.959,0.555,0.282,0.603,114.069
Até Ontem,688x68emWgowTCHnsfnZU4,35,274666,Eu Não Sou Boa Influência pra Você,3UAkGQKLrPhS0Qasld0sp6,Seu Pereira e Coletivo 401,5dk0R5am4zMYmG6uyZwfkW,0.0278,0.171,1,0.0907,4,0.618,-7.869,0.31,0.00125,0.375,112.09
Sentimental,0GNZ9ACooQwapwrThhFfSN,28,309266,Box Los Hermanos,1bnHFJghwZlvzvW7kx01S7,Los Hermanos,7Brxri4l1ATShikyHXsEr6,0.0287,0.24,1,0.112,6,0.646,-10.214,0.124,0.0119,0.384,128.009
Conversa de Botas Batidas,7EcREqGWxuedCqdhoUK93t,24,240800,Box Los Hermanos,1bnHFJghwZlvzvW7kx01S7,Los Hermanos,7Brxri4l1ATShikyHXsEr6,0.0277,0.792,1,0.163,5,0.681,-7.436,0.276,0.0185,0.474,133.085
Veja Bem Meu Bem,0mzMiljZYYAdt0uABVpMaF,21,280306,Box Los Hermanos,1bnHFJghwZlvzvW7kx01S7,Los Hermanos,7Brxri4l1ATShikyHXsEr6,0.0465,0.371,1,0.105,8,0.544,-12.809,0.158,0.0102,0.277,128.473
"Sitting, Waiting, Wishing",1dnXuEuApvuVqQCn0v9McL,70,183720,In Between Dreams,2B9q4KPjOEYu885Keo9dfX,Jack Johnson,3GBPw9NK25X1Wt2OUvOwY3,0.0264,0.556,1,0.104,0,0.766,-7.25,0.227,1.5e-05,0.547,105.01
Slow Dancing in a Burning Room,2jdAk8ATWIL3dwT47XpRfu,78,242000,Continuum,1Xsprdt1q9rOzTic7b9zYM,John Mayer,0hEurMDQu99nJRq8pTxO14,0.0273,0.288,0,0.0805,1,0.668,-8.69,0.573,0.00506,0.361,134.15
Dreaming with a Broken Heart,7keXdrB4mz57u4b8YkCwag,68,245746,Continuum,1Xsprdt1q9rOzTic7b9zYM,John Mayer,0hEurMDQu99nJRq8pTxO14,0.03,0.157,1,0.201,0,0.608,-9.316,0.557,0.00892,0.351,135.976
Never on the Day You Leave,3TQbr3G3U5wlwEJejmqC1F,63,220866,The Search for Everything,0jZFu2tihRJ65iYAo0oOtP,John Mayer,0hEurMDQu99nJRq8pTxO14,0.026,0.22,1,0.138,2,0.535,-8.61,0.73,1.24e-05,0.354,139.889
Heartbreak Warfare,4gs07VlJST4bdxGbBsXVue,68,269720,Battle Studies,1V5vQRMWTNGmqwxY8jMVou,John Mayer,0hEurMDQu99nJRq8pTxO14,0.0225,0.311,1,0.299,2,0.624,-8.113,0.191,0.00131,0.554,97.031
I'm Gonna Find Another You,0bYDebBlQxsDR4hCgbbpOW,59,163026,Continuum,1Xsprdt1q9rOzTic7b9zYM,John Mayer,0hEurMDQu99nJRq8pTxO14,0.0303,0.279,1,0.0763,9,0.517,-9.925,0.818,0.00809,0.344,75.285
Come Back to Bed,1wU7z5XE8oa66ZvUlYAKfK,57,323706,Heavier Things,6WivmTXugLZLmAWnZhlz7g,John Mayer,0hEurMDQu99nJRq8pTxO14,0.0267,0.353,1,0.111,9,0.482,-4.485,0.392,0.0208,0.55,114.435
You're Gonna Live Forever in Me,51lPx6ZCSalL2kvSrDUyJc,67,190013,The Search for Everything,0jZFu2tihRJ65iYAo0oOtP,John Mayer,0hEurMDQu99nJRq8pTxO14,0.0316,0.32,1,0.156,7,0.538,-14.104,0.983,0.00522,0.131,136.149
Não,7EaxLW81WCgYuHSu6UBcMa,58,237586,Recomeçar,5MCqEdFGL3K7ZZavFcJdhb,Tim Bernardes,5SVFuUaS3BKAdJs6I8rVa4,0.0416,0.194,1,0.118,4,0.438,-13.709,0.822,0.0,0.0928,143.49
Pensando Bem,0m7belwSddHEXz2mjlWSGi,53,199906,Síntese,1zBcaUh6e9ITJEIrUQp6vo,5 a Seco,1R9QfzgBmhk1spLg3BiU1f,0.0282,0.251,1,0.108,9,0.615,-11.005,0.248,1.41e-05,0.438,122.878
Easily,3TpXajg1nKzG3ngc9tBwrD,69,210240,Easily,6q8ucEDesX2Tk4F864VcYB,Bruno Major,0hDjKSKjl1DC7ovYTDJHe8,0.0481,0.357,0,0.144,7,0.772,-8.545,0.491,0.00612,0.256,118.902
Next To You - Remastered 2003,4DPOoRhgBJf73mmkxmNAax,1,171500,Outlandos D'Amour (Remastered),3D9JqZG5Q1ptOJr8ZQ0j7I,The Police,5NGO30tJxFlKixkPSgXcFE,0.0666,0.61,0,0.088,4,0.407,-6.181,0.0454,1.26e-05,0.975,175.246
King Of Pain - Remastered 2003,2PcOjiz52Q0ink53o1bT5U,6,299040,Synchronicity (Remastered),28eOriEfl7IGbQDNvWIWXK,The Police,5NGO30tJxFlKixkPSgXcFE,0.0338,0.646,1,0.0671,2,0.518,-8.854,0.389,0.000192,0.725,124.151
So Lonely - Remastered 2003,3awlW6flEG4juGnGCduWw9,13,288250,Outlandos D'Amour (Remastered),3D9JqZG5Q1ptOJr8ZQ0j7I,The Police,5NGO30tJxFlKixkPSgXcFE,0.16,0.73,1,0.0899,7,0.541,-8.308,0.0123,1.55e-06,0.571,77.335
Roxanne - Remastered 2003,3FmAUR4SPWa3P1KyDf21Fu,24,191500,Outlandos D'Amour (Remastered),3D9JqZG5Q1ptOJr8ZQ0j7I,The Police,5NGO30tJxFlKixkPSgXcFE,0.361,0.662,1,0.0477,0,0.618,-8.905,0.0384,4.1e-06,0.748,134.001
Can't Stand Losing You - Remastered 2003,0pDxbvUwGPxPukxA08DfvP,3,178760,Outlandos D'Amour (Remastered),3D9JqZG5Q1ptOJr8ZQ0j7I,The Police,5NGO30tJxFlKixkPSgXcFE,0.3,0.891,0,0.0518,2,0.737,-5.299,0.0701,0.000933,0.789,141.969
Truth Hits Everybody - Remastered 2003,6vupeXrFFCI1kwIokTgGhf,0,174960,Outlandos D'Amour (Remastered),3D9JqZG5Q1ptOJr8ZQ0j7I,The Police,5NGO30tJxFlKixkPSgXcFE,0.0615,0.624,1,0.219,9,0.436,-6.682,0.0429,0.000733,0.939,164.814
Synchronicity I - Remastered 2003,4J6pO5yKVyHKsYiahk8oZ7,2,202250,Synchronicity (Remastered),28eOriEfl7IGbQDNvWIWXK,The Police,5NGO30tJxFlKixkPSgXcFE,0.0494,0.438,1,0.0802,7,0.419,-9.246,0.00399,0.0293,0.912,197.17
Walking In Your Footsteps - Remastered 2003,0UD8XYV7rmmrOHGhhFQwkE,0,216250,Synchronicity (Remastered),28eOriEfl7IGbQDNvWIWXK,The Police,5NGO30tJxFlKixkPSgXcFE,0.0478,0.95,0,0.117,11,0.61,-14.71,0.92,0.268,0.529,196.941
Synchronicity II - Remastered 2003,3jJelhat4qausO64fnYoUg,3,300466,Synchronicity (Remastered),28eOriEfl7IGbQDNvWIWXK,The Police,5NGO30tJxFlKixkPSgXcFE,0.0413,0.567,1,0.333,2,0.414,-8.714,0.0675,0.0047,0.851,158.907
Every Breath You Take - Remastered 2003,5C0LFQARavkPpn7JgA4sLk,31,253250,Synchronicity (Remastered),28eOriEfl7IGbQDNvWIWXK,The Police,5NGO30tJxFlKixkPSgXcFE,0.0348,0.74,1,0.0701,1,0.82,-9.796,0.543,0.00294,0.452,117.401
Wrapped Around Your Finger - Remastered 2003,6XloazWCEpPUUJa0REqBXB,6,313706,Synchronicity (Remastered),28eOriEfl7IGbQDNvWIWXK,The Police,5NGO30tJxFlKixkPSgXcFE,0.0345,0.608,0,0.0631,9,0.747,-11.522,0.0904,0.000185,0.448,127.689
Tea In The Sahara - Remastered 2003,5OsLJBTc1pQJRxs7us0xMZ,2,259493,Synchronicity (Remastered),28eOriEfl7IGbQDNvWIWXK,The Police,5NGO30tJxFlKixkPSgXcFE,0.0484,0.338,0,0.0918,1,0.555,-18.21,0.131,0.0002,0.243,137.928
Murder By Numbers - Remastered 2003,5FrAdSAplDILGyvUPwym5M,1,276133,Synchronicity (Remastered),28eOriEfl7IGbQDNvWIWXK,The Police,5NGO30tJxFlKixkPSgXcFE,0.153,0.803,0,0.0908,11,0.668,-11.24,0.0257,2.56e-05,0.507,144.785
Message In A Bottle - Remastered 2003,3bN4tg6rnNPy9GCkGhym4T,20,290280,Reggatta De Blanc (Remastered),4dB2uBf7IEazBMreDVZmB2,The Police,5NGO30tJxFlKixkPSgXcFE,0.039,0.869,0,0.221,1,0.577,-7.04,0.0338,1.33e-05,0.808,151.008
Bring On The Night - Remastered 2003,3ICRVhH1mviNzbUg5kjuri,3,255213,Reggatta De Blanc (Remastered),4dB2uBf7IEazBMreDVZmB2,The Police,5NGO30tJxFlKixkPSgXcFE,0.0633,0.773,1,0.0779,2,0.727,-11.7,0.0566,0.003,0.627,109.603
