album,album_id,artist,artist_id,duration_ms,id,name,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
EVERYTHING IS LOVE,7jbdod8XNRfe2nIhppht46,The Carters,4fpTMHe34LC5t3h5ztK8qu,264853,62GXGpd73vslqIBHq8XqOx,APESHIT,69,0.0131,0.706,0.785,0.0,2,0.164,-6.475,1,0.271,160.033,0.377
Without Warning,0MV1yCXcNNQBfwApqAVkH0,Offset,4DdkRBBYG6Yk9Ka8tdJ9BW,172800,7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (& Metro Boomin),83,0.149,0.88,0.428,5.07e-05,9,0.114,-8.28,1,0.206,100.007,0.333
Without Warning,0MV1yCXcNNQBfwApqAVkH0,21 Savage,1URnnhqYAYcrqrcwql10ft,189800,7vbjH8laThXpcBXeLNPm3M,Run Up the Racks,60,0.141,0.825,0.364,0.311,2,0.195,-7.635,0,0.121,153.028,0.177
Queen,2acDkDTWdNFie1HjcFa4Ny,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,370440,03It1uO69CjGWP3yyVe465,Chun Swae (feat. Swae Lee),60,0.0656,0.848,0.421,0.00151,10,0.136,-8.025,0,0.0648,141.01,0.212
FATHER OF 4,6bPpXqJRpjwy0hLyUGtzYc,Offset,4DdkRBBYG6Yk9Ka8tdJ9BW,244941,7pMRoGLEJuFM2wl5pt0R99,Legacy (feat. Travis Scott & 21 Savage),74,0.178,0.844,0.513,0.0,1,0.0845,-8.769,1,0.335,128.085,0.344
Perfect Timing,2MeKtlPqTL90MGhf4BZnQ6,NAV,7rkW85dBwwrJtlHRDkJDAC,177026,7yLuOOJp3VeakV57c4Lwgp,Perfect Timing (Intro),0,0.0672,0.78,0.476,0.00046,8,0.222,-10.037,1,0.235,76.995,0.205
Perfect Timing,2MeKtlPqTL90MGhf4BZnQ6,NAV,7rkW85dBwwrJtlHRDkJDAC,215066,6vLrN5q3FiQQGQ6LtHmadx,Call Me,1,0.444,0.672,0.39,0.00166,9,0.124,-8.552,0,0.111,170.086,0.134
Views,3hARKC8cinq3mZLLAEaBh9,Drake,3TVXtAsR1Inumwj472S9r4,241400,2YuurylylBcB0fJ8ho5soN,Childs Play,4,0.0173,0.691,0.482,7.1e-06,1,0.197,-11.14,1,0.231,160.027,0.305
AT.LONG.LAST.A$AP,3arNdjotCvtiiLFfjKngMc,A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,260986,2N3U8uTYhjX2KwGT0pf5x0,Everyday,75,0.0101,0.394,0.661,0.0,4,0.343,-8.684,1,0.193,149.822,0.335
Section.80,13WjgUEEAQp0d9JqojlWp1,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,215509,2MYl0er3UZ1RlKwRb5LODh,A.D.H.D,39,0.33,0.609,0.799,0.0,9,0.108,-6.883,1,0.24,157.74,0.582
The Way I'm Living Makes My Mom Nervous,66S2DkLxUaWaWuuhcyCCoj,WELL$,0LHzh8WdqxdtnTzp0XIOyZ,160829,75ubRdFuteS8EkIINGYbvv,Young Man,39,0.0358,0.572,0.564,0.000849,10,0.401,-10.018,0,0.0734,107.986,0.211
The Future Is Now,553dWgdmE89xioa8E7ftjD,Non Phixion,0bWOVEEzzkEIqsSZoXt8KW,247040,7sUsTXU3Cku9mm13ctNelG,Black Helicopters,37,0.106,0.634,0.81,0.0,6,0.0736,-4.908,0,0.127,88.459,0.649
"good kid, m.A.A.d city (Deluxe)",748dZDqSZy6aPXKcI9H80u,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,310720,5h5tBFnbcVioFXiOixTn6E,"Bitch, Don’t Kill My Vibe",67,0.0152,0.587,0.698,0.0,1,0.442,-8.948,1,0.0943,133.954,0.0985
The Heart Part 4,6MZYX6ylSeEGDL1DOXGoQF,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,288554,41eiwHEX8iegmqmS2cf7oX,The Heart Part 4,1,0.501,0.672,0.434,0.000125,9,0.272,-15.218,0,0.765,129.209,0.54
Tha Carter V,50yFYgKdwJANZ5O9MIbMkg,Lil Wayne,55Aa2cqylxrFIXC767Z865,324189,0dbTQYW3Ad1FTzIA9t90E8,Mona Lisa (feat. Kendrick Lamar),74,0.371,0.855,0.694,0.0,2,0.109,-4.393,1,0.169,122.078,0.49
My Beautiful Dark Twisted Fantasy,6LBiuhK7PZKjVXyMfPxPoh,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,397666,3VZc8N6q192Z0mKIoGQtRP,So Appalled,1,0.242,0.65,0.752,0.0,1,0.686,-5.743,0,0.287,87.216,0.589
AT.LONG.LAST.A$AP,3arNdjotCvtiiLFfjKngMc,A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,227426,0rBMP6VVGRgwnzZCLpijyl,Canal St.,68,0.308,0.696,0.583,0.0,3,0.0964,-9.351,0,0.301,137.079,0.524
HNDRXX,1P8NvRvykmDrKyfglMerMv,Future,1RyvyyTE3xzB2ZywiAwp0i,254369,3mRcWCyteY2133a7xVMrYw,Comin Out Strong (feat. The Weeknd),25,0.29,0.628,0.481,0.0,1,0.118,-7.775,1,0.475,108.761,0.33
Perfect Timing,2MeKtlPqTL90MGhf4BZnQ6,NAV,7rkW85dBwwrJtlHRDkJDAC,208866,7FnrYEnZ1ZtapZ5fFbbKZB,Both Sides,0,0.28,0.744,0.482,0.000368,1,0.26,-8.842,1,0.333,140.052,0.273
Without Warning,0MV1yCXcNNQBfwApqAVkH0,21 Savage,1URnnhqYAYcrqrcwql10ft,231786,6m6Oy3F6GG0zRwH03rWmTv,Still Serving,61,0.413,0.926,0.544,9.54e-05,5,0.112,-6.827,1,0.0727,115.951,0.656
i am > i was,007DWn799UWvfY1wwZeENR,21 Savage,1URnnhqYAYcrqrcwql10ft,233039,2FUNBaa5DwItJtYEBgAblU,monster,74,0.158,0.89,0.607,0.000228,9,0.118,-6.916,0,0.124,134.022,0.224
Queen,2acDkDTWdNFie1HjcFa4Ny,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,224893,3ig3X70suAwUn4oDnQaMru,Sir (feat. Future),52,0.343,0.696,0.493,0.00015,11,0.206,-7.57,1,0.152,142.976,0.146
Savage Mode,4I3EcXD4e3KcEoDJfFEZ5b,21 Savage,1URnnhqYAYcrqrcwql10ft,258880,6fwdbPMwP1zVStm8FybmkO,X (feat. Future),75,0.373,0.835,0.413,0.00133,1,0.101,-9.81,1,0.396,149.004,0.111
FUTURE,4YtTX4GPvBvewbJvBfXCS2,Future,1RyvyyTE3xzB2ZywiAwp0i,204600,3rOSwuTsUlJp0Pu0MkN8r8,Mask Off,46,0.0102,0.833,0.434,0.0219,2,0.165,-8.795,1,0.431,150.062,0.281
"Passion, Pain & Demon Slayin'",5bCk3kWAy2JbbTfHqzZCII,Kid Cudi,0fA0VVWsXO9YnASrzqfmYu,285520,6WSBZroxQaO3FYEpT2ACFH,Baptized In Fire,64,0.596,0.669,0.599,0.0366,4,0.116,-8.347,0,0.222,152.05,0.762
That Far,37wvOq7R2HJjDdT8d6OmfQ,6LACK,4IVAbR2w4JJNJDDRFP3E83,185865,5iEHFuz0pXVHFV7HYIG6ft,That Far,2,0.241,0.909,0.604,1.15e-05,10,0.0934,-4.778,0,0.242,111.857,0.249
OTW,0c4JocKlxYfBjZep8TJkcI,Khalid,6LuN9FCkKOj5PcnpouEgny,263013,6Hgh47WXVKtXN5zGOu0hjI,OTW,80,0.183,0.652,0.678,3.26e-05,2,0.106,-6.183,1,0.0541,72.989,0.28
If You're Reading This It's Too Late,2bfWH730j0HtAJrNcg1LuP,Drake,3TVXtAsR1Inumwj472S9r4,294973,6Zmu6xxHXVYccyNKxHvZCD,Star67,2,0.747,0.521,0.392,8.81e-06,3,0.198,-7.88,1,0.17,91.938,0.166
Hair Down (feat. Kendrick Lamar),5w27XydFTwAPV5GjsWya37,SiR,3QTDHixorJelOLxoxcjqGx,217005,6sq5mqtS3jwJjvBHALknJH,Hair Down (feat. Kendrick Lamar),73,0.208,0.804,0.509,0.00011,8,0.314,-10.833,0,0.132,120.074,0.472
DAMN.,7wbJhbCvhPfbK1CLAkpq25,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,208733,6rZssCJPEdQnyeEdNLKsr8,ELEMENT.,5,0.219,0.73,0.686,0.0,4,0.211,-4.713,0,0.491,189.889,0.459
Potato Salad,02KFVEA5tnY0YnypmWY1tz,"Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,182493,1jzIJcHCXneHw7ojC6LXiF,Potato Salad,75,0.308,0.538,0.612,0.0,2,0.213,-6.02,1,0.424,168.197,0.684
The Sunset Tapes: A Cool Tape Story,5SEBhuhm9MbbRg3YOOuaCR,Jaden,0xOeVMOz2fVg5BJY3N6akT,179333,7ynAgAdnTA6gIpCHwQTjRK,A Calabasas Freestyle,55,0.141,0.707,0.746,0.0141,0,0.145,-5.448,1,0.172,82.477,0.381
435,5wWkfNvfwMfQFbas9Gjggq,"Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,93840,5xJeZ6tLPOXNIrrphEIuay,435,58,0.00247,0.539,0.804,0.000185,10,0.463,-5.504,0,0.172,85.752,0.798
"good kid, m.A.A.d city (Deluxe)",748dZDqSZy6aPXKcI9H80u,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,324533,4F8rYEoiBjPaRgQXLVtN5a,The Art of Peer Pressure,56,0.286,0.555,0.611,0.00106,10,0.273,-9.216,0,0.356,94.939,0.411
Tunnel Vision,1RIFk4qpCnxlhuR474TSm2,Kodak Black,46SHBwWsqBkxI7EeeBEQG7,268186,2BoS7pU92MQtynhQ0cZOLT,Tunnel Vision,60,0.0576,0.497,0.489,9.91e-05,11,0.122,-7.724,0,0.294,171.853,0.231
Will Rap for Food [Deluxe Edition],66zaCgEmfljH2dcgL2AqRw,Cunninlynguists,7EA0bLf8dXCIUkwC3lnaJa,294366,5H2YhcHELT3AJuJ4ntinqU,Missing Children [Deluxe Edition] (feat. Braille),23,0.205,0.653,0.615,0.00517,9,0.258,-11.645,0,0.259,94.078,0.598
ASTROWORLD,41GuZcammIkupMPKH2OJ6I,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,185610,4SZepBIPDRwPaHIjAKwRDb,R.I.P. SCREW,75,0.389,0.607,0.609,1.6e-05,0,0.111,-5.978,0,0.291,74.946,0.556
DAYTONA,07bIdDDe3I3hhWpxU6tuBp,Pusha T,0ONHkAv9pCAFxb0zJwDNTy,176026,4LKSaRoKNnlpKXTT663BrT,Santeria,61,0.142,0.621,0.678,0.0,8,0.098,-4.104,1,0.197,88.677,0.0883
Recovery,3PogVmhNucYNfyywZvTd7F,Eminem,7dGJo4pcD2V6oG8kP0tJRR,298893,2wqRrl8N9ykR30rAe5gcCv,Going Through Changes,2,0.0203,0.69,0.892,0.0,0,0.0603,-4.09,1,0.256,86.054,0.343
1992 Deluxe,0HDrblLFAsyyytu3xKtbnL,Princess Nokia,6lay1nwbE6hTx1jivysUAL,158000,24KoIpgWtURFwbD1GhIKZM,Brick City,39,0.0234,0.553,0.77,0.0,1,0.0939,-6.497,1,0.31,189.957,0.481
LONG.LIVE.A$AP (Deluxe Version),1E1eyI5uGllppJZCxNoF9w,A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,233880,6BYVAEPmqWVUSqtrQpvLTT,Phoenix,4,0.577,0.65,0.508,0.00372,9,0.0792,-11.227,0,0.135,143.96,0.504
The Life Of Pablo,7gsWAHLeT0w7es6FofOXk1,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,251573,66Q3fAmSX5eHamgbKa9alP,Real Friends,71,0.268,0.445,0.746,0.00033,6,0.138,-6.281,0,0.456,170.612,0.121
The Life Of Pablo,4xM1pUHZp9HsuKNxyOQDR0,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,323302,2lVdXzMQ0n4u7VlDb4pLTL,30 Hours,1,0.0339,0.819,0.809,0.0,7,0.1,-6.724,1,0.292,95.091,0.361
DAYTONA,07bIdDDe3I3hhWpxU6tuBp,Pusha T,0ONHkAv9pCAFxb0zJwDNTy,195733,3HgA5R5alihocnOYE9ihpS,Hard Piano,58,0.0347,0.582,0.778,0.0,4,0.21,-3.776,0,0.178,82.193,0.205
NASIR,66EwBbt2kPgugo8Wz0SKAw,Nas,20qISvAhX20dpIbOOzGK3q,250760,0BSPhsCKfwENstErymcD80,Adam and Eve,61,0.0453,0.624,0.803,0.0,9,0.318,-5.107,0,0.218,92.401,0.172
NASIR,66EwBbt2kPgugo8Wz0SKAw,Nas,20qISvAhX20dpIbOOzGK3q,452504,3XaNHbNa9Chz9plhRpcaof,everything,54,0.474,0.569,0.541,0.0,9,0.254,-6.036,1,0.381,82.423,0.206
The Big Day,7bgi7zCoDsZdlLKPonHZqP,Chance the Rapper,1anyVhU62p31KFi8MEzkbf,186784,1CHhAINmT48RpXE5owAo3Q,Big Fish,65,0.319,0.822,0.598,0.0,4,0.109,-6.804,0,0.37,176.046,0.595
Culture II,7fd7SEK25VS3gJAUgSwL6y,Migos,6oMuImdp5ZcFhWP0ESe6mG,255378,0wbnC9AUenxp613TYaJsGK,Narcos,75,0.0146,0.936,0.588,0.0,7,0.139,-6.948,0,0.136,124.987,0.238
Perfect Ten,2WrNHOba5u6P9S9xEboaUy,Mustard,0YinUQ50QDB7ZxSCLyQ40k,192470,3j84U36KvLeXNDPv4t5pI8,Pure Water (with Migos),85,0.174,0.682,0.559,0.0,0,0.344,-5.545,1,0.127,202.015,0.137
DiCaprio 2,2oI6gtIXrvNiL2VEMmj5kY,JID,6U3ybJ9UHNKEdsH7ktGBZ7,156780,22WV03i2lBbwNVCE1g671p,151 Rum,73,0.155,0.756,0.867,0.00285,7,0.33,-3.626,1,0.162,129.983,0.666
No Flag,4eGt5BVGxdgwgYD6yxXUSD,London On Da Track,5Nf5yishRW9Ye174sJISkg,212383,1tyjWMMINb9S0YBynTvJ7s,No Flag,58,0.0856,0.809,0.58,0.0,1,0.115,-7.253,1,0.348,157.961,0.146
Quality Control: Control The Streets Volume 1,4ZbkPDrQtuYyjX22ae7aCX,Quality Control,6i392l38cR3uBPF0DbNs7S,241505,0JplPzjkOGc8bbwYIjxDQF,Bosses Don't Speak,0,0.0457,0.823,0.487,0.0,2,0.107,-8.361,1,0.404,154.915,0.146
Bad Company (feat. BlocBoy JB),2IB4u7CExI80gM2KbkDtDp,A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,183809,3ZYwSDF9knZI0RVlKR4PHC,Bad Company (feat. BlocBoy JB),66,0.0679,0.901,0.529,0.0,8,0.536,-7.94,1,0.413,144.941,0.343
Pull Up N Wreck (With Metro Boomin),6oFb2RK4EdAe7PhD34709R,Big Sean,0c173mlxpT3dSFRgMO8XPh,227706,237o8oWMAW6N5YkwbLmQJp,Pull Up N Wreck (With Metro Boomin),0,0.0109,0.596,0.438,0.000106,10,0.173,-7.307,1,0.478,115.884,0.104
7 EP,4IRiXE5NROxknUSAUSjMoO,Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,114893,6fTt0CH2t0mdeB2N9XFG5r,Panini,92,0.342,0.703,0.594,0.0,5,0.123,-6.146,0,0.0752,153.848,0.475
ERYS (Deluxe),6cKBoHXh7dKn2gVsGniZ58,Jaden,0xOeVMOz2fVg5BJY3N6akT,162220,1VVLcJNUT1t5zVLmRttgS5,Ghost - Remix,56,0.144,0.77,0.589,8.61e-06,1,0.178,-4.942,1,0.111,148.056,0.163
Pieces of a Man,2oenkFNS8GLDubNAn2gxQH,Mick Jenkins,1FvjvACFvko2Z91IvDljrx,208570,5x886ETFn4nUihXbxlO3cb,Understood,59,0.208,0.664,0.842,6.28e-06,9,0.554,-5.351,1,0.339,84.994,0.719
ERYS (Deluxe),6cKBoHXh7dKn2gVsGniZ58,Jaden,0xOeVMOz2fVg5BJY3N6akT,135880,2mbAFKj9gePjW91G1WH3sp,Chateau,64,0.251,0.759,0.812,0.0,8,0.348,-4.257,1,0.251,139.911,0.229
KIRK,1NsTSXjVNE7XmZ8PmyW0wl,DaBaby,4r63FhuTkUYltbVAg5TQnk,144935,0fySG6A6qLE8IvDpayb5bM,VIBEZ,88,0.113,0.768,0.652,0.0,1,0.107,-2.708,0,0.307,154.187,0.777
JESUS IS KING,0FgZKfoU2Br5sHOfvZKTI9,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,104591,2QpGZOhTCHHiKmpSO9FW4h,Follow God,93,0.000248,0.529,0.9,1.21e-05,1,0.0426,-3.503,1,0.418,180.291,0.434
ye,2Ek1q2haOnxVqhvVKqMvJe,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,188773,1qsHYUd2c1wFGcn7e63QmG,Yikes,73,0.15,0.683,0.776,0.0,1,0.227,-3.251,0,0.341,173.996,0.223
ERYS (Deluxe),6cKBoHXh7dKn2gVsGniZ58,Jaden,0xOeVMOz2fVg5BJY3N6akT,130346,0doOvUe6IiDVGBnvdH5VQF,I,62,0.307,0.608,0.862,0.0,6,0.419,-4.213,0,0.273,174.091,0.613
KIRK,1NsTSXjVNE7XmZ8PmyW0wl,DaBaby,4r63FhuTkUYltbVAg5TQnk,172800,77KMttn3Lic7ZQKDlPqp8v,INTRO,84,0.0342,0.862,0.685,0.0,0,0.204,-7.699,0,0.242,100.024,0.672
KIRK,1NsTSXjVNE7XmZ8PmyW0wl,DaBaby,4r63FhuTkUYltbVAg5TQnk,143295,0pegcONe6MuDQRoPCtCBRf,THERE HE GO,74,0.339,0.836,0.747,0.0,1,0.0739,-3.368,0,0.136,84.435,0.758
Elysian Fields,4wwAaOFLUUkdPORispyWGA,CVRL,6F6njae9EOpXLsIXP9SiWM,240000,3V3EweEH3Tpq29nyzRey36,Subterfuge,38,0.15,0.489,0.632,0.00921,2,0.089,-8.594,0,0.0372,116.049,0.115
Worlds Away E.P.,72Xs7PQ9bHXlrwzlYdfFCl,Sorsari,2t01L1I0juJWbThU5jP06Y,231000,1HbFovNkmIkEtAWIjzMIHT,Children Of Gaia,31,0.000256,0.306,0.626,0.00882,6,0.15,-7.619,0,0.0349,119.799,0.039
Sacred EP,4MQSe1Hb6HCDf7cOJJxtwI,Sorsari,2t01L1I0juJWbThU5jP06Y,297400,6QZrCg92L7L32tdyJ7P0AN,Dreamcatcher,33,0.00131,0.453,0.671,0.00075,1,0.277,-6.284,0,0.0292,119.955,0.0437
Sacred EP,4MQSe1Hb6HCDf7cOJJxtwI,Sorsari,2t01L1I0juJWbThU5jP06Y,388200,5fHtiIKhRSPF5AmQxs3Srh,Know Your Worth,26,0.00035,0.21,0.813,0.000228,6,0.165,-6.085,0,0.0423,120.0,0.0362
wave 003,4DO3xx1RRiRaTHSTfIpBzt,Klimeks,5JQljNQvDpk1hhKpJHpwNU,232629,2WFTUlmkTipeJ8dgVxlxkp,Ultra,22,0.00242,0.582,0.798,0.0197,8,0.0976,-5.23,0,0.0295,130.021,0.132
Overnites,2iKXFV5PGilTqIHPXUBTl9,Klimeks,5JQljNQvDpk1hhKpJHpwNU,219630,18YjCNwwuuNZFLZHXQe31G,Tokyo Train,44,0.597,0.615,0.6,0.929,8,0.137,-10.703,0,0.0344,135.5,0.207
Luminoscity,5kE8XRsGLfYb2i2ehoGVtN,Skit,6ejpWdV51Wxr3azIpJXwoQ,214230,7DleNI8zar5Ff3434lORXG,Luminoscity,41,0.000124,0.506,0.917,0.914,8,0.0811,-5.759,1,0.034,130.025,0.0928
wave 001,4r1pxotqP5m7dkc9j5kzn0,Skit,6ejpWdV51Wxr3azIpJXwoQ,236059,2S88ROKw2xsY0j1Uw2OxpS,Azimuth,27,0.181,0.604,0.696,0.921,1,0.083,-7.519,0,0.0342,118.001,0.115
9AM,7LA91yreSoOAMvAWnQ9Kt8,Rayless,2AkKY28A6T9Hy2828X3wgd,238750,5nKPHRoDTSom4qIcqrFfQk,Crystal Town,12,0.0619,0.568,0.713,0.761,6,0.0543,-8.239,0,0.0289,117.978,0.327
Deluge,644GaBkaRaWmjTs9YFbp76,Kareful,7y4breKexfBWgdyMgHMEHK,202177,0Y3i4spEePC2avGn66XrlK,Backwards,29,0.0854,0.622,0.54,0.00379,11,0.0665,-10.052,0,0.0448,130.016,0.198
Overnites,2iKXFV5PGilTqIHPXUBTl9,Klimeks,5JQljNQvDpk1hhKpJHpwNU,253658,5iu4J9Ea1K13vFk8yQe60K,Breathe,18,0.0463,0.667,0.385,0.08,0,0.059,-9.998,1,0.0328,123.028,0.0696
The Melody of Dust,16CaapIUPcvLBPQuLtdGsY,Hot Sugar,5doDInHCvRMOOapyaos2AE,240420,6h3y2pa1BCPxDY6EB74Ayu,The Fairies Whisper,24,0.0361,0.561,0.499,0.232,10,0.0834,-8.792,1,0.0366,108.03,0.0934
Color of Napalm - Single,1xnYClpjU8sgSORdDNHdNO,Win32,3i2fCdDfM5nA7uSbVN0UUI,178729,1ZdwH0stP1NCm0xYdIGgin,Color of Napalm,14,0.608,0.641,0.504,0.814,9,0.0854,-15.334,0,0.0505,120.049,0.0676
Whatever I Am,2YnwUxuMqEvdpbp0hiaFO1,Skit,6ejpWdV51Wxr3azIpJXwoQ,196075,2o8292IJhCH5NWjwDCBsma,Whatever I Am,21,0.0621,0.538,0.827,0.471,4,0.244,-9.362,0,0.0484,119.977,0.0346
Nightglide EP,31p1zDTEJMfGJX942k0deE,Klimeks,5JQljNQvDpk1hhKpJHpwNU,242105,3P4RewkUI2M5KCEsdRwFOB,Nightglide,36,0.466,0.415,0.425,0.955,11,0.101,-14.41,0,0.0603,113.727,0.0361
Night Wonder,1A1952exvyhmBAyf9fIhAL,Deadcrow,4ufkY8hmhmYl4aCnzv3dLE,253875,3uGp35Mul2nM7cMpnq8yQb,IDK,18,0.199,0.785,0.86,4.08e-05,2,0.155,-4.34,1,0.0385,140.005,0.448
wave 001,4r1pxotqP5m7dkc9j5kzn0,Klimeks,5JQljNQvDpk1hhKpJHpwNU,199047,12tqEf5aN6b19U2zuT0mDs,Phantom,24,0.316,0.76,0.485,0.931,1,0.224,-13.119,1,0.0727,123.999,0.36
Reflection Spaces,621EoPjmgwumddC9i0yhcm,Silk Road Assassins,3Bwlxe7rFmvWcEkAnA6FRZ,246275,130mqLZFIWt2D77DbbdpZ1,Vectors,29,0.0257,0.606,0.51,0.859,3,0.114,-8.837,0,0.027,113.943,0.0392
You Dont Know M3,7mysgyXtatpyDpqMSsfudn,M!NGO,0atqNWuCKAyb6BMWuEByhE,203520,43eKKsd7oOKjOK43T0xUoa,You Dont Know M3,16,0.0221,0.61,0.816,0.88,6,0.197,-7.258,0,0.0351,124.98,0.123
✧ Let Go,6wVvWK7DAtHRmv2yjUCXRW,Yedgar,0YB8v04fVMgWFl9Nqdrqna,244452,1z9ayFhM26Ed5TvsEZqoCc,Asura,36,0.00203,0.512,0.597,0.0478,7,0.411,-7.164,0,0.0348,120.062,0.0493
"Girl,friend",19tPn3lGGzGipcSMZL3YBd,Vague003,6dJ1iY51ZgNt93gelvdF3k,225906,6U0eFGjnktNsm6rIo6PUHf,"Girl,friend",35,0.484,0.409,0.338,0.701,7,0.59,-12.321,0,0.0422,143.381,0.102
404,6z7Z9pupgQL7fmqxnRHZex,Hucci,1wJNeTGqvB8WVYak3HC3pk,278883,4G812NNS5H9glwkElphYjf,Frznmntn,0,0.00122,0.475,0.688,0.267,9,0.107,-7.062,0,0.0591,104.765,0.197
Colours,73vlua3ZFLs2OCREN82N6n,OZZIE,1ZyteyKrx7qwKMwFYLAB1p,232176,025jeXKW5zcpym6Vfs8OkN,Relax - Instrumental,15,0.693,0.689,0.118,0.834,0,0.0885,-18.4,0,0.0411,122.005,0.0764
wave 001,4r1pxotqP5m7dkc9j5kzn0,foxwedding,0DHLXYQowVvc8oQxp5Lrk3,161415,5uRqCobr91NI26lHg4uCOK,Hell Of A Thing,26,0.0785,0.672,0.499,0.863,10,0.126,-10.94,0,0.0703,113.001,0.119
Fast Lane,5FDbRlBKA6PEDq1RXAIj6l,LAKEY INSPIRED,3zDGjdtoxUiH7YcTWOdtMd,165433,0M1C8R2lB5jptb9V3OA1UY,Fast Lane,0,0.0375,0.805,0.391,0.847,3,0.111,-8.065,0,0.152,119.005,0.784
528 DNA,1u4tNV4OiNud9EJBFfvYcl,4biddenknowledge,2qz6a42erIvThkmWsO96UE,296185,1FbFQXDfWYiunDOefXQdyZ,528 DNA,22,0.00233,0.601,0.766,0.718,2,0.111,-7.943,0,0.0263,117.999,0.135
Kush Krazy 2,1fY4vZ84qInTKTuafdc4Hs,Loud Lord,7y16BTBfFVJwKDZH33EMDq,108759,5JL2YT2b2CepWzVMqoaVzk,Hypnotic Bluntz Pt. 2 (feat. Myrror),26,0.211,0.688,0.66,0.654,1,0.282,-9.666,1,0.142,128.106,0.389
"Pirelli, Vol. 3",5vTMRnA51T3OEb8jsjmRiV,Soudiere,01oeaKF2UI2pmIHljhewRN,206817,48n44ubOGvTk7fEJYtFVXn,Highed Up,45,0.0127,0.825,0.732,0.0154,0,0.177,-7.951,0,0.0758,130.025,0.681
Feel Me B4 Dey Kill Me,4itcGadFuJupAvC3WyZr8K,Young Krillin,5daTSRLr5FPpoAU2o1IzyJ,365673,5PnX6zB2EocrXsNNi78E2u,High von dem Lean (chopped & screwed) (feat. Rich Homie Romeo),29,0.0419,0.547,0.367,0.0677,5,0.0852,-14.656,0,0.0455,117.029,0.0366
"Codeine Demonz, Vol. 2",3YJAsT5kVsEiXnnAcPorA8,Dj Smokey,6o5wSBDuLpn2vRpPvGuGBy,372897,4cHlpS2GLggezMQAgxKGfY,Pourin' Red Syrup,28,0.031,0.776,0.598,0.0003,2,0.376,-10.893,1,0.125,130.046,0.4
SORCERER,2d8TvSROR13g3s1WSW0mEO,WHITE KATANA,5OtyZM8MxtHrYqOPxetwji,192365,4SYzyNnrQHiFeNUqzLP79D,SORCERER,0,0.0217,0.262,0.772,0.957,6,0.115,-5.823,0,0.0415,96.587,0.0401
Ignore,3rGKtjc4kk1owGlrNQAVvn,Brothel,3xYvvJ6tjXyJJdEXBs8qf0,124839,1vpVH5mSVc6q9RicScd97M,Ignore,21,0.603,0.488,0.456,0.303,7,0.0957,-11.754,1,0.21,100.366,0.0749
Praey,4p2X4ZadfvyQ984vveS1cs,Eastghost,4B7EVtenNIwOUxmQ5o5GNv,419650,6RbRjm8NBISaJMfgi7BoVx,Praey,44,0.0532,0.587,0.53,0.539,10,0.185,-8.632,0,0.033,89.972,0.261
Fortunes,6RgN2grgxaKZQzt1QurGp3,foxwedding,0DHLXYQowVvc8oQxp5Lrk3,189473,4VJoRWebDbqsTCOAEV9p69,Fortunes,21,0.28,0.777,0.523,0.601,2,0.0749,-10.118,0,0.0688,114.026,0.276
Dream World,60LldXpRRDHrZ8aj0mDlkF,araabMUZIK,2iXdwLTWyFhlN1MQWIymvM,221093,6vDEkyrCFLmPgVzN9S1IQt,Mind Trip,42,0.22,0.454,0.627,0.00324,8,0.244,-2.22,0,0.0334,79.48,0.115
wave 001,4r1pxotqP5m7dkc9j5kzn0,CVRL,6F6njae9EOpXLsIXP9SiWM,161904,2MdyeJUMFVy3mYjYV6AUES,Skin Tight,20,0.488,0.593,0.421,0.676,0,0.149,-12.743,0,0.0315,100.009,0.0778
Can't Sleep,2tSKHTEIY9iZkQPsogdms0,Brothel,3xYvvJ6tjXyJJdEXBs8qf0,144014,4nwfSpWqDJyNSU0ITr5pdv,Can't Sleep,23,0.169,0.47,0.592,0.177,7,0.0923,-10.698,0,0.0458,130.044,0.0439
