album,album_id,artist,artist_id,duration_ms,id,name,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
Ultra Violet,4uhV5Fb3Rh4ftEm53pW2i2,Kareful,7y4breKexfBWgdyMgHMEHK,270160,6jrQZlr2EmDYXekymLAWt3,Ultra Violet,25,0.415,0.689,0.769,0.697,7,0.218,-7.811,1,0.0323,129.983,0.357
Drowned,47CQ1XuS58g6WhU1HW2lCM,CHVRN,7rSykIe3Og1NMbIV6LOeVx,203076,3pBdfBwExmBRQATkBCPY1n,Secrets,28,0.000562,0.358,0.662,0.0,10,0.223,-3.374,1,0.0402,129.962,0.0931
Drowned,47CQ1XuS58g6WhU1HW2lCM,CHVRN,7rSykIe3Og1NMbIV6LOeVx,196000,0hIrXuyLobSyAztmtCrwlj,Mirror Fields,22,5.51e-05,0.602,0.924,0.145,7,0.13,-3.701,1,0.037,119.978,0.15
Drowned,47CQ1XuS58g6WhU1HW2lCM,CHVRN,7rSykIe3Og1NMbIV6LOeVx,207761,0AczYR0dyqtKlmLl72OoIC,Melancholy,24,0.0032,0.644,0.807,0.852,7,0.138,-5.805,0,0.0451,134.009,0.398
Fall,2cbjAJshqrtMfOfR7gSOif,CHVRN,7rSykIe3Og1NMbIV6LOeVx,259701,4uFOh9hHQVCWLAZ0Wtah78,Control,7,0.000637,0.56,0.813,0.106,9,0.103,-4.199,1,0.0524,134.026,0.062
wave 002,0S1PNLnoLH1CdncU5H724W,Klimeks,5JQljNQvDpk1hhKpJHpwNU,262739,3ju6S1v9i1s9hzOm7hMRQr,Eternally Yours,45,0.0297,0.645,0.695,0.429,11,0.068,-7.886,1,0.0329,127.024,0.298
wave 003,4DO3xx1RRiRaTHSTfIpBzt,Sorsari,2t01L1I0juJWbThU5jP06Y,200000,5bZRKkPYoXGoE4iVwamv21,Luna,20,0.394,0.383,0.603,1.51e-06,8,0.215,-7.377,0,0.0319,119.86,0.087
wave 003,4DO3xx1RRiRaTHSTfIpBzt,Five Suns,58bIS29PlIe7RhCSoHJnnq,368000,6AvRZhPe46vruMzPjFs80R,Ascend,19,0.0645,0.594,0.77,0.329,11,0.157,-8.042,0,0.0324,119.996,0.0792
When Beauty Is Broken,5E2pngTKwj4gdGgt12sNNz,Rellim,5peUHq2Ya8RBqm5GSq16QU,176187,5Uh2HdMXLxBw6hxlKDYG9Q,secluded,0,0.043,0.669,0.586,0.000101,10,0.124,-7.338,0,0.0288,114.992,0.11
Oooh,1qPbRXf32tySmMpxdPYHdD,Donnie Castle,6YLxtJ3p5KwHIUpWp03O2o,184053,5w9aBjlRyx9vMNMaEFsW3x,Oooh,0,0.206,0.768,0.786,0.444,0,0.0715,-4.669,1,0.0339,119.988,0.0965
envy,1UGyOeNQD5ly7DYcpw18tw,eevee,4pwqNyMSvuv7VOhQBdjB6Q,254725,5W5CvP7xKGwiIIGxxlq2h8,envy,29,0.00188,0.29,0.564,0.684,1,0.0894,-7.641,0,0.0669,98.058,0.0446
Love Dream Infinite,5dm1oq4zHFfFHEITmYrNcv,Klimeks,5JQljNQvDpk1hhKpJHpwNU,285000,7nhBJvKNRqNtXHLNLBxcWU,Dreamscape '95,41,0.115,0.58,0.617,0.885,11,0.117,-11.26,1,0.0349,124.982,0.173
Q,5aWeaMTEKsK55KMowuLe9l,Brothel,3xYvvJ6tjXyJJdEXBs8qf0,98037,17a50m6txHiwroxsiFPCbD,Q,43,0.00264,0.666,0.447,0.455,7,0.149,-6.748,0,0.0679,119.972,0.13
Silver Dream,5eqyEKP83JQt8Tyu8Xlfld,CHVRN,7rSykIe3Og1NMbIV6LOeVx,232000,5vUUUMVHHYZWKCGBhOmjL0,Silver Dream,34,0.00032,0.605,0.91,0.959,3,0.0961,-5.024,0,0.0318,119.985,0.139
Point Mugu,6LtBdOHBwStzq9rfw7SMa0,Goth Babe,7o96HO2zrujyATtVsqGhh3,267130,113EquoKtGlOefuvIfIXVQ,Car Camping,48,0.822,0.331,0.609,0.541,11,0.292,-10.661,1,0.122,114.117,0.164
Endtroducing (Endtroducing Re-Emagined),21OfdY0Q9PTjxzlQktHrba,DJ Shadow,5CE2IfdYZEQGIDsfiRm8SI,259736,3sYlWmqsudnJtZq88uFC3P,Transmissions - Kuedo Remix,0,0.116,0.22,0.834,0.944,9,0.0953,-7.558,1,0.171,196.548,0.0799
espero que tú tampoco me olvides,4nSmbpq4uXPYrBgYxaujn6,furino,1sv4gTq127OMmuGVbaZbfU,183345,3Vbp2iLUginaaKVGvSEbDh,espero que tú tampoco me olvides,13,0.972,0.376,0.593,0.549,8,0.878,-13.215,1,0.153,119.911,0.188
Metronomy Forever,7IzNAyOsxeWhKPyNNz1urS,Metronomy,54QMjE4toDfiCryzYWCpXX,236066,33wnKtwSSfYKE6moZNHZ53,Lying Low,56,0.884,0.803,0.395,0.937,10,0.132,-16.228,0,0.0722,122.151,0.24
The Ocean (feat. Shy Martin),4pgNeQfSctryAw4e0uESHe,Mike Perry,6lB8vOoI4DRrrVxXwuV19c,183414,2CPqh63wRVscbceKcPxwvv,The Ocean (feat. Shy Martin),75,0.0225,0.632,0.575,1.81e-06,5,0.104,-6.478,1,0.029,90.037,0.188
Fast Car,55zQqrjWsFHRcI1mxlQSsZ,Jonas Blue,1HBjj22wzbscIZ9sEb5dyf,212424,2mCF8L0brIs88eH6Kf2h9p,Fast Car,70,0.455,0.56,0.592,0.0,9,0.297,-6.951,1,0.0544,112.684,0.564
In Return,5SXT6dwhHX56Sos7KMcMF5,ODESZA,21mKp7DqtSNHhCAU2ugvUw,160000,7jZHUhAmW5oq1cq6s8IxmK,Sun Models (feat. Madelyn Grant),67,0.191,0.683,0.481,0.736,8,0.0907,-9.174,0,0.075,120.001,0.47
Aloha,0N7Gsf3ENH7bPbUZDRCYOQ,Møme,4lDXfIznmGueBgTjI3qGUX,218400,4uNDs2TBsv2KX9b4LIxfdt,Aloha,51,0.195,0.6,0.726,8.22e-05,10,0.115,-5.988,0,0.166,100.075,0.395
Call On Me (Remixes),5G7go9EeotMk9RfLETBDgJ,Starley,02A3cEvlLLCbIMVDrK2GHV,222040,2L6orAlH8tBhiFTumIfMyF,Call on Me - Ryan Riback Remix,69,0.0604,0.67,0.838,0.000611,0,0.159,-4.031,1,0.0362,104.998,0.717
Able to See Me - Single,4z92wQUw7WrvKW49J35R4m,Hippie Sabotage,4dM6NDYSfLcspt8GLoT5aE,193427,5IhtQJt44TmqHvqXrZpYAq,Able to See Me,1,0.314,0.43,0.734,0.000286,9,0.0808,-10.043,0,0.102,133.992,0.0634
Encore,02sEJTj1sye1JaqxqpcSCp,DJ Snake,540vIaP2JwjQb9dm3aArA4,205946,0lYBSQXN6rCTvUZvg9S0lU,Let Me Love You,82,0.0771,0.652,0.713,1.02e-05,8,0.144,-5.311,1,0.0368,100.023,0.152
Listen Again,7bpWEp24oHgUs08ImjakfU,David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,193333,53Y0kdCa1CZ9gRqEuknfwy,Bang My Head (feat. Sia & Fetty Wap),65,0.0525,0.599,0.869,0.00719,0,0.103,-3.697,1,0.0789,108.061,0.593
Encore,02sEJTj1sye1JaqxqpcSCp,DJ Snake,540vIaP2JwjQb9dm3aArA4,220573,0g5EKLgdKvNlln7TNqBByK,Middle,78,0.0203,0.586,0.701,0.0,1,0.055,-5.326,0,0.0416,104.957,0.254
Truce - EP,5qeKpDQFyotJjLh61pUZQo,FRENSHIP,7xEFii6utZmQ61kX59HmLH,237706,2XMTqoHHSH0lvuXrvIEdco,Capsize,74,0.0398,0.683,0.708,0.155,5,0.686,-6.244,0,0.0305,92.991,0.355
Hear Me Now,5ev8miwRafJ3DeXNaAVzBZ,Alok,0NGAZxHanS9e0iNHpR8f2W,192846,6OnYQKTc5fbSGbIpaH4KxL,Hear Me Now,13,0.537,0.788,0.43,0.00261,11,0.0936,-7.757,1,0.0419,121.996,0.461
Sunset Lover,4Ky2PpWb26OxNabAMffyBw,Petit Biscuit,6gK1Uct5FEdaUWRWpU4Cl2,237792,0hNduWmlWmEmuwEFcYvRu1,Sunset Lover,80,0.729,0.783,0.467,0.809,6,0.109,-9.474,1,0.0503,90.838,0.236
Peace Is The Mission: Extended,0OY2WzmmPG8yRZzmMeTX9N,Major Lazer,738wLrAtLtCtFOLvQBXOXp,166138,6lDo13SSgTv0WbyUQKgnjk,Light It Up (feat. Nyla & Fuse ODG) - Remix,54,0.0369,0.736,0.879,0.000736,9,0.233,-3.782,0,0.0696,107.976,0.757
In My Blood,6jzir5maJG4oVMFNrTLrJI,The Veronicas,1dIdBZaaHRW2bDTkHNfWln,200480,0x4GHzCjY5MGQ960CHnVHz,In My Blood,59,0.00136,0.538,0.809,0.0,7,0.406,-6.017,0,0.0504,120.001,0.278
Talk About It,75VgBnyHLvSKfmWO3PRT11,Mike Perry,6lB8vOoI4DRrrVxXwuV19c,164536,1XRTXNP8eLpWXfso8Q4dC5,Talk About It,57,0.0543,0.678,0.594,0.0,2,0.182,-5.673,0,0.0319,123.975,0.526
Ocean Drive,1jlUEbR1VEEGzjK47Xk1gT,Duke Dumont,61lyPtntblHJvA7FMMhi7E,206320,0k93MXOj0kSXo84SvSDeUz,Ocean Drive,18,0.00714,0.689,0.711,0.000499,8,0.135,-5.027,0,0.0455,115.048,0.566
Sober,70xnG7lmSgBd8As0pTvcsJ,Cat Dealers,3q2dSq7VZnj8TmoJUyRm40,210420,1pDDDtySN1U57vTmCexPmu,Sober,56,0.00217,0.672,0.782,0.000926,11,0.169,-5.648,0,0.0322,124.026,0.0898
Coastline (By Hollow Coves),2vykDweIvus6QkDvk4umAX,Liu,3DnNQH13SfSOjZDsVEa0ht,182520,4MFJja8C5DQGWstBew2BUC,Coastline,5,0.265,0.686,0.817,0.000186,2,0.415,-6.035,1,0.046,121.996,0.474
Ocean,5WdbJyYhdrJ9iS7xUyfkzs,Alok,0NGAZxHanS9e0iNHpR8f2W,174001,4nraNqonMyfc0U3o8VeXVu,Ocean,71,0.197,0.655,0.684,0.0036,0,0.278,-5.18,1,0.0269,110.037,0.27
Memories,7crhe15k1Qn72AWzAHMVOt,Petit Biscuit,6gK1Uct5FEdaUWRWpU4Cl2,216032,2EEZdCeGp095urJDE3wEpS,Memories,59,0.644,0.881,0.644,0.409,1,0.116,-7.134,0,0.103,110.026,0.536
Sunshine,4gP5HYqMorQT7rSoSPPfIF,Cat Dealers,3q2dSq7VZnj8TmoJUyRm40,183934,36wm1WBVArEbnIgtkT3abj,Sunshine,68,0.138,0.697,0.674,0.000247,7,0.119,-5.422,0,0.0368,121.984,0.453
Near,0YDNwTNbtXoJ8CygeOHedf,Set Mo,2rv8IrcIQiFKkdvQAgUTZj,232000,0Pc3dLNnrcAWYHhMOgSz8U,Near,45,0.0356,0.669,0.779,0.0206,6,0.0829,-6.462,0,0.0328,119.989,0.351
Speechless (feat. Erika Sirola),6c9vwMfJN8ojcFFmPWEPRE,Robin Schulz,3t5xRXzsuZmMDkQzgOX35S,214941,1rCcsYnmqbMYdkG7kS9GC5,Speechless (feat. Erika Sirola),80,0.0161,0.574,0.728,1.42e-06,1,0.0851,-4.777,1,0.062,125.047,0.266
Normani x Calvin Harris,3OKTeMekMHZCvwlp7uttPE,Normani,2cWZOOzeOm4WmBJRnD5R7I,205986,43tgC5pTYJpc5D3C9HRwEg,Slow Down (with Calvin Harris),58,0.0855,0.853,0.693,7.16e-05,0,0.11,-4.337,1,0.0524,124.049,0.547
Sadnecessary,1CEBG1qVlHZr6v7eHAVF4W,Milky Chance,1hzfo8twXdOegF3xireCYs,241052,4XtjTuZHA6F9NIblpvpXOf,Down By The River,66,0.753,0.688,0.697,6.21e-05,9,0.109,-7.955,1,0.0485,114.03,0.46
Sometime,2kUuUnx2Oxel35bU3xtUVU,LO'99,1kk6o5FDlujcgz2d2iFXKy,200228,36fM9efnGh85CtaXe6frd4,Sometime,54,0.00782,0.71,0.634,0.00313,6,0.307,-8.168,1,0.0406,124.028,0.124
Funeral,2fxzeeXmlaOqpfR43uEBCZ,Myth Syzer,61y0Qj5xUcKnbHYxuaqSRP,240000,1l8chD7szASN3ii2fuecvd,Funeral,27,0.498,0.543,0.707,0.0,0,0.14,-5.991,1,0.0772,127.807,0.489
Magic,5rJLO3VGCdRF16Cbnh8Ovu,Jauz,5ttgIeUVka6FLyi00Uu5h8,290704,0FjkcycxVB1Jd7mcdEDDWp,Magic,55,0.0241,0.551,0.839,0.00391,5,0.0874,-2.461,0,0.0578,141.976,0.314
Family Portrait EP,6vtMs29mzabSqMhWnJXBy3,Point Point,5L67d6oZKOOmXcBcMMJdZZ,236826,5OBX7Rctz74QUse0SZeyjN,All This,23,0.0588,0.594,0.88,0.128,9,0.0973,-4.943,1,0.0786,149.969,0.376
Youth Dem (Turn Up) (feat. Snoop Lion) [Remixes],1N6exS5KqtzV02I2RCNR2G,Steve Aoki,77AiFEVeAVj2ORpC85QVJs,198867,5wvQGuoT7PVUnqN0GNKq4T,Youth Dem (Turn Up) (feat. Snoop Lion) - Steve Aoki x Garmiani Remix,21,0.00202,0.729,0.941,0.0574,9,0.0746,-3.449,1,0.0645,128.005,0.316
24k,50pz9vjqUnQHJUpKhri9yN,DVBBS,5X4LWwbUFNzPkEas04uU82,187284,33qJwWQzCnoEex3bZJIsKU,24k,37,0.00335,0.589,0.978,0.204,5,0.606,-3.463,0,0.078,149.992,0.339
Get Away,1BuNfc2gMOVt1sxX3ok9Pw,Louder,0h8QpAuMzbJQweLYTfyBkb,229702,7Kte4CGXkl0j7bLLTZUdwl,Get Away,4,0.00521,0.746,0.871,0.681,0,0.0289,-5.709,1,0.0668,128.001,0.473
Dark Night Sweet Light,7uOfTnnzXpIkEDwPFBxamQ,Hermitude,3fmMaLC5jjf2N4EC2kTx0u,221786,2ywbl18Cocd5q5AhkaNLI3,The Buzz,1,0.334,0.726,0.583,0.00135,0,0.122,-6.434,0,0.23,140.943,0.491
Dark Night Sweet Light,7uOfTnnzXpIkEDwPFBxamQ,Hermitude,3fmMaLC5jjf2N4EC2kTx0u,195453,3h6aefAvBnkr3WDAuvfqnt,Hijinx,0,0.00532,0.694,0.757,0.0372,1,0.0755,-4.868,1,0.127,149.865,0.57
Skin,2lBRNqB9iOJZFNu1JOSUBW,Flume,6nxWCVXbOlEVRexSbLsTer,176024,2W6x5jqhqeTHY9cpy0YUfN,Free,36,0.585,0.565,0.773,0.0262,10,0.0774,-4.436,1,0.037,140.031,0.0759
Living Life Golden,5w5V7Vi6RuRV40G4cM9pMP,Elliphant,134GdR5tUtxJrf8cpsfpyY,223701,4gqlmugjREVQO8ToGIcQL4,Spoon Me (feat. Skrillex),40,0.363,0.641,0.764,0.0,5,0.163,-5.378,0,0.104,155.98,0.324
Look Like You Love It,5lxQSbT8sQ4aUuv3dzshG4,Elliphant,134GdR5tUtxJrf8cpsfpyY,197681,7ppPVLsLNfHDneQnzZmUFJ,Revolusion,44,0.127,0.579,0.886,0.000715,9,0.334,-4.964,1,0.499,159.95,0.32
Attak (feat. Danny Brown),2IPx2z0Psahb6CNXAaRJ1z,Rustie,6YGu0Rv2120wkc4AXZSGgl,181106,6XNmtLiveX987arpfhYGrj,Attak (feat. Danny Brown),40,0.0358,0.384,0.853,0.0,2,0.51,-5.412,0,0.275,136.813,0.749
Jah No Partial (feat. Flux Pavilion) - Single,24hArBXZR78JFJDCpa7gKh,Major Lazer,738wLrAtLtCtFOLvQBXOXp,253333,3gCYzh8IgdzGu4nybFC4Z3,Jah No Partial (feat. Flux Pavilion),0,0.00157,0.609,0.98,0.274,6,0.216,-2.12,0,0.0844,139.978,0.366
The Ones I Love (Remixes),5oWCEpLVCRcfKFwTEIq8TO,Bonnie Anderson,6TnYKQ80Ne0DlAISzTXB6A,365714,79wXQ3oRjhvnneo7dwoQyQ,The Ones I Love - Diamm Remix,5,0.0228,0.696,0.968,0.0691,7,0.14,-2.154,0,0.341,125.984,0.565
"Ketamine Trap, Vol. 2",2eg0Rnk24ShZi0NTkGtxz3,Ikaz Boi,1h0vYLWMAElSWYCjm6RBpe,208706,17Bvod94Hx5y13Pcdxzgzo,Bass,22,0.382,0.627,0.629,0.00534,0,0.108,-7.454,0,0.147,115.069,0.164
Ashes (Remixes),5fffaeeOmkUPC1dgu3sX7V,ILLENIUM,45eNHdiiabvmbp4erw26rg,227086,4idO4Mj5a03P7Wj969mzXt,Fortress (Just A Gent Remix) [feat. Joni Fatora],1,0.0852,0.6,0.759,0.00012,5,0.237,-4.965,1,0.262,129.892,0.419
We Are Your Friends (Music From The Original Motion Picture/Deluxe),5K8G20hlOgEWIIZRUrclRa,Will Sparks,1u7OVFmWah4wQhOPIbUb8U,207373,0d2n0tuEAs5F0FR4ZF0woI,Ah Yeah So What - WAYF Edit,1,0.0483,0.689,0.938,0.808,6,0.305,-3.616,0,0.12,127.994,0.673
We Are Your Friends (Music From The Original Motion Picture/Deluxe),5K8G20hlOgEWIIZRUrclRa,AlunaGeorge,2VAnyOxzJuSAj7XIuEOT38,304333,6aQNsGH7p7VCFJ4zgO0MeY,You Know You Like It - Tchami Remix,3,0.168,0.821,0.841,0.0504,5,0.0885,-4.487,0,0.122,122.992,0.59
Analogue Players In A Digital World,0BXZQacUC81vOaMhxWhIbg,Showtek,3gk0OYeLFWYupGFRHqLSR7,273006,6N8VdfNIHe2BD99PASCJsf,Own The Night,0,0.0023,0.578,0.913,0.00106,6,0.26,-5.983,1,0.0533,147.051,0.508
Karate,2Z8hYJlGAPqJY9XJIh1a01,R3HAB,6cEuCEZu7PAE9ZSzLLc2oQ,210000,1ghUWRA4BLzCVBpzJhbN0m,Karate - Original Mix,3,0.000407,0.626,0.961,0.0024,5,0.685,-3.587,1,0.0687,128.009,0.668
April,16mblvw2xyblH89gbtgLds,Syn Cole,6i1GVNJCyyssRwXmnaeEFH,324375,1885lgiErwXZZ4Few8FN9L,April - Progressive Mix,37,0.00012,0.67,0.858,0.88,1,0.904,-4.559,1,0.115,127.999,0.583
Mellow,5SGLSOq86Ke9Y3eUzYcXAF,Showtek,3gk0OYeLFWYupGFRHqLSR7,168000,3NaPSOqHccC4WalcqvORT0,Mellow,48,0.0423,0.564,0.874,0.0901,11,0.105,-2.973,0,0.0395,149.996,0.402
Movin' Bass (GTA Remix),4hRroZQkSvWVW14LBGsaW9,Rick Ross,1sBkRIssrMs1AbVkOJbc7a,253773,7yzwszgJUDrllWnG9cQkxQ,Movin' Bass - GTA Remix,53,0.000758,0.695,0.912,0.000103,10,0.302,-3.331,0,0.193,160.043,0.59
Reims,2rW0sHLDp4rVtNzGDndrqb,RL Grime,5eIbEEQnDM8yuDVB0bimSP,235065,3JtEYjD09uN9kKFBDw60Wj,Reims,0,0.0319,0.42,0.934,0.89,6,0.0951,-4.505,0,0.0647,149.991,0.156
Astronomia 2K17,76Yp7fiHhGnaXoYyrt6Q1C,VAVO,44re77WwNG34C182Jq3WIK,221280,1vUgD6vRBWaa3S8K6BdvGC,Astronomia 2K17,41,0.000192,0.61,0.841,0.000651,6,0.234,-5.511,0,0.0471,127.954,0.305
Requiem,1cNI5bMJk11DV8PglRAd3R,Apashe,1fd3fmwlhrDl2U5wbbPQYN,309517,5nafRIDshs3RwVO0sxxgac,Dies Irae feat. Black Prez,58,0.054,0.595,0.827,2.44e-05,5,0.123,-1.959,0,0.134,145.114,0.392
Living Hell (feat. Blvkstn),3s3IAK3lyFXMeLqp7Rd5H9,Skan,7z8fkGpUDt6eb6fyysRTH9,194509,5wKdF1lpNY75uA1uTQof55,Living Hell (feat. Blvkstn),62,0.0202,0.561,0.804,2.87e-05,4,0.112,-4.682,0,0.225,76.494,0.401
We Are Your Friends (Music From The Original Motion Picture),0aMv03wMvTndzvWp8FuS4P,The Americanos,4XxgN35ZzxIrzUH9Fz8e1y,214626,39y0zj3hnqlGphL1gaH4ov,BlackOut,54,0.0753,0.87,0.943,0.0,5,0.1,-4.87,0,0.173,127.998,0.5
We Are Your Friends (Music From The Original Motion Picture),0aMv03wMvTndzvWp8FuS4P,Bro Safari,6d9SnuHI2bRer7c76d8sLq,172680,0hSOTFVd8V57HaeI67LIiW,The Drop - VIP Mix,0,0.154,0.578,0.719,0.0672,2,0.208,-5.665,1,0.154,170.037,0.194
Blah Blah Blah,1DOVSo3wNCS25TvFmsalJL,Armin van Buuren,0SfsnGyD8FpIN4U4WCkBZ5,183518,0bikBdtMtDpNeTdz6VZvfv,Blah Blah Blah,31,0.00897,0.612,0.963,0.00378,5,0.294,-3.912,0,0.0531,138.009,0.179
Buzina (Remixes),4PW9JvCkS27fnC5XnAiOwh,Pabllo Vittar,6tzRZ39aZlNqlUzQlkuhDV,182926,0xUqTgsAug4LHB19SrQeO6,Buzina - Brabo Remix,49,0.000565,0.655,0.79,0.826,11,0.0487,-8.516,0,0.0686,163.898,0.0506
Fabricated,0RD09ISCN9c5J8TMA0IVu5,Mord Fustang,34hwBP1esafQoCVtLz7F6K,186715,1XH1wA6lUzsura3cKpQRNK,Fabricated,29,0.000485,0.782,0.669,0.284,4,0.106,-9.721,0,0.0641,127.953,0.122
Back Again (feat. Waka Flocka Flame),2O1bdWSAjTWxYo2qyhw2XB,Flosstradamus,2FmzVitXZjIkFolH8HXd4j,238524,1tVQfnifjrgqHOR12Mq9tL,Back Again (feat. Waka Flocka Flame),46,0.00184,0.577,0.97,0.0257,10,0.235,-3.207,0,0.053,145.001,0.167
Jumanji (feat. Reese LAFLARE),3tHLpUYbbaQelHs73DVcAA,LOUDPVCK,0rQ0WMIrOt6MzfiGaNWh3D,223076,4h7pIKDmjyCVoDjnmdUHbA,Jumanji (feat. Reese LAFLARE),43,0.0174,0.625,0.919,0.0281,10,0.618,-4.621,0,0.0601,155.987,0.297
Be Somebody,5tzknCgIXyRWFRhsnmtdnV,BROHUG,3IHsD0sttucHrX8b32Vcab,210397,6esZ9ouLLa5agsUb0Yu32t,Be Somebody,0,0.168,0.743,0.937,0.000781,11,0.335,-3.188,1,0.0912,88.987,0.436
How It's Done,5cyIYDrPZOsfwtnvYMWvgY,Quintino,1V3VTM7VspiQjcmRhC010n,140625,5UOrIrENTQk1jwIKSiVZMl,How It's Done,56,0.0677,0.686,0.966,0.0433,11,0.154,-6.645,1,0.0976,127.991,0.151
Like I Do,5oU1ROIHS6IOWnb87GWhqU,David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,202500,6RnkFd8Fqqgk1Uni8RgqCQ,Like I Do,74,0.00664,0.635,0.9,0.0145,0,0.37,-3.719,0,0.0377,127.978,0.15
Down Down Down,5MC119uIlvC85UglaDTyaw,Dr Phunk,1naX4fxuRaDFlj9tGfIUZk,157771,2IW3SoNag2bH2SPb7exCDz,Down Down Down,47,0.141,0.665,0.819,0.0126,5,0.234,-5.377,0,0.153,76.028,0.341
Metaphor,2ds371eeP7JXPUhBCk26eH,Alok,0NGAZxHanS9e0iNHpR8f2W,202000,1UTXQrmAL4oladIwc1PWSh,Metaphor,63,0.0213,0.567,0.951,0.302,8,0.101,-5.087,0,0.0388,138.03,0.267
My Girl,4jeWmn7FUhLGO3Qm8Butud,Vintage Culture,28uJnu5EsrGml2tBd7y8ts,234782,4tbC0eXSu3Bd5gnPoY3YXB,My Girl,68,0.013,0.655,0.963,0.564,6,0.0734,-5.72,1,0.0599,123.998,0.677
Speicher 112,4W6gWw1CAqb8W1l8TiiDcp,ANNA,3wkaDi2HJV3eCaBJ4iH6om,200930,4UjxYMM2290d7KlCKVSOuQ,Forever Ravers - Radio Edit,55,0.00629,0.507,0.92,0.627,6,0.668,-8.151,0,0.0561,129.013,0.225
Bamf/Dynamic,79Txw1mpsBcQHRW8LIRQgL,Qulinez,6d7AYr4nvqHPhfPaDLLeRU,285733,2wvHvviAwbnKQvcbNz9kXT,Bamf,38,0.000839,0.619,0.751,0.958,7,0.0799,-5.517,1,0.0699,128.024,0.29
Lost In The Dream,14xxjLlbGy8ACm4MorBjD5,The War On Drugs,6g0mn3tzAds6aVeUYRsryU,298920,71jGGLe5VtEHjIk5dU2W3S,Red Eyes,65,0.00871,0.464,0.815,0.201,10,0.162,-6.371,1,0.0368,161.845,0.467
b'lieve i'm goin down...,2uRTsStAmo7Z2UwCIvuwMv,Kurt Vile,5gspAQIAH8nJUrMYgXjCJ2,298760,3l9eg9RtisizG12a1D6nZl,Pretty Pimpin,66,0.0928,0.566,0.664,0.305,8,0.0903,-9.081,1,0.0281,91.117,0.764
Magic & Medicine,3vd7xfTaPLTZZFIfSOzxLp,The Coral,6OiHleP2bHM18dXq4aZQWt,139133,5uB85PzlWrnNnxL2A1TcKD,Pass It On,54,0.282,0.395,0.727,7.12e-06,7,0.0683,-6.015,1,0.0375,179.097,0.872
Things Happen - Single,0nJCjlw3AGdO7gYGiZ2sao,Dawes,0CDUUM6KNRvgBFYIbWxJwV,243320,4dzPQVLO4bBEw5pcNVvNaM,Things Happen,3,0.355,0.579,0.535,0.0,7,0.252,-7.746,1,0.0265,78.99,0.775
Shields,57LAEzKL94ZHwbIkUWYCDY,Grizzly Bear,2Jv5eshHtLycR6R8KQCdc4,270666,51J200kBCGrPT1enOCBfbT,gun-shy,44,0.301,0.753,0.582,0.000134,6,0.0776,-8.482,0,0.0395,117.047,0.595
Sun Leads Me On,1s6FlVyzq929eQ3o1kw23L,Half Moon Run,3ceQN2NVlLg1hgTzljDE4n,195440,1yg0PP8yXwA0AFU48Hq6MY,I Can't Figure Out What's Going On,0,0.0721,0.536,0.535,0.00452,9,0.111,-7.662,1,0.0357,80.978,0.389
Dark Eyes,1h0JzrOSEyEldBJOBMj9Ge,Half Moon Run,3ceQN2NVlLg1hgTzljDE4n,181760,0gr60jINHbKdcGlQ83rmaH,Full Circle,52,0.116,0.568,0.755,0.000331,2,0.124,-9.022,0,0.0327,89.008,0.34
Leipzig,0QaAwk6TuFQ3SzKMJCbLal,Balthazar,4oMBP1OWXtmxyDhAj2aRyQ,160382,1XON5GaKy9xQrHFywet6n8,Leipzig,36,0.363,0.442,0.739,0.00011,2,0.583,-6.03,0,0.0672,160.953,0.505
Juice,4OVXPTjh2sWNhBbjyV7Lvi,Camp Howard,1sVAJwNAESRYE5RIYhgGb2,144109,4bP554DQQv8keCudxEn7Qy,Juice,19,0.0412,0.588,0.55,0.136,5,0.114,-8.388,1,0.0522,175.915,0.92
Hung At Heart,6PRe0DK5Tk9UC5S3FOob7L,The Growlers,2RhgnQNC74QoBlaUvT4MEe,282738,4BOHngI1gLDA5OZFTZVAHl,One Million Lovers,37,0.713,0.5,0.723,0.00107,5,0.107,-5.07,0,0.0322,101.97,0.677
To You,5iXo8cTeEtnmYrE7wlI1Cu,Battleships,19XR5L7SWVvx31NZtu38yI,185973,2Iu0XLfuJl7EutCROxxEcP,As You'd Begun,6,0.00139,0.509,0.922,0.0226,1,0.0983,-6.989,0,0.0369,138.053,0.62
You Can't Change It,6qXOhFEv55obUF5KEHHTm8,Battleships,19XR5L7SWVvx31NZtu38yI,248256,2NabaK2T1rsVLKdRsZ9h4w,You Can't Change It,5,0.00286,0.404,0.821,0.0353,11,0.125,-6.142,0,0.0393,166.065,0.275
In Time,5RbfiAEkaAdi7VpWMcSSpw,Battleships,19XR5L7SWVvx31NZtu38yI,241501,3h8glZNpHE4NPJ7WXgHCR3,In Time,13,0.0118,0.377,0.706,0.00289,7,0.167,-6.603,0,0.0286,75.277,0.206
Beneath The Skin (Deluxe),1m3D8gkm3nOvIXNR1SvDFA,Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz,232973,2mueIraiRiGExPHAS0fkho,Wolves Without Teeth,50,0.00108,0.362,0.72,0.000446,11,0.332,-6.169,0,0.0333,135.613,0.436
